,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs202001,DPSs202002,DPSs202003,DPSt01,DPSt02,DPSt03,HLs202001,HLs202002,HLs202003,HLt01,HLt02,HLt03,SLTs202001,SLTs202002,SLTs202003,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs202001,XSs202002,XSt01,XSt02,XSt03,XsSs202003
Zotu10130,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10131,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,0
Zotu10132,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
Zotu10133,29,3,11,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Zotu10134,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Zotu10135,0,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Zotu10136,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0
Zotu10137,8,1,108,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
Zotu10138,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,1
Zotu10139,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu1014,1,0,6,15,2,5,2,0,1,7,4,24,23,10,155,18,1,21,16,8,4,4,0,0,20,2,7,8,1,6,42,10,14,0,14,9
Zotu10140,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10141,1,1,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10142,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu10145,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,2,1,0,7,0,9,6,6
Zotu10146,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Zotu10148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10149,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Zotu1015,0,0,0,0,0,1,3,20,4,0,0,0,1,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,24
Zotu10150,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
Zotu10151,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Zotu10152,0,1,0,0,0,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10153,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu10154,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
Zotu10155,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
Zotu10156,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
Zotu10157,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,1,0,0,0
Zotu10158,1,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,3,0,1,0,1
Zotu10159,0,3,15,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Zotu1016,6,1,4,2,0,0,166,112,86,17,81,18,4,7,1,0,0,0,69,6,2,12,11,11,30,7,6,2,4,0,82,45,0,1,1,37
Zotu10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0
Zotu10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0
Zotu10162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10164,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
Zotu10167,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10168,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1017,0,0,0,0,0,0,8,1,1,0,0,0,2,0,5,0,0,0,1,17,9,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0
Zotu10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10173,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Zotu10177,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu10178,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1018,0,0,0,0,0,0,0,23,0,0,0,0,1,57,29,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1
Zotu10181,0,0,0,0,0,0,0,0,2,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,12
Zotu10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0
Zotu10188,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10189,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Zotu10195,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Zotu10196,0,0,0,20,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0
Zotu10197,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,2,1
Zotu10198,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,2,0,0,0,2,1,0,1,0,1
Zotu10199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0
Zotu102,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0
Zotu1020,1,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,61,163,0,0,0,69,0,0,0,0,0,29,41,0,0,0,56
Zotu10200,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0
Zotu10201,0,0,0,2,0,3,0,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
Zotu10202,0,1,0,11,6,1,0,0,1,1,0,3,0,0,0,4,1,1,0,0,0,0,1,0,2,0,2,1,0,2,1,0,1,2,3,0
Zotu10203,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0
Zotu10204,0,0,0,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
Zotu10205,2,1,2,2,0,2,2,2,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,1,7,1,6,0,0,1,5,7,0,0,0,2
Zotu10206,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10208,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0
Zotu10209,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0
Zotu1021,0,0,0,32,39,342,0,0,0,0,2,3,0,0,0,8,0,59,0,0,0,32,2,36,0,0,0,45,9,34,0,0,0,0,0,0
Zotu10210,0,1,0,7,87,4,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,3,50,0,0,0,0,3,0,5,0,0,0,24,8,0
Zotu10211,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,0
Zotu10212,2,0,0,1,9,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10213,0,0,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,2,0,2,0
Zotu10214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
Zotu10216,0,0,0,2,17,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0
Zotu10217,0,0,0,3,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,6,0,0,4,0,0,0
Zotu10218,0,0,0,1,11,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Zotu10219,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Zotu1022,3,19,9,3,3,5,5,6,34,2,0,0,24,33,1,1,1,0,3,25,15,0,1,0,15,6,10,12,0,6,59,38,1,0,0,176
Zotu10220,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10221,0,0,0,1,2,8,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0
Zotu10222,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2,0
Zotu10223,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0
Zotu10224,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu10225,0,1,0,0,0,6,0,0,0,0,0,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Zotu10226,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1
Zotu10227,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0
Zotu10228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1
Zotu10229,1,3,4,6,1,8,0,0,0,2,0,1,31,30,93,30,5,1,35,0,0,3,0,1,4,9,20,4,4,5,3,0,11,9,17,0
Zotu1023,0,0,0,0,0,0,1,0,52,0,0,0,0,804,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Zotu10230,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5
Zotu10231,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2
Zotu10232,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu10233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10234,0,0,0,0,0,0,1,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10235,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
Zotu10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10237,0,0,0,0,0,0,0,0,2,0,0,0,19,16,5,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Zotu10238,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10239,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Zotu1024,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,40,19,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,437,0,21,0
Zotu10240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu10242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10246,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5
Zotu10247,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3
Zotu10248,0,0,0,0,0,0,3,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10249,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu1025,3,0,2,0,0,0,0,0,1,0,0,0,1,41,17,0,0,0,0,5,1,0,0,0,1,1,6,0,0,0,1,3,0,0,0,12
Zotu10250,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10251,0,0,0,0,0,1,77,31,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,22,7,0,1,0,3
Zotu10252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zotu10254,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
Zotu10255,0,0,0,0,0,0,3,2,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2
Zotu10256,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10257,0,0,0,0,0,0,1,13,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10258,2,0,4,1,0,0,0,7,1,0,0,0,16,20,16,0,0,0,18,49,15,2,2,0,12,2,5,0,0,0,5,12,0,0,0,15
Zotu10259,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1026,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
Zotu10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10262,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2
Zotu10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10265,0,0,0,0,0,0,1,2,0,0,5,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu10266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
Zotu10267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3
Zotu10268,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2
Zotu10269,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4
Zotu1027,1,1,1,0,0,1,187,396,566,1,1,0,6,34,0,0,0,0,173,8,8,0,2,0,8,1,4,0,0,0,10,100,0,1,0,112
Zotu10270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,1,7,0,0,0,15
Zotu10271,0,0,0,0,0,0,5,19,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1
Zotu10272,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,1,5,0,0,0,3
Zotu10273,0,3,0,0,4,0,3,21,29,0,0,0,0,5,0,2,7,0,13,0,0,0,1,0,0,0,0,0,12,0,0,2,0,1,0,1
Zotu10274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10275,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Zotu10276,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Zotu10277,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu10278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1028,4,2,2,0,0,0,0,0,0,0,0,3,1,1,0,10,5,6,0,0,1,1,0,0,2,3,2,0,3,6,1,0,1,302,107,0
Zotu10280,0,5,1,0,0,0,25,13,20,2,8,0,27,3,0,0,1,1,6,18,13,2,1,0,0,0,0,5,0,4,51,65,1,0,0,56
Zotu10281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10282,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,2,1,0
Zotu10283,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Zotu10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10286,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zotu10287,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Zotu10288,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10289,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Zotu1029,3,17,49,9,26,8,0,0,0,11,23,6,2,0,1,10,70,7,0,1,0,4,11,1,4,5,7,38,146,84,3,2,12,1,21,1
Zotu10290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,6
Zotu10298,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10299,2,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,5,0,0,0,1,0,0,0,0,1
Zotu103,0,0,0,13,97,16,0,0,0,4091,52,63,0,0,0,2,42,28,0,0,0,119,391,63,0,0,0,76,1,2,0,0,46,2,1,0
Zotu1030,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,0,86,67,0,0,0,57
Zotu10300,1,0,0,0,0,0,1,6,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Zotu10301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10302,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4
Zotu10303,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10304,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10305,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
