,DLSt01,DLSt02,DLSt03,DLSw202001,DLSw202002,DLSw202003,DPSt01,DPSt02,DPSt03,DPSw202001,DPSw202002,DPSw202003,HLt01,HLt02,HLt03,HLw202001,HLw202002,HLw202003,SLTt01,SLTt02,SLTt03,SLTw202001,SLTw202002,SLTw202003,SLt01,SLt02,SLt03,SLw202001,SLw202002,SLw202003,XSt01,XSt02,XSt03,XSw202001,XSw202002,XSw202003
Zotu4016,0,0,20,0,0,0,0,0,0,0,1,0,1,1,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Zotu4017,0,0,3,0,0,0,6,3,5,0,0,0,1,1,4,0,2,0,2,4,9,0,0,0,13,0,0,0,0,0,8,0,1,0,0,0
Zotu4018,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4019,3,1,1,0,0,0,1,0,0,0,0,0,3,26,8,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,4,1,1,0,0,0
Zotu402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4020,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0
Zotu4021,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2
Zotu4022,1,1,24,1,1,0,5,0,2,2,2,1,1,0,3,0,0,0,0,0,6,0,3,1,2,0,0,0,0,0,2,0,1,0,0,0
Zotu4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4025,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0
Zotu4026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Zotu403,0,0,0,133,0,1,0,0,0,120,132,104,0,0,0,53,4,6,0,0,0,720,728,1155,0,0,0,20,54,61,0,0,0,0,0,3
Zotu4030,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,6,1,1
Zotu4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
Zotu4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Zotu4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4036,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
Zotu4037,4,0,0,19,0,0,0,0,0,0,0,0,36,0,2,20,0,0,2,0,0,0,0,25,0,0,1,0,0,0,1,1,12,9,12,17
Zotu4038,0,0,0,11,2,3,0,0,0,1,2,2,0,0,0,3,3,6,0,0,0,2,0,1,0,0,0,7,6,3,0,0,0,1,3,2
Zotu4039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu404,0,0,0,26,22,21,0,0,0,11,12,13,0,0,0,1,8,19,0,0,0,14,15,7,0,7,0,6,8,5,0,13,0,6,4,0
Zotu4040,1,0,0,4,0,0,0,0,0,0,0,0,7,0,1,9,0,0,2,0,1,5,0,7,0,0,0,0,2,0,2,1,1,5,3,4
Zotu4041,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,8,3,8
Zotu4042,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,13,7,0,0,0,3,3,0,0,0,0,17,14,15,0,0,0,0,0,1
Zotu4043,0,0,0,0,2,5,6,16,1,0,0,0,0,0,0,0,0,0,4,1,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0
Zotu4044,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
Zotu4045,0,0,0,0,1,0,0,0,0,6,10,8,0,0,0,0,3,3,0,0,0,5,2,5,0,0,0,5,0,0,0,0,0,2,0,3
Zotu4046,0,0,0,0,0,8,4,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
Zotu4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu4048,0,0,0,0,0,1,0,0,0,9,13,9,0,0,0,0,2,6,0,0,0,8,8,5,0,0,0,0,1,0,0,0,0,2,2,3
Zotu405,0,0,0,0,133,201,0,0,0,0,0,56,0,0,0,21,1,0,0,0,0,17,17,0,0,0,0,76,16,32,0,0,0,0,0,59
Zotu4050,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,29,51,0,0,0,0,0,0
Zotu4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Zotu4052,29,1,2,0,0,0,4,0,1,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,3,3,8,0,0,0,4,0,1,0,0,0
Zotu4053,0,0,0,1,0,0,0,0,0,0,0,0,10,0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,4,1,0,1
Zotu4054,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4055,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4056,8,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1
Zotu4057,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,2,0,0,0
Zotu4058,263,4,44,0,0,0,0,0,0,0,0,0,43,0,2,0,0,0,13,0,0,0,0,0,3,0,5,0,0,0,0,6,5,0,0,0
Zotu4059,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu406,0,0,0,0,53,49,0,0,0,50,61,38,0,0,0,350,86,133,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,441,602,524
Zotu4060,11,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
Zotu4061,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0
Zotu4064,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4065,0,0,5,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,1,1,0,0,6,0,3,0,0,0
Zotu4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4068,0,1,2,2,1,2,0,0,0,12,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,4,32,0,0,1,0,0,1
Zotu4069,3,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Zotu407,0,2,21,0,0,3,1484,58,191,0,2,0,3,2,14,0,0,0,113,132,99,0,0,0,168,1,3,0,0,0,127,2,3,0,1,0
Zotu4070,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,1,0,0,0,0,18,11,12,0,0,0,6,7,2
Zotu4071,0,0,0,0,7,1,0,0,0,16,15,15,0,0,0,0,7,2,0,0,0,6,5,8,0,0,0,6,0,0,0,0,0,1,0,1
Zotu4072,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,0,6,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,1
Zotu4073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Zotu4074,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,16,6,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4076,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Zotu4079,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu408,0,2,2,0,0,0,11,48,17,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,1,5,10,0,0,0,3,22,19,0,0,0
Zotu4081,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
Zotu4083,4,10,2,0,3,0,0,0,3,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0,6,1,22,1,1,0,1,0,6,0,0,0
Zotu4084,0,2,1,0,1,2,3,3,2,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,24,0,5,0,0,0
Zotu4085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Zotu4086,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4087,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,0,4,0,0,0,0,0,0,0,0
Zotu409,0,0,0,3,1,0,0,0,0,1,2,5,0,0,0,3,2,1,0,0,0,5,2,1,0,0,0,2,5,6,0,0,0,1,0,0
Zotu4090,1,0,7,0,0,0,0,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0
Zotu4091,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,1,1,5,0,0,0,5,6,0,0,0,0,13,15,11,0,0,0,0,0,0
Zotu4092,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4093,0,0,0,1,2,8,0,0,0,2,6,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0
Zotu4094,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,4
Zotu4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu4096,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0
Zotu4097,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,1,2,7,0,0,0,0,0,1
Zotu4098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4099,0,0,0,0,0,0,0,0,0,8,4,6,0,0,0,2,0,0,0,0,0,34,12,11,0,0,0,0,2,0,0,0,0,0,0,0
Zotu41,0,0,0,14,3,0,0,0,0,16,16,20,0,0,0,24,19,17,0,0,0,118,180,19,0,0,0,124,76,56,0,0,0,29,1,5
Zotu410,0,0,0,53,29,11,0,0,0,36,16,0,0,0,0,121,660,351,0,0,0,5,0,0,0,0,0,78,74,55,0,0,0,56,30,6
Zotu4100,0,0,0,0,0,0,5,0,0,0,1,0,8,3,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,51,0,15,0,0,0
Zotu4101,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
Zotu4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4105,27,10,3,0,0,2,0,0,2,0,0,0,4,0,2,1,0,0,7,0,0,1,0,0,5,0,8,0,0,0,0,0,2,0,0,0
Zotu4106,0,0,2,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0
Zotu4107,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4108,4,121,7,0,0,0,5,1,46,0,0,0,0,3,0,0,0,0,3,6,5,0,0,0,13,1,6,0,0,0,0,0,5,0,0,0
Zotu4109,4,32,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0
Zotu411,0,0,0,124,28,21,0,0,0,219,264,150,0,0,0,60,162,222,0,0,0,142,126,78,0,0,0,336,370,242,0,0,0,22,28,37
Zotu4110,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,14,0,0,0,0,0,0,0,0,0
Zotu4111,0,2,1,1,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,12,0,0,1,4,1,13,0,0,1
Zotu4112,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4113,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,0
Zotu4115,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,6,18,10,0,0,0,2,0,0,0,0,0,5,5,2,0,0,0,4,0,0
Zotu4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
Zotu4117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0
Zotu4119,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,1,0,0,0,0,1,0,0,0,0,0
Zotu412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,29,0,0,0,0
Zotu4120,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,3,0,0,0,0,18,18,21,0,0,0,0,0,3
Zotu4121,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,5,10,0,0,0,3,1,0,0,0,0,17,11,11,0,0,0,1,1,4
Zotu4122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4123,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,20,14,8,0,0,0,5,0,0,0,0,0,2,3,2,0,0,0,5,1,5
Zotu4124,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu4125,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,1,3
Zotu4126,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu4127,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Zotu4128,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu4129,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu413,0,0,0,0,54,81,0,0,0,0,0,0,0,0,0,38,0,2,0,0,0,18,29,0,0,21,0,0,15,18,0,13,0,5,6,3
Zotu4130,0,0,0,1,0,1,0,0,0,15,30,14,0,0,0,0,3,4,0,0,0,10,8,8,0,0,0,8,1,0,0,0,0,3,2,1
Zotu4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Zotu4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,0,6,0,0,0,0,0,0,8,1,0,0,0,2,3,4
Zotu4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4135,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
Zotu4136,1,0,0,0,0,0,0,0,1,0,0,0,30,3,8,1,0,0,7,0,0,0,0,4,1,0,1,0,0,1,5,13,16,0,0,0
Zotu4137,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4138,6,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0
Zotu4139,0,25,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0
Zotu414,0,0,0,74,131,169,0,0,0,24,13,25,0,0,0,89,46,53,0,0,0,17,302,14,0,0,0,88,249,276,0,0,0,166,105,610
Zotu4140,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Zotu4142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Zotu4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
Zotu4145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Zotu4146,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
Zotu4147,6,1,1,1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0
Zotu415,35,344,38,0,1,4,12,5,9,0,4,12,41,12,66,26,0,1,5,20,1,16,8,4,29,6,30,25,15,2,46,7,34,5,9,38
Zotu4151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4152,0,0,0,7,10,14,0,0,0,1,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,1,7,0
Zotu4153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4154,1,2,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,14,21,0,0,0,3,0,2,0,0,0
Zotu4155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu4156,1,0,0,0,0,0,25,3,8,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0
Zotu4157,280,4,9,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,1,0,2,0,0,0,1,0,5,0,0,0,0,3,7,0,0,0
Zotu4158,0,0,0,1,0,0,0,0,0,9,5,13,0,0,0,4,4,17,0,0,0,8,11,1,0,0,0,26,19,10,0,0,0,0,0,0
Zotu4159,0,0,0,7,5,12,0,0,0,1,7,0,2,0,0,2,4,13,0,0,0,2,1,4,0,0,0,6,3,5,0,0,0,0,12,0
Zotu416,0,0,1,0,6,3,0,0,0,0,0,0,3,0,21,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,1,4
Zotu4160,0,0,0,5,3,3,0,0,0,3,4,0,0,0,0,2,7,7,0,0,0,4,5,4,0,0,0,8,7,9,0,0,0,1,0,0
Zotu4161,0,0,0,2,1,3,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0
Zotu4162,0,0,0,1,3,1,0,0,0,7,5,7,0,0,0,2,2,0,0,0,0,1,1,5,0,0,0,3,1,1,0,0,0,3,2,2
Zotu4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1
Zotu4165,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4166,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4167,0,0,0,0,0,0,0,4,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,6,0,0,0
Zotu4168,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4169,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2
Zotu417,0,0,2,1,4,6,0,1,0,1,0,0,1,0,3,2,0,4,0,0,4,4,4,0,0,1,0,0,0,0,0,0,1,2,1,1
Zotu4170,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4171,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2
Zotu4174,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Zotu4176,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
Zotu4178,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Zotu4179,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu418,7,15,224,0,0,0,155,43,119,0,0,0,2,2,128,0,0,0,43,97,926,0,0,0,162,2,26,0,0,0,119,32,14,0,0,0
Zotu4180,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4182,0,0,1,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,57,41,0,0,0
Zotu4183,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0
Zotu4184,6,3,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,5,0,0,0
Zotu4185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2,6,0,0,0,0,6,12,15,0,0,0,0,0,3
Zotu4186,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,0,4,2,0,0,0,0,15,18,16,0,0,0,1,0,5
Zotu4187,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu4188,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,4,4,9,0,0,0,5,5,1,0,0,0,12,13,19,0,0,0,0,0,1
Zotu4189,0,0,0,2,1,0,0,0,0,4,2,4,0,0,0,3,1,2,0,0,0,3,3,0,0,0,0,13,34,27,0,0,0,0,0,0
Zotu419,9,1645,16,0,0,1,0,2,1,0,0,0,6,2,1,0,0,0,5,8,0,0,0,0,9,3,11,0,0,0,0,0,93,0,0,1
Zotu4190,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,1,4,0,0,0,0,0,0,1
Zotu4191,0,0,0,0,3,2,0,0,0,1,2,2,0,0,0,17,1,4,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,18,16,19
