,DLSm01,DLSm02,DLSm03,DLSt01,DLSt02,DLSt03,DPSm01,DPSm02,DPSm03,DPSt01,DPSt02,DPSt03,HLm01,HLm02,HLm03,HLt01,HLt02,HLt03,SLTm01,SLTm02,SLTm03,SLTt01,SLTt02,SLTt03,SLm01,SLm02,SLm03,SLt01,SLt02,SLt03,XSm01,XSm02,XSm03,XSt01,XSt02,XSt03
Zotu12195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,1,0,1,1,0,0,0
Zotu12196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12197,4,8,90,0,2,15,7,3,232,1,2,1,3,2,4,0,4,9,2,4,14,1,0,5,34,13,15,6,0,0,4,1,11,1,0,1
Zotu12198,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12199,1,1,1,0,0,1,1,9,36,0,0,2,8,0,2,0,0,1,0,3,2,3,0,0,2,0,2,1,0,0,4,0,1,0,0,0
Zotu122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,20,0
Zotu1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu12200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12201,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12202,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0
Zotu12203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,1
Zotu12205,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu12206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Zotu12207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12209,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,0,0,0
Zotu1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu12213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12214,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0
Zotu12216,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,83,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,25,16
Zotu12219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu12221,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1
Zotu12225,1,0,3,0,1,2,1,0,6,0,9,1,0,0,0,2,0,0,1,2,0,0,5,1,0,0,1,2,2,1,0,0,0,4,0,1
Zotu12227,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,1,0,0,0,0,1,0,0,5
Zotu1223,10,0,4,26,1,5,1,1,1,0,0,2,18,0,2,212,4,20,0,0,2,2,0,0,0,0,5,0,1,4,0,2,4,9,84,44
Zotu12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu12233,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,0,2
Zotu12236,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu12238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1224,6,21,6,122,14,14,11,7,13,0,3,1,23,53,9,4,4,0,2,199,191,0,7,1,3,2,11,4,2,5,20,21,39,2,0,4
Zotu12240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0
Zotu12241,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Zotu12242,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
Zotu12252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Zotu12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu1226,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12267,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12271,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu12277,0,0,0,3,0,0,0,0,0,28,1,4,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,7,2,0,0,0,0,1,5,3
Zotu12278,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,14,0,0,0
Zotu12279,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0
Zotu1228,10,2,8,39,3,12,4,62,4,1,2,2,224,11,14,27,5,33,93,10,6,13,2,1,6,2,5,7,2,6,32,26,30,13,1,15
Zotu12280,4,2,14,5,22,10,6,0,15,19,3,9,10,2,8,14,23,7,6,9,2,2,1,10,23,3,8,17,1,14,9,1,17,111,3,25
Zotu12281,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
Zotu12282,0,0,0,0,0,0,0,0,0,43,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0
Zotu12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2
Zotu12284,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3
Zotu12285,0,0,0,2,3,4,0,0,0,7,2,11,0,0,0,0,1,0,0,0,0,4,5,1,1,1,1,0,0,3,0,0,0,1,0,4
Zotu12286,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12287,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,63,6,2,4,0,0
Zotu12288,0,6,0,8,50,11,0,0,0,5,5,1,0,8,0,26,250,15,0,0,0,0,11,0,3,1,0,185,206,30,3,5,2,42,4,39
Zotu12289,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0
Zotu12290,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Zotu12291,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,3,0,2,0,0,0
Zotu12292,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0
Zotu12293,2,1,1,0,1,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,2,3,0,0,0
Zotu12294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1
Zotu12295,0,7,0,0,11,0,0,0,0,6,3,2,0,1,0,0,4,0,0,0,0,4,39,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12296,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12297,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu12298,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu12299,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Zotu123,216,62,12,5632,205,224,1,1,2,0,41,0,276,65,174,244,1,9,0,359,7,165,6,8,6,77,9,167,68,137,75,1733,84,0,4,1
Zotu1230,0,0,0,3,1,0,0,0,0,68,1,408,0,0,0,0,0,0,0,0,0,54,26,3,0,0,3,2,0,22,0,0,4,0,0,39
Zotu12300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12301,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3,1,4,1,0,0
Zotu12302,0,0,1,2,0,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,3,0,2,5,0,0,1
Zotu12303,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu12304,0,0,0,0,0,0,0,1,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0
Zotu12305,0,0,3,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,2,3,2,3,2,0,2
Zotu12306,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0
Zotu12307,0,0,0,0,0,0,0,0,0,3,1,97,0,0,0,3,0,1,0,0,0,0,1,6,0,0,5,0,0,3,0,0,5,1,200,82
Zotu1231,0,22,0,0,21,0,0,0,0,2,5,7,1,9,0,5,9,0,0,0,0,8,434,3,0,0,0,0,0,0,0,0,0,0,0,1
Zotu12316,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Zotu1232,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu12328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12329,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu12337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12338,2,0,2,1,0,0,8,0,1,0,0,0,29,1,0,2,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,5,0,0,0
Zotu12339,0,0,0,0,0,1,0,0,0,0,1,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu1234,0,0,0,0,0,0,24,435,25,1,3,0,0,0,0,0,0,0,10,26,21,1,1,2,0,1,0,0,2,0,1,6,1,0,0,1
Zotu12340,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29,2,1,0,0,0
Zotu12341,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Zotu12342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12343,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,3,22,1,0,0
Zotu12344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Zotu12346,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,13,0,1,1,0,0
Zotu12347,0,1,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,4,0,0,1
Zotu12348,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Zotu12349,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1235,12,11,8,120,25,25,0,5,3,9,5,6,9,15,0,37,57,10,17,2,15,18,80,7,8,5,3,19,6,12,8,1,2,30,1,17
Zotu12350,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0
Zotu12351,0,1,4,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,2,3,6,0,0,3
Zotu12352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
Zotu12353,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,5,1,0,1
Zotu12354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Zotu12355,1,6,1,1,2,1,22,34,5,0,0,1,15,0,9,0,0,0,0,5,5,0,0,0,3,6,13,1,0,0,9,3,43,0,0,3
Zotu12356,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3
Zotu12357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1236,1,0,6,6,4,21,0,0,0,30,5,76,1,1,3,45,28,43,0,0,0,6,10,6,17,0,5,28,0,18,20,0,10,173,1,67
Zotu12360,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12363,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0
Zotu12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
Zotu12367,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,19,0,0
Zotu1237,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
Zotu12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu12376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1238,0,3,0,4,14,2,0,0,0,0,0,0,0,1,0,6,26,1,0,0,0,0,5,0,0,0,0,0,124,3,0,1,0,8,5,7
Zotu12381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1239,0,0,12,0,1,41,0,0,0,0,0,0,0,0,12,18,16,472,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,35,0,52
Zotu12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu124,0,0,1,2,1,1,1,0,0,185,1,0,8,12,5,297,178,244,1,2,0,3,0,0,178,0,0,357,1,0,220,13,10,5714,1,564
Zotu1240,0,0,0,0,0,0,17,15,14,0,0,0,0,0,0,0,0,0,205,18,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu12402,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12403,2,0,0,57,1,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Zotu12404,0,0,0,4,3,26,0,0,0,0,0,3,0,0,0,9,0,5,0,0,0,1,0,1,0,0,1,6,0,27,0,0,0,6,51,53
Zotu12405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
Zotu12406,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,7,0,1
Zotu12408,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,108,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,47,14
Zotu12409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Zotu12410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu12411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu12412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,13,0,4
Zotu12413,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,5,64,18,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
Zotu12414,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
Zotu12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu12416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1
Zotu12417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12418,0,1,0,0,0,0,0,0,2,1,4,0,3,0,2,0,1,0,1,0,0,1,0,0,0,8,1,0,1,1,3,1,27,0,0,1
Zotu12419,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,3,11,3,0,0,0,0,0,0,0,0,0,1,28,3,0,0,0,5,5,6
Zotu1242,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu12420,0,0,3,17,5,0,0,0,0,0,0,0,4,0,0,8,9,2,0,0,0,0,0,2,0,0,0,9,14,0,0,0,0,0,1,0
Zotu12421,0,2,0,3,4,0,0,0,0,2,2,0,0,1,0,5,9,0,0,0,0,4,0,0,5,2,0,58,18,3,0,0,1,4,0,2
Zotu12422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Zotu12423,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,1,13,28,19,0,0,0,2,0,1
Zotu12424,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,1,0,1,3,0,0,3,0,3,1,0
Zotu12425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,1
Zotu12426,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0,2,0,1
Zotu12427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu1243,0,0,0,7,23,7,5,0,0,1,0,11,0,0,0,0,0,0,0,4,2,1,0,0,4,0,18,17,7,154,0,0,15,0,0,45
Zotu12432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu12433,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu12434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12436,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12437,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Zotu12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
