,DLSm01,DLSm02,DLSm03,DLSt01,DLSt02,DLSt03,DPSm01,DPSm02,DPSm03,DPSt01,DPSt02,DPSt03,HLm01,HLm02,HLm03,HLt01,HLt02,HLt03,SLTm01,SLTm02,SLTm03,SLTt01,SLTt02,SLTt03,SLm01,SLm02,SLm03,SLt01,SLt02,SLt03,XSm01,XSm02,XSm03,XSt01,XSt02,XSt03
Zotu1,2,10,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,442,203,192,0,0,0,4,5,2,0,159,1,0,0,0,0,383,0
Zotu10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu100,260,187,1,254,3321,281,2,6,0,2,2,46,487,247,1,4124,191,285,0,36,8,160,146,1,4,2,55,276,71,104,5,8,79,346,294,1146
Zotu10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zotu10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1001,34,6,13,27,14,60,0,7,0,3,4,7,366,21,50,38,0,8,0,2,2,25,1,5,13,41,62,4,4,11,29,19,36,1,1,7
Zotu10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,12,0,9
Zotu10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,17,0,4,0,0,0
Zotu10016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Zotu10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1002,6,1,13,259,11,28,0,0,0,24,8,10,6,2,9,23,54,11,0,0,0,24,24,220,9,0,0,22,3,12,8,0,0,18,5,14
Zotu10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0
Zotu10025,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0
Zotu10026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Zotu10027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Zotu1003,0,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Zotu10033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Zotu10034,29,12,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0
Zotu10035,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
Zotu10036,20,1,2,2,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu10037,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu10038,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,1,0,0,0
Zotu10039,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,1,0,0,0,0,3
Zotu1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu10040,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10041,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,46,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,13,1
Zotu10042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Zotu10043,2,0,2,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu10044,7,21,5,1,2,2,2,0,3,1,0,0,4,2,0,1,1,0,1,12,12,1,0,0,8,2,9,0,1,2,8,9,2,0,0,1
Zotu10045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10046,8,3,1,5,0,0,19,0,0,1,0,0,52,0,0,0,0,0,0,0,1,1,0,0,31,2,2,1,0,0,6,4,3,1,0,0
Zotu10047,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Zotu10048,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10049,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,5
Zotu1005,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
Zotu10051,1,0,0,17,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Zotu10052,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,4,2,5,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0
Zotu10053,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,10,7,1,0,0,1,0,0,2,0,0,1,2,0,1,0,0
Zotu10054,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0
Zotu10055,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,1
Zotu10056,0,1,0,0,1,0,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0
Zotu10057,1,2,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,7,0,0,1
Zotu10058,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,6,8,0,0,0,0,1,1,0,0,2
Zotu10059,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,3,0,0,0,0,1,3,0,0,1
Zotu1006,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10060,7,8,7,0,0,0,2,9,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,11,66,68,0,2,3,1,8,3,0,0,4
Zotu10061,0,1,0,0,0,0,1,0,0,1,0,0,0,7,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
Zotu10062,0,0,4,0,0,2,0,0,0,0,0,0,8,2,87,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0
Zotu10063,0,0,4,0,0,2,0,0,0,0,0,0,4,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10064,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,0
Zotu10065,0,1,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Zotu10066,0,0,3,0,0,3,1,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
Zotu10067,0,0,2,1,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10068,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10069,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu1007,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Zotu10070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10075,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,0,0,1,0,0
Zotu10076,1,0,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
Zotu10079,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Zotu1008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10081,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Zotu10083,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0
Zotu10084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10085,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10086,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,2,1,0,1
Zotu10088,0,0,0,1,1,3,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0
Zotu10089,0,0,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,3,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
Zotu1009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Zotu10092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu10094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10098,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10099,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
Zotu101,97,122,135,29,76,18,147,88,2,127,236,27,316,640,448,35,9,3,0,83,17,7,21,4,1493,702,105,50,78,16,922,8091,790,36,84,11
Zotu1010,0,8,0,4,17,6,0,0,1,1,2,0,0,7,0,6,57,4,0,0,0,0,3,0,2,6,2,30,172,7,0,5,0,9,4,6
Zotu10101,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10105,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu1011,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,354,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10115,0,0,3,1,0,0,0,2,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,1,1,3,0,0,0,1,1,2,1,0,1
Zotu10116,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zotu10117,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,5,1,0,0,0,2,2,1,0,5,1,1,0,1,1,0,0,4,1,1,2
Zotu10118,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Zotu1012,4,0,1,6,0,0,1,0,3,1,1,2,5,0,0,93,3,6,0,0,0,7,6,0,1,5,3,0,0,0,0,0,9,8,36,21
Zotu10120,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10123,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2
Zotu10124,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Zotu10125,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0
Zotu10127,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1013,1,5,49,0,0,25,0,0,0,0,0,0,1,0,38,27,6,512,0,0,0,0,0,9,0,0,0,0,1,1,0,0,1,26,0,23
Zotu10131,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,1,0,0,1
Zotu10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10133,0,0,14,0,0,0,0,19,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,40,0,0,0,0,9,11,0,1,0
Zotu10135,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Zotu10136,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0
Zotu10137,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10138,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Zotu10139,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,1,0,5,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Zotu1014,2,4,37,15,2,5,0,356,0,7,4,24,122,4,4,18,1,21,0,1,2,4,0,0,11,4,3,8,1,6,171,43,62,14,0,14
Zotu10140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10142,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,28,75,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0
Zotu10143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
Zotu10144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,9,6
Zotu10147,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Zotu1015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10151,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0
Zotu10152,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10154,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0
Zotu10155,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu10159,1,0,0,3,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Zotu1016,0,0,0,2,0,0,1,1,0,17,81,18,0,0,0,0,0,0,2,0,5,12,11,11,1,7,0,2,4,0,1,6,1,0,1,1
Zotu10160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu10162,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu10164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
Zotu10166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8
Zotu1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu10172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10182,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10183,0,1,0,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,2,0,0,0,1,2,0,0,0,0
Zotu10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0
Zotu10186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10189,0,1,1,1,0,0,1,3,6,0,0,0,2,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu1019,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10194,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10195,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Zotu10196,3,0,1,20,4,9,0,1,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,3,2,0,7,4,4,1,0,0
Zotu10197,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,2
Zotu10198,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,0,0,1,0,0,2
Zotu102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10200,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0
Zotu10201,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,3,1,0,1,1
Zotu10202,0,2,1,11,6,1,0,0,0,1,0,3,5,4,2,4,1,1,0,0,0,0,1,0,1,0,2,1,0,2,1,1,2,1,2,3
Zotu10203,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,1,0,2,0,3,0,0,0,5
Zotu10204,2,0,0,5,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu10205,0,0,3,2,0,2,0,0,1,0,0,1,4,1,0,0,0,0,3,0,0,0,0,1,1,2,1,0,0,1,1,0,3,0,0,0
Zotu10206,0,2,2,3,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,2,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu10208,0,0,0,1,0,0,2,0,0,1,0,0,3,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0
Zotu10209,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0,0,2
Zotu1021,1,0,38,32,39,342,0,0,0,0,2,3,1,0,26,8,0,59,0,0,0,32,2,36,0,0,0,45,9,34,0,0,0,0,0,0
Zotu10210,0,0,0,7,87,4,0,0,0,1,3,1,0,1,0,1,1,0,0,0,0,3,50,0,0,0,0,3,0,5,0,0,0,0,24,8
Zotu10211,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,5
Zotu10212,0,1,4,1,9,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10213,0,0,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,5,0,0,0,2,0,2
Zotu10214,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
