,DLSse01,DLSse02,DLSse03,DLSw202001,DLSw202002,DLSw202003,DPSse01,DPSse02,DPSse03,DPSw202001,DPSw202002,DPSw202003,HLse01,HLse02,HLse03,HLw202001,HLw202002,HLw202003,SLTse01,SLTse02,SLTse03,SLTw202001,SLTw202002,SLTw202003,SLse01,SLse02,SLse03,SLw202001,SLw202002,SLw202003,XSse01,XSse02,XSse03,XSw202001,XSw202002,XSw202003
Zotu10170,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0
Zotu10171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10172,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,1,4,6,2,0,1,0
Zotu10173,0,3,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10174,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0
Zotu10175,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0
Zotu10176,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,0,2,0,0,0,0
Zotu10177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,1,0,0,0,1
Zotu10178,1,0,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10179,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1018,0,0,0,15,12,2,0,0,0,22,10,10,0,0,1,209,141,56,0,0,0,38,16,12,0,0,0,32,46,24,0,0,0,38,38,28
Zotu10180,0,15,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,0,1,0,0,0
Zotu10181,3,7,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2,16,28,0,0,6,1,2,2,3,4,4
Zotu10182,0,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,3,1,0,0,0
Zotu10183,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10185,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu10186,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Zotu10187,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
Zotu10188,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu1019,0,0,0,0,0,0,10,4,377,0,0,0,0,0,0,1,4,3,6,7,11,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0
Zotu10190,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0
Zotu10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,1,0,1,0,0,0
Zotu10192,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10193,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,9,3,0,2,0
Zotu10194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu102,3,4,1,0,0,0,1000,637,1740,1,2,0,11397,46,660,0,0,1,43,9,25,0,0,0,21,29,140,0,0,0,53,297,117,0,0,0
Zotu1020,0,0,0,0,0,39,1,0,0,2,28,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0
Zotu10202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10205,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Zotu10206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10218,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Zotu1022,1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,7,0,1,1,0,0,2,19,0,1,0,0,4,3,20,3,0,2,0,0,4
Zotu10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu10228,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1
Zotu10229,1,1,0,27,0,0,0,0,1,0,0,0,0,2,0,20,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,16,15,25
Zotu1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,38,0,0,0,0,0,0,43,0,0,0,21,31,24
Zotu10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10231,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10232,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,2,4,2,0,0,1,0,0,0
Zotu10233,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,3,1,3,0,0,0,0,0,0
Zotu10234,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10236,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1
Zotu10238,0,1,0,2,0,0,0,0,0,0,1,0,3,4,1,8,1,4,0,0,0,3,1,0,0,0,0,0,2,1,1,5,2,1,0,2
Zotu10239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10240,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0
Zotu10241,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10242,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu10243,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0
Zotu10245,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,1,0
Zotu10246,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Zotu10247,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10248,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10249,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu1025,5,10,7,0,1,0,27,39,137,0,2,0,21,20,37,7,1,1,11,14,14,0,4,0,20,66,32,0,0,9,8,125,38,10,6,9
Zotu10250,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10251,0,0,0,0,8,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,3,0,0,0,0,16,2,4,0,0,0,0,0,4
Zotu10252,0,0,0,0,1,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1
Zotu10253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10254,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
Zotu10255,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10256,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10257,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10258,7,21,4,9,19,10,7,0,2,8,6,0,21,27,30,32,25,12,25,6,8,6,4,4,3,3,4,0,11,5,48,8,8,9,14,3
Zotu10259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Zotu1026,0,6,1,0,0,0,0,0,0,0,0,0,2,3,9,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10260,0,0,0,0,1,0,0,0,0,4,3,5,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Zotu10261,0,0,0,0,1,0,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Zotu10262,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,3,3
Zotu10263,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu10264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,1,0,0,0,0,0,2,3,4,0,0,0,0,0,0
Zotu10265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10266,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10267,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu10268,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10269,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1027,0,0,0,0,66,124,0,0,0,0,1,2,0,0,0,29,0,1,0,0,0,23,38,0,0,0,0,2,9,43,0,0,0,0,0,0
Zotu10270,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu10271,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10272,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,1
Zotu10273,0,0,2,0,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu10274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Zotu10277,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10278,0,0,0,0,0,2,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0
Zotu10279,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0
Zotu1028,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10280,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,4,6,2,0,0,0,0,0,2
Zotu10281,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,1,0
Zotu10282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10283,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10284,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0
Zotu10285,0,0,0,0,1,1,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu10286,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,1,3,2,1,0,0,0,3,0,0,0,1,1,0,0,2
Zotu10287,0,4,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1029,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Zotu10291,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10292,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10293,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,0,0,2
Zotu10296,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2
Zotu10297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu10298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu10299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1030,0,0,0,0,0,86,0,0,0,0,36,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0
Zotu10300,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10301,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0
Zotu10302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1
Zotu10303,0,0,1,0,0,0,0,0,0,1,4,0,0,0,2,2,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,2,0,0,0
Zotu10304,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,1,0,0,2,2,0,0,1
Zotu10305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1
Zotu10308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10309,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,0,0,0,0,3,2,2,0,3,0,1,0,0
Zotu1031,8,0,4,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0
Zotu10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10311,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu10312,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu10314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10315,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
Zotu10316,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu10317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0
Zotu10318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Zotu1032,0,0,0,0,0,30,0,0,0,0,36,0,0,0,0,0,1,49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,26,0
Zotu10320,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0
Zotu10321,0,0,0,0,0,0,14,25,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
Zotu10322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10323,0,0,0,0,0,0,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Zotu10324,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10325,0,0,0,0,0,0,90,4,3,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu10326,0,0,1,0,0,0,29,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,0,1,3,0,0,0
Zotu10327,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10328,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu10329,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1033,1,0,0,9,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,10,11
Zotu10330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu10331,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10332,0,1,0,0,0,0,4,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0
Zotu10333,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18,2,0,0,0,0,2,0,0,0,0
Zotu10335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,18,3,0,0,0
Zotu10336,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Zotu10337,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
Zotu10339,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,3,2
Zotu1034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10340,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0
Zotu10341,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu10342,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,1,0,0,0,0,0,0,1,1
Zotu10343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,7,4,0,0,0
Zotu10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Zotu10347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu1035,0,15,0,0,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,4,0,0,5,0,0,25,0,0,0,0,2
Zotu10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0
Zotu10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu1036,0,0,0,0,0,0,5,11,18,0,0,0,34,22,30,0,0,0,4,3,51,0,0,0,0,9,22,0,0,0,20,237,174,0,1,0
Zotu10360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
