,DLSm01,DLSm02,DLSm03,DLSs01,DLSs02,DLSs03,DPSm01,DPSm02,DPSm03,DPSs202001,DPSs202002,DPSs202003,HLm01,HLm02,HLm03,HLs202001,HLs202002,HLs202003,SLTm01,SLTm02,SLTm03,SLTs202001,SLTs202002,SLTs202003,SLm01,SLm02,SLm03,SLs01,SLs02,SLs03,XSm01,XSm02,XSm03,XSs202001,XSs202002,XsSs202003
Zotu1294,18,4,0,14,0,8,1,0,0,0,0,0,18,2,0,28,5,1,1,0,0,2,27,38,2,0,0,7,5,10,0,0,0,24,29,23
Zotu12941,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,0,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu12942,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu12943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1295,7,2,24,0,0,0,91,6,18,3,1,3,36,13,20,22,0,1,5,8,8,1,20,65,4,10,13,3,0,0,9,9,90,7,9,17
Zotu12953,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu12956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu12957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu12959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1296,0,0,0,84,10,66,0,0,0,0,0,0,0,1,0,8,10,0,0,0,0,0,5,5,1,0,0,29,18,85,0,0,0,0,0,1
Zotu12960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12961,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu12962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu12963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Zotu12964,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu12969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu1297,0,0,0,0,0,0,2,0,1,20,4,3,0,0,0,0,10,0,0,0,0,0,21,3,0,0,0,1,0,6,0,0,0,21,18,7
Zotu12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu12972,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,4,1,0,0
Zotu12973,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,6,0,0,0,0,1,1
Zotu12974,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1
Zotu12975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu12976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu12977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu12979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu1298,13,6,7,0,1,8,0,0,1,0,0,0,47,28,27,0,0,0,0,2,0,0,0,0,29,6,35,3,1,3,56,23,244,0,0,0
Zotu12981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu12984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Zotu12985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0
Zotu12986,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
Zotu12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Zotu12988,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,5,2
Zotu12989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Zotu1299,2,0,2,11,0,17,2,0,0,0,0,0,1,0,3,48,14,13,0,0,0,13,8,10,0,0,0,112,8,45,0,0,0,11,9,10
Zotu12991,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu12992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu12993,0,0,0,1,3,1,0,0,0,1,1,1,5,0,0,0,0,0,10,0,0,0,0,0,2,13,12,1,1,1,0,6,0,1,1,0
Zotu12994,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,6,2,0,0,2,0,1,0,0,0
Zotu12996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
Zotu12997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,1,0,10,0,0,0,0,1,9,0,0,0
Zotu12998,1,2,3,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,3,8,15,0,0,0,2,6,2,0,0,0
Zotu12999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu13,506,49,521,30,189,37,23,1,88,1,1,23,505,16,196,275,264,3774,10,13,7,217,26,26,327,25,162,632,130,338,248,21,140,11,27,270
Zotu130,31,4,5,0,5,0,11350,11,14,0,1,0,26,0,0,0,3,6,11,25,24,1,0,0,3,3,10,7,2,0,2,1,3,1,1,0
Zotu1300,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5
Zotu13000,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,18,0,0,0
Zotu13001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,8,0,0,0,0,0,9,0,0,0
Zotu13002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11,0,0,0,1,0,0,1,0,7,0,0,0,0,0,7,0,0,0
Zotu13003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,1,4,0,0,0
Zotu13004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu13007,0,0,2,0,0,1,0,0,0,0,2,2,7,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,14,10,1,0,1,1,2,0
Zotu13008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Zotu1301,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Zotu13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Zotu13011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13014,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13015,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4
Zotu13016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu13018,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,1,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Zotu13019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1302,11,5,0,0,3,0,0,1,0,0,0,0,11,13,0,1,0,10,0,1,3,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0
Zotu13020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13022,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu13023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,2
Zotu13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,2
Zotu13025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu13029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
Zotu1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
Zotu13031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,2
Zotu13033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3
Zotu13034,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu13036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu13037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13038,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13039,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,11,2,0
Zotu1304,59,5,15,0,0,0,0,0,12,0,0,0,1,4,97,0,0,0,113,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Zotu13042,1,0,1,0,0,0,3,0,0,0,0,0,5,1,1,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu13043,0,3,7,7,7,80,1,4,7,4,5,3,3,1,4,26,2,12,1,3,6,8,9,0,2,0,1,6,12,9,5,3,17,6,4,7
Zotu13044,0,0,4,0,0,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
Zotu13045,2,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
Zotu13046,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Zotu13047,1,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0
Zotu13048,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,2,2,1
Zotu13049,0,0,0,0,0,1,0,1,0,0,0,0,34,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,8,1,1,0,0
Zotu1305,0,0,0,0,0,0,0,1,0,1,23,0,0,0,0,0,23,53,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,24,0
Zotu13050,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,1,0,4,0,0,0
Zotu13051,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,8,5,0,0,0
Zotu13052,6,1,2,0,0,0,1,1,0,0,0,0,5,2,15,0,0,0,0,13,1,0,0,0,1,12,3,0,0,0,8,134,9,0,0,0
Zotu13053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0
Zotu13054,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu13055,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu13057,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,36,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Zotu13058,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0
Zotu13059,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0
Zotu1306,0,0,0,0,0,2,0,4,1,0,0,20,0,0,0,18,145,50,0,0,2,0,33,15,0,0,0,0,0,0,0,0,0,5,14,33
Zotu13060,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,4,20,1,0,1
Zotu13061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3
Zotu13062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,5,5
Zotu13063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,7
Zotu13064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,6
Zotu13065,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,3,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,1,1,0
Zotu13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu13068,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2
Zotu13069,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
Zotu1307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,5,6,2
Zotu13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Zotu13072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,11,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13073,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,2,0,3
Zotu13074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu13078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13079,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1308,11,0,2,0,0,0,0,3,0,0,0,0,8,18,22,0,0,0,0,2,0,0,0,0,29,2,2,0,0,0,366,67,15,0,0,0
Zotu13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13082,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,4,101,6,0,0,0,0,38,18,0,0,0,0,0,0,0,0,0,2,4,20
Zotu13083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13084,0,0,0,18,0,3,0,0,0,0,0,1,0,0,1,0,28,2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
Zotu13085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,1,7
Zotu13087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
Zotu13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Zotu1309,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,52,24,8,0,0,0,4,39,90,0,0,0,0,0,0,0,0,0,34,33,19
Zotu13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13095,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu13096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13098,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu131,1,4,116,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,66,0,0,0,0,0
Zotu1310,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1,2,0,0,0,0,0,0
Zotu13101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13106,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
Zotu13107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1311,5,0,6,0,0,1,1,0,0,0,0,0,8,0,28,3,2,58,0,0,0,0,0,0,0,2,2,95,2,0,0,3,2,0,0,0
Zotu13110,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Zotu13115,14,1,20,0,0,0,1,0,11,5,1,0,10,0,5,0,0,0,0,0,1,1,0,0,5,1,6,3,0,0,9,0,5,3,0,0
Zotu13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0
Zotu13119,2,1,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0
Zotu1312,17,4,13,1,1,0,1,1,7,0,0,1,15,0,10,7,16,69,5,0,3,6,0,0,21,46,68,0,1,0,20,5,6,1,0,1
Zotu13120,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,1,1,1,0,0
Zotu13122,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13124,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Zotu13126,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Zotu13128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu1313,0,0,0,11,0,0,9,11,5,0,0,0,3,3,0,0,0,0,248,11,4,0,0,0,2,3,0,0,13,0,0,5,2,0,0,0
Zotu13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
