,DLSm01,DLSm02,DLSm03,DLSs01,DLSs02,DLSs03,DPSm01,DPSm02,DPSm03,DPSs202001,DPSs202002,DPSs202003,HLm01,HLm02,HLm03,HLs202001,HLs202002,HLs202003,SLTm01,SLTm02,SLTm03,SLTs202001,SLTs202002,SLTs202003,SLm01,SLm02,SLm03,SLs01,SLs02,SLs03,XSm01,XSm02,XSm03,XSs202001,XSs202002,XsSs202003
Zotu8594,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu8595,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8596,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8597,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,5
Zotu8598,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Zotu8599,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu86,7,79,4,0,1,0,52,1,1,2,1,0,6,60,2,4,0,0,3,1,0,0,11,3,52,4,1,0,0,0,3,0,13,19,12,3
Zotu860,0,0,0,0,0,3,0,13,9,7,0,1,0,0,0,2,5,8,0,0,4,0,1,3,0,0,0,0,7,4,0,0,0,4,1,1
Zotu8600,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,0,0,0,1,0
Zotu8601,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1
Zotu8602,0,0,0,6,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu8603,0,1,0,1,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,3,2,0,1,0,2,2,0,2,0,0,2,0,1,0
Zotu8604,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,0
Zotu8605,1,3,0,13,86,136,4,5,9,7,7,3,1,4,1,1,5,0,3,25,1,3,6,5,2,0,2,10,1,2,3,0,5,38,14,16
Zotu8606,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,2,1
Zotu8607,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1
Zotu8608,0,0,0,6,10,4,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
Zotu8609,0,0,0,5,3,3,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0
Zotu861,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu8610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8611,0,0,0,2,7,11,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,2,0,0,1,0,0,2,0,0,0,1,6,3
Zotu8612,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0
Zotu8613,0,1,0,0,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Zotu8614,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Zotu8615,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8616,0,0,0,0,2,2,4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,2,1,2,0,0,0,1,0,2
Zotu8617,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Zotu8618,0,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0
Zotu8619,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
Zotu862,0,0,0,4,2,4,1,0,0,0,0,2,1,0,0,0,0,0,0,2,4,0,1,1,1,0,53,5,0,4,0,0,81,0,4,3
Zotu8620,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
Zotu8621,1,0,1,1,3,2,0,0,1,1,0,2,2,0,0,1,2,0,1,3,1,1,0,3,0,0,0,0,0,3,0,0,0,3,0,0
Zotu8622,0,0,0,4,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Zotu8623,0,0,0,1,3,0,0,0,0,1,4,2,0,1,0,0,7,1,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,1,0,3
Zotu8624,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,6
Zotu8625,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
Zotu8626,0,2,2,9,23,37,0,1,4,7,7,6,0,0,1,30,30,15,6,2,1,9,17,13,1,0,8,28,12,37,5,0,2,49,28,21
Zotu8627,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu8628,0,0,0,1,0,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2
Zotu8629,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu8630,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0
Zotu8631,0,0,0,1,1,8,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,8,2,0,0,1,3,0,0,0,0,3,0,1,0
Zotu8632,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,5,1,3,0,0,0,0,1,2
Zotu8633,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,0,1,1,2
Zotu8634,0,0,2,1,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,7,1,0,0,1,2,1,0,0,0,4,3,3
Zotu8636,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0
Zotu8638,0,0,0,9,0,1,16,1,2,0,3,0,0,0,0,0,0,0,2,14,10,0,3,0,0,0,0,4,0,1,0,0,0,1,1,0
Zotu8639,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu864,37,30,39,19,20,6,10,92,13,0,0,1,46,35,19,21,0,2,7,68,54,7,3,1,45,105,114,14,8,3,255,23,122,2,0,4
Zotu8640,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8646,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu8647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu865,0,0,0,0,0,0,0,0,0,399,61,103,0,0,0,0,8,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,47,0,13
Zotu8650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Zotu8651,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0
Zotu8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,1
Zotu8656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8657,0,0,5,0,1,2,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5
Zotu8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
Zotu8659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu866,2,0,3,23,0,7,9,11,14,2,3,0,1,0,1,3,0,0,274,17,17,0,2,2,1,9,0,1,39,0,3,13,1,5,18,9
Zotu8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0
Zotu8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu8662,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Zotu8663,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,5
Zotu8667,4,0,0,0,2,3,2,2,0,0,0,0,1,0,1,20,20,55,2,5,4,17,1,0,0,1,0,0,3,5,1,0,2,0,0,0
Zotu8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8669,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu867,0,0,0,0,0,0,0,0,0,8,13,6,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18,16
Zotu8670,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,2,4,5
Zotu8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Zotu8675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu8676,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu8677,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Zotu8678,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8679,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu868,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,85,2,0,0,0,0,1,500,55,0,0,1,0,0,0,0,0,0,36,61,78
Zotu8680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,3,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,1,1,2
Zotu8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,0,0,2,1,8
Zotu8682,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu8683,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,2,1,0,2,3,0,0,0,0,2,0,5,5,1
Zotu8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8687,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Zotu8688,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,1,2
Zotu8689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Zotu869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,43,0,0,0
Zotu8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu8691,0,0,0,0,0,0,0,2,0,2,2,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,2,0,1,0,0,1,0,0
Zotu8692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0
Zotu8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu8694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,5,2,2
Zotu8695,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,8,4,0,0,0,2,9,5,1,1,0,0,0,1,0,0,0,1,5,1
Zotu8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,1
Zotu8697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,2
Zotu8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8699,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1
Zotu87,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,407,0,0,1,1,0,293,0,0,1,0,1
Zotu870,27,3,118,0,0,0,6,0,129,0,0,0,26,3,51,0,0,0,0,0,0,0,0,0,33,21,13,0,0,0,77,499,100,0,0,0
Zotu8700,0,0,1,0,0,1,4,4,5,0,0,0,3,1,0,0,0,0,0,2,9,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
Zotu8701,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0
Zotu8702,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu8704,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8705,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,6,0,2,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,9,5,9
Zotu8706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu8707,0,0,0,3,3,5,0,0,1,0,0,1,0,0,0,10,1,3,4,0,0,7,3,0,1,0,0,9,31,52,0,0,1,0,0,1
Zotu8708,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu8709,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10,3,1
Zotu871,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,5,0,0,0,0,0,0
Zotu8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu8711,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,8,2,0
Zotu8712,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0
Zotu8713,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Zotu8714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
Zotu8715,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,4,0,2,14,5,0,0,0,0,0,1,0,1,0
Zotu8716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zotu8717,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,11
Zotu8718,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
Zotu872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,81,0,0,0,69,0,0,0,0,0,27,0,0,0,0,0
Zotu8723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu8724,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu8726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu8729,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,22,0,0,0,12,0,0,0,0,0,9,2,0,0,0,0
Zotu873,0,12,0,0,14,0,0,0,15,3,6,1,0,4,0,12,1,1,1,0,0,1,10,1,0,7,0,0,21,0,0,3,0,10,17,9
Zotu8730,0,0,0,4,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,1,1,0
Zotu8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,9
Zotu8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu8734,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu8735,0,0,7,0,10,0,0,0,28,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,85
Zotu8736,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,14,0,0,0
Zotu8737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,7,4
Zotu8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0
Zotu874,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8740,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu8741,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,7,6,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,4,0,1
Zotu8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,7,6,4
Zotu8743,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,2
Zotu8744,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0
Zotu8745,4,0,0,0,0,0,0,0,0,0,0,0,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,0,3,1
Zotu8746,1,0,0,0,0,0,0,0,0,0,0,0,68,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,5,0,0,0
Zotu8747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu8748,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,2,1,0,0,0,8,0,1,0,1,0,0,0,2
Zotu8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,1,2
Zotu8753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
Zotu8754,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0
Zotu8755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu8756,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1
Zotu8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,5,3,9
Zotu876,0,0,0,0,0,0,1,1,1,16,3,0,0,0,0,0,2,0,0,1,0,2,24,8,0,0,0,0,0,0,0,0,0,33,2,0
Zotu8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu8761,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,6
Zotu8764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1
Zotu8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu8767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
