,DLSs01,DLSs02,DLSs03,DLSse01,DLSse02,DLSse03,DPSs202001,DPSs202002,DPSs202003,DPSse01,DPSse02,DPSse03,HLs202001,HLs202002,HLs202003,HLse01,HLse02,HLse03,SLTs202001,SLTs202002,SLTs202003,SLTse01,SLTse02,SLTse03,SLs01,SLs02,SLs03,SLse01,SLse02,SLse03,XSs202001,XSs202002,XSse01,XSse02,XSse03,XsSs202003
Zotu6662,0,0,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
Zotu6663,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
Zotu6664,0,0,1,0,1,0,0,0,0,0,0,0,4,2,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu6665,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,1,0,0,0
Zotu6666,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu6667,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,2,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6668,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu6669,0,0,0,2,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,26,33,0,0,10,2,4,0
Zotu667,0,0,4,0,0,0,1,54,2,0,0,0,2,71,102,20,13,16,6,28,2,4,2,0,0,0,0,0,0,0,1,37,6,4,3,0
Zotu6670,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0
Zotu6671,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,0,0,0,2,0,0
Zotu6672,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,19,17,0,0,1,6,5,0
Zotu6673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu6676,2,0,0,0,0,0,0,6,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu6677,0,0,0,0,0,0,0,2,1,2,0,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2
Zotu6678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6679,0,0,1,0,0,0,1,1,3,0,0,0,2,0,5,0,0,0,0,2,1,0,0,0,1,3,1,0,0,0,4,1,0,0,0,6
Zotu668,0,0,0,5,3,2,6,36,37,0,0,0,4,38,10,0,1,0,21,4,3,0,1,0,0,0,0,11,9,11,8,37,4,1,0,36
Zotu6682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu6683,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0
Zotu6685,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
Zotu6686,0,0,0,0,0,0,1,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu6687,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
Zotu6688,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,3
Zotu6689,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu669,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6690,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu6691,0,0,0,0,0,0,16,5,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu6692,1,0,0,0,0,0,2,13,13,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu6693,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu6694,0,0,0,0,0,0,2,6,27,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
Zotu6695,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6696,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6697,0,0,0,0,0,0,7,4,4,0,0,0,7,1,2,0,0,0,1,1,3,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1
Zotu6698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6699,1,1,0,0,0,0,2,7,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Zotu67,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Zotu670,0,0,0,17,28,21,0,2,0,1,6,10,0,4,0,8,6,12,0,0,0,8,0,2,1,3,7,111,305,254,0,0,9,13,27,0
Zotu6700,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,19,2,1,1,0,0,0,0,0,0,0,13,0,1,0
Zotu6701,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,2,0,0,1,1,1,5,0,1,0,0,1,0,0,0,2,14,0,0
Zotu6702,0,0,0,0,0,0,0,0,2,0,0,0,3,7,2,0,0,0,2,2,2,0,0,0,4,1,17,0,0,1,1,1,0,0,0,1
Zotu6703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0
Zotu6704,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,5,4,0
Zotu6705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0
Zotu6706,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6707,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,30,10,0,0,0,8
Zotu6708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
Zotu6709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Zotu671,2,5,0,1,0,0,0,0,0,0,0,0,7,4,18,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
Zotu6710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1
Zotu6711,1,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12,4,1
Zotu6712,0,0,0,0,0,0,0,0,8,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu6713,2,0,0,0,0,0,0,0,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu6714,0,0,0,0,0,0,0,0,4,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Zotu6715,0,0,1,0,0,0,2,0,1,0,0,0,3,3,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,10,5,0,0,0,3
Zotu6716,0,0,0,2,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,4,30,0,0
Zotu6718,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0
Zotu6719,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,45,8,0
Zotu672,0,0,0,0,0,0,4,0,0,0,0,0,23,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,938,10,0,0,0,16
Zotu6720,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,4,8,3,0,0,0,1,1,0
Zotu6721,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu6722,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Zotu6725,0,1,2,0,0,0,0,0,0,1,0,0,1,4,11,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0
Zotu6726,0,0,1,0,0,0,0,0,5,0,0,0,0,8,6,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zotu6728,68,0,7,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,1,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0
Zotu673,120,16,80,3,1,1,8,14,11,3,0,6,14,12,4,9,4,1,17,23,12,3,0,2,317,44,159,1,0,5,8,17,14,1,7,20
Zotu6730,0,0,0,0,0,0,0,0,1,0,0,0,25,27,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
Zotu6731,1,0,2,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,14,3,0,0,0,2
Zotu6732,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4
Zotu6733,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,22,0
Zotu6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,46,9,0
Zotu6735,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3
Zotu6737,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1
Zotu6738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0
Zotu6741,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Zotu6742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
Zotu6743,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,6,0
Zotu6744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Zotu6746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,3,0,0,0,0,2,0,0
Zotu6747,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1
Zotu6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu675,0,0,0,3,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,2340,0,0,0,0,13,0
Zotu6750,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Zotu6754,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0
Zotu6755,2,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Zotu6756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6757,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,2
Zotu6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu676,3,0,3,0,0,0,0,27,1,0,0,0,1,71,40,91,7,46,0,84,6,3,0,2,0,0,0,0,0,0,0,38,1,6,7,0
Zotu6760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu6762,0,8,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21
Zotu6763,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,1,0,0,0,0,1
Zotu6764,70,10,15,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,2,4,0,0,0,2,3,0,0,0,2
Zotu6765,4,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4,1,4,0,0,0,0,0,1,0,1,3
Zotu6766,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu6767,5,0,0,0,0,0,4,7,9,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Zotu6768,8,1,14,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,2,1,0,0,6,1,4,0,0,0,2,0,0,0,2,1
Zotu6769,4,0,1,0,0,0,6,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,7,0,0,1,1,1,0,0,0,10
Zotu677,2,0,1,0,0,0,1,2,1,0,0,0,98,0,0,0,0,0,12,63,400,0,0,0,0,0,0,0,0,0,71,87,0,0,0,81
Zotu6770,5,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,0,0,0,1,0
Zotu6771,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0
Zotu6772,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Zotu6773,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,13,0,0,0,0,0,0,0,0,1
Zotu6774,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,4,0,0,0,0,2,2
Zotu6775,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,4,1,10,0,0,0,1,1,0,0,0,0
Zotu6776,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28,1,2,0,0,0,0,0,0,0,0,0
Zotu6777,5,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,1,1,5,0,0,0,2,0,0,0,0,1
Zotu6778,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6779,0,1,1,0,0,0,0,0,1,0,0,0,3,11,4,0,0,0,2,2,1,0,0,0,1,0,5,0,0,1,1,1,0,1,1,4
Zotu678,12,7,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,1,0,0,0,0,0,0,0,0,0
Zotu6780,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6781,3,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zotu6782,2,3,2,0,0,0,1,0,2,1,0,0,3,1,4,0,1,0,1,0,0,0,0,1,6,1,2,0,0,1,0,0,2,0,0,1
Zotu6783,0,1,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6784,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,1
Zotu6785,0,1,0,0,0,0,2,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,1,0,0,0,1,0,2,0,0,0,1
Zotu6786,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,0,0,0,0,3,0,0,1
Zotu6787,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,2,3,0,0,0,0,2,0,0,0,7
Zotu6788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,10,0
Zotu6789,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,2
Zotu6790,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Zotu6791,1,1,4,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6792,1,0,6,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,2,3,0,0,0,2
Zotu6793,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Zotu6794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0
Zotu6795,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,3,3,0,0,0,2,0,2,0,2,1,0,2,1,0,0,0,28,9,2
Zotu6796,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,5,0,0,0,1,0,4,0,0,0,1,1,0,0,1,2
Zotu6797,0,0,0,10,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,111,15,22,0,0,4,0,0,0
Zotu6798,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,5,5,4,0,0,0,5,0,0
Zotu6799,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,5,0,0,0,4,3,0
Zotu68,45,0,50,1917,3541,2331,2,6,2,15,5,13,4,4,4,1420,1913,393,13,5,0,120,69,62,1,0,0,139,187,210,4,0,112,37,48,0
Zotu680,1,1,5,1,3,1,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,1,1,4,0,0,0,1,1,0,0,0,0,1,1,0
Zotu6800,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,6,4,0,0,0,4,6,0
Zotu6801,1,0,1,0,2,1,0,0,0,4,7,6,0,0,0,2,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,13,2,0
Zotu6804,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Zotu6805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu6806,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2
Zotu6808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6809,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,2
Zotu681,0,0,0,0,0,0,9,17,25,0,0,0,1,34,17,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,13,48,1,4,1,34
Zotu6810,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6811,4,16,12,1,0,0,14,4,13,0,0,0,31,19,5,0,0,0,11,30,33,0,0,0,6,7,19,0,0,1,43,26,0,0,0,36
Zotu6813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Zotu6817,0,0,0,0,0,0,1,3,2,0,0,0,1,0,4,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6818,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7
Zotu6819,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2
Zotu682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Zotu6820,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6821,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu6822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6823,0,0,0,0,0,0,1,0,0,0,0,0,0,16,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6825,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4
Zotu6826,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu6827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6828,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7,3,0
Zotu6829,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu683,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6830,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6831,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4
Zotu6832,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3
Zotu6833,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
Zotu6834,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
Zotu6835,0,0,0,0,0,0,47,14,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,13,3,0,0,0,2
Zotu6836,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6837,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0
Zotu6838,2,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu6839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
