,DLSse01,DLSse02,DLSse03,DLSt01,DLSt02,DLSt03,DPSse01,DPSse02,DPSse03,DPSt01,DPSt02,DPSt03,HLse01,HLse02,HLse03,HLt01,HLt02,HLt03,SLTse01,SLTse02,SLTse03,SLTt01,SLTt02,SLTt03,SLse01,SLse02,SLse03,SLt01,SLt02,SLt03,XSse01,XSse02,XSse03,XSt01,XSt02,XSt03
Zotu2045,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2046,0,0,0,5,25,3,0,2,0,17,5,7,0,0,0,8,22,18,0,0,0,3,10,7,0,0,0,8,2,3,0,8,0,10,0,13
Zotu2047,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2048,10,0,17,0,0,0,0,0,0,0,0,0,9,8,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu205,0,0,0,1,2,6,1,1,1,16,17,13,7,12,1,0,0,4,0,0,1,4,0,2,0,0,0,2,1,6,1,0,0,0,7,8
Zotu2050,0,0,0,16,6,31,0,0,0,0,0,2,2,0,0,22,2,18,1,0,0,4,2,12,0,0,1,3,1,8,0,0,2,8,0,7
Zotu2051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Zotu2053,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2054,2,0,0,16,4,3,0,0,1,8,1,1,0,0,0,13,4,4,0,0,0,7,0,1,0,0,2,21,1,3,1,1,0,15,3,12
Zotu2055,0,0,0,0,2,1,0,0,0,13,1,1,0,0,0,1,2,3,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,19,0,3
Zotu2056,0,0,0,2,0,0,0,0,0,7,0,179,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,2,1,10,0,0,0,0,0,15
Zotu2057,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0
Zotu2059,0,0,0,0,0,0,30,89,4,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
Zotu206,0,0,6,132,268,160,0,0,0,78,3,0,0,0,0,34,350,32,0,0,0,2,15,0,0,0,0,3307,320,198,0,0,0,195,2,65
Zotu2060,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,120,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,15
Zotu2061,0,0,0,0,0,6,0,0,0,14,3,7,0,0,0,15,1,5,0,0,0,6,2,59,0,0,0,5,0,0,0,0,0,67,2,15
Zotu2062,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu2063,0,2,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
Zotu2064,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2065,0,0,0,9,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,168,0,0,0,0,0,8
Zotu2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu2067,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2068,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2
Zotu2069,0,0,0,1,3,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu207,4,0,0,26,75,61,2,8,12,1460,127,79,1,0,0,13,4,139,1,0,0,92,120,110,3,0,1,59,5,33,1,0,0,56,4,19
Zotu2070,0,0,0,0,0,7,0,0,0,0,0,0,25,6,132,1,4,20,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,3,0,3
Zotu2071,3,0,0,5,8,2,0,0,0,0,0,12,0,0,0,13,2,3,0,0,0,0,5,0,0,0,0,6,0,7,0,0,0,4,25,66
Zotu2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2073,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu2074,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2075,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5
Zotu2076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2077,0,0,0,7,13,10,0,0,0,3,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,77,1,0,0,0,1,21
Zotu2078,0,0,0,0,0,0,13,6,19,0,0,0,3,3,2,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0
Zotu2079,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,3,55,1,0,0,0,2,2,0
Zotu208,724,1356,741,0,0,0,170,37,87,0,0,0,286,406,171,0,0,0,1277,502,66,0,0,0,54,54,70,0,30,0,2368,35,46,0,31,0
Zotu2080,0,0,0,21,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2081,0,0,2,0,0,0,11,10,39,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,6,100,23,0,0,0,0,16,3,0,0,0
Zotu2082,0,0,0,0,0,0,3,4,129,0,1,0,0,0,0,0,0,0,4,4,5,0,0,1,0,0,3,0,0,0,1,0,6,0,0,0
Zotu2083,1,0,0,3,8,4,2,14,0,0,1,2,1,3,0,0,2,6,1,1,1,1,0,2,0,0,0,4,0,21,8,12,6,2,1,9
Zotu2084,0,0,0,0,0,0,1,2,1,0,0,0,5,2,2,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,4,10,8,0,0,0
Zotu2085,0,0,0,8,2,16,0,0,0,3,0,10,0,0,0,13,2,5,0,0,0,71,6,5,0,0,0,3,2,3,0,0,0,7,24,9
Zotu2086,3,0,0,13,5,11,0,1,1,29,13,24,0,0,0,3,0,8,0,0,0,5,8,6,0,0,0,5,4,8,0,1,0,2,1,14
Zotu2087,0,2,0,7,137,10,0,0,1,2,0,3,0,0,2,2,2,12,0,0,0,0,2,0,0,0,2,10,0,6,2,0,0,28,3,6
Zotu2088,0,0,0,2,8,4,0,0,0,1,0,0,0,0,0,4,18,6,0,0,0,0,2,0,0,0,0,12,58,6,0,0,0,4,5,6
Zotu2089,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,9,2,51,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,10
Zotu209,0,0,3,23,2,49,1,1,9,9,93,19,0,0,0,31,8,28,0,0,1,22,6,30,1,1,17,1,23,23,2,3,16,6,3,27
Zotu2090,0,1,0,0,0,0,7,8,13,0,0,0,16,2,3,0,0,0,10,3,43,0,0,0,2,21,5,0,0,0,0,5,1,0,2,0
Zotu2091,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2092,67,4,14,0,0,0,0,2,0,0,0,0,21,4,452,0,0,0,12,0,6,0,0,0,4,10,5,0,0,0,3,1,3,0,16,0
Zotu2093,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4
Zotu2094,0,0,0,4,9,5,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,3
Zotu2095,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,2,20,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,4,0,8
Zotu2096,0,2,0,2,0,0,2,1,2,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0,0
Zotu2097,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu2098,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu21,0,0,0,4,0,0,3,2,9,0,0,0,2,0,7,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,1,3,17,0,0,0
Zotu210,15,0,0,137,72,532,0,0,1,51,16,163,2,0,1,458,57,135,0,0,3,98,88,64,0,0,1,87,32,62,2,0,0,126,56,233
Zotu2100,0,0,0,0,0,0,4,6,4,2,7,1,4,1,1,0,0,0,17,3,268,0,1,0,0,1,0,0,0,0,2,40,8,0,0,0
Zotu2101,0,0,0,1,0,0,0,0,0,6,5,118,0,0,0,0,1,0,0,0,0,10,6,5,0,0,0,2,0,15,0,0,0,0,0,10
Zotu2102,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2103,2,2,0,22,4,2,0,0,0,3,4,10,0,1,0,25,1,0,0,0,1,7,1,5,0,0,0,0,2,0,1,1,0,0,4,15
Zotu2104,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Zotu2105,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,2,0,0,0,0,23,61,4,0,0,0,7,0,3
Zotu2106,3,0,0,5,33,1,0,0,0,13,22,27,1,0,0,9,5,8,1,0,0,28,351,13,0,2,0,3,2,1,1,0,0,1,68,22
Zotu2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
Zotu211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2110,0,0,0,15,1,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,3,0,0,0,0
Zotu2111,0,3,0,0,2,0,0,0,0,11,22,7,0,3,0,0,1,0,0,1,4,9,6,3,1,0,0,1,6,0,2,0,0,1,3,0
Zotu2112,0,0,0,21,20,170,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,2,15,0,0,0,16,1,15,0,0,0,3,0,2
Zotu2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2114,9,16,8,0,0,0,6,2,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44,28,63,0,0,0,7,11,9,0,1,0
Zotu2115,0,0,0,0,0,0,26,6,52,0,0,0,2,0,61,0,0,0,3,0,1,0,0,0,1,0,14,0,0,0,0,0,3,0,0,0
Zotu2116,0,1,0,0,0,0,0,1,1,0,0,0,2,26,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0
Zotu2117,0,0,0,0,0,0,4,5,205,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0
Zotu2118,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,0,1,0,2,3,0,6,0,0,2,0,0,16
Zotu2119,0,4,1,0,0,0,0,0,0,1,0,0,0,5,7,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu212,2,0,0,0,0,3,2,0,0,6,119,10,17,0,3,1,2,36,12,0,0,3,5,13,0,0,0,0,3,0,2,0,0,1,0,7
Zotu2120,2,0,0,0,0,0,4,94,0,0,0,0,7,6,11,17,0,0,2,3,5,0,1,0,1,3,2,0,0,0,0,15,1,1,13,4
Zotu2121,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2122,0,0,0,6,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,102,16,3,0,0,0,5,0,4
Zotu2123,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu2124,0,0,0,0,0,0,20,21,31,0,0,0,6,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Zotu2125,1,0,0,7,0,2,0,0,0,1,1,1,0,0,0,1,3,2,3,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,2,3
Zotu2126,1,0,1,9,7,9,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,14,3,115,0,0,0,1,3,22
Zotu2127,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,2,1
Zotu2128,0,0,0,5,119,12,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,11,5,5,0,0,0,2,0,0
Zotu2129,0,0,2,0,0,0,11,6,12,0,0,0,0,1,11,0,0,0,15,12,217,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0
Zotu213,0,1,0,5,33,35,3,0,1,91,3,59,0,2,0,165,164,142,0,0,0,15,54,12,0,0,0,205,3,53,4,0,0,3938,8,346
Zotu2130,0,0,0,0,0,0,10,56,16,0,0,0,3,3,10,0,0,0,5,4,15,0,0,0,0,1,5,0,0,0,2,99,10,0,0,0
Zotu2131,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2133,0,0,0,0,0,0,11,16,21,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,1,2,1,0,0,0,1,6,4,0,0,0
Zotu2134,2,0,0,0,0,2,0,0,1,2,0,3,1,0,0,6,1,26,0,0,0,1,0,0,1,0,2,4,0,2,0,0,0,12,0,7
Zotu2135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Zotu2136,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2139,0,0,0,0,0,0,4,0,115,0,0,0,1,0,0,0,0,0,2,1,5,0,0,0,1,2,2,0,0,0,0,29,4,0,0,0
Zotu214,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,1,1,0,0,0
Zotu2140,0,0,0,18,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2141,0,0,0,14,1,0,0,0,0,3,2,11,0,0,0,4,0,0,0,0,0,201,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2142,0,0,0,7,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,3,0,0,4,0,0,0,0,0
Zotu2143,0,0,0,4,1,1,0,0,0,2,0,6,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,2
Zotu2144,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0
Zotu2145,0,0,0,0,9,3,0,0,0,4,2,16,0,0,0,0,4,0,0,0,0,9,16,7,0,0,0,4,0,2,0,0,0,2,0,3
Zotu2146,0,0,0,4,2,187,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,2,0,8,0,0,0,0,0,0
Zotu2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2148,0,0,0,80,16,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,4,0,0,0,0,9,3,2,0,0,0,0,0,6
Zotu2149,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,0
Zotu215,135,272,138,0,0,0,1664,417,1256,0,0,0,152,200,169,0,0,0,312,81,60,0,0,0,22,11,39,0,12,0,285,9,34,0,10,0
Zotu2150,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,6,0,0,0
Zotu2151,0,0,0,0,0,7,0,0,0,2,1,0,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
Zotu2152,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu2153,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,7,16
Zotu2154,3,6,1,0,0,0,0,0,1,0,0,0,2,1,17,0,0,0,1,0,2,0,0,0,38,84,41,0,0,0,2,5,1,0,0,0
Zotu2155,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0
Zotu2157,1,1,0,0,1,1,1,0,2,2,3,4,4,0,1,0,0,2,1,0,0,3,5,2,0,0,4,0,5,0,3,0,6,0,7,0
Zotu2158,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu216,0,0,16,21,60,22,0,0,0,10,12,0,0,0,0,45,263,18,0,0,0,0,35,0,0,0,0,90,1559,26,0,0,0,35,16,43
Zotu2160,0,0,0,4,0,15,0,0,0,3,19,1,0,1,1,12,4,76,0,0,0,1,1,7,0,0,0,1,3,8,0,0,0,8,0,20
Zotu2161,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,8
Zotu2162,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,13,0,0
Zotu2163,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,107,52
Zotu2166,0,0,0,0,3,0,0,0,0,8,7,129,0,0,0,0,4,3,0,0,2,6,10,3,0,0,0,0,1,7,0,0,0,1,8,26
Zotu2167,0,0,0,1,0,1,0,0,0,4,1,2,0,0,0,5,1,2,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,2,0,3
Zotu2168,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,8,0,0,0,0
Zotu2169,0,0,0,25,22,16,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,26,4,73,0,0,0,1,0,29
Zotu217,0,0,3,0,0,0,15,34,48,0,0,0,114,75,116,0,0,0,19,7,504,0,0,0,0,8,77,0,0,0,79,1625,1840,0,0,0
Zotu2170,0,0,1,1,0,2,0,0,2,2,2,0,1,3,0,5,0,2,0,1,0,2,2,0,0,0,1,4,1,0,0,1,1,5,0,3
Zotu2171,0,0,0,0,0,1,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,8
Zotu2172,0,5,1,0,2,1,1,0,0,0,1,5,1,2,7,0,0,0,0,0,3,0,0,1,0,0,0,1,3,21,2,0,0,0,4,4
Zotu2173,0,0,0,45,8,20,0,0,0,0,2,11,0,1,0,7,0,1,0,1,0,1,1,0,0,0,0,15,6,112,0,0,0,3,0,18
Zotu2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Zotu2176,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,134,0,22,0,0,0
Zotu2177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2178,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2179,5,4,4,0,0,0,1,1,1,0,0,0,3,2,0,0,0,0,19,3,2,0,0,0,30,36,41,0,0,0,11,5,10,0,0,0
Zotu218,45,75,52,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3308,742,797,0,0,0,10,3,10,0,0,0
Zotu2180,0,2,0,0,0,0,0,1,1,0,0,0,0,7,7,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,4,51,98,0,1,0
Zotu2181,5,8,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,29,0,0,0,0,17,0,0,0,0
Zotu2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Zotu2183,0,1,0,0,1,0,3,1,1,5,1,1,7,25,5,0,0,0,2,0,53,8,41,6,0,0,0,0,0,0,2,27,0,0,0,0
Zotu2184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Zotu2185,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,25,9,117,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,17
Zotu2186,0,0,0,3,9,182,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,11,2,13,0,0,0,0,0,0
Zotu2187,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,1,1,0,0,0,0
Zotu2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2189,1,0,0,0,0,0,29,0,149,33,4,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,1,3,0,0
Zotu219,0,0,0,33,99,54,0,0,0,30,1,0,0,0,0,4,210,2,0,0,0,0,12,0,0,0,0,3651,125,95,0,0,0,93,1,11
Zotu2190,1,0,4,20,1,0,0,0,0,5,1,1,5,0,0,3,0,0,0,0,0,1,0,1,1,1,0,6,0,7,0,0,2,18,0,4
Zotu2191,0,0,0,0,0,0,0,0,0,15,4,101,0,0,0,0,3,0,0,0,0,12,8,4,0,0,0,1,0,10,0,0,0,8,0,11
Zotu2192,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,4,4,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,6,46,34
Zotu2193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2194,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0
Zotu2196,0,0,0,1,0,0,0,0,0,2,4,174,0,0,0,0,0,0,0,0,0,11,1,4,0,0,0,0,0,6,0,0,0,0,0,7
Zotu2197,0,0,1,23,11,8,0,0,0,0,1,2,0,1,2,7,5,3,0,0,0,0,0,1,1,0,2,1,1,4,1,0,0,2,0,3
Zotu2198,0,0,0,0,8,0,0,0,0,12,6,58,0,0,0,0,5,0,0,0,0,7,104,4,0,0,0,0,0,7,0,0,0,1,0,8
Zotu2199,1,0,0,6,1,1,0,1,0,5,0,4,0,0,2,63,7,24,0,0,0,8,1,2,1,0,0,1,1,0,2,1,0,35,2,37
Zotu22,0,2,26,154,1311,173,0,0,0,6,122,0,0,0,0,518,6570,366,0,1,0,0,538,0,0,0,0,233,13172,229,0,0,0,734,53,1030
Zotu220,261,509,261,0,0,0,1409,374,964,0,0,0,107,142,46,0,0,0,1725,579,90,0,0,0,44,38,61,0,17,0,2619,30,45,0,21,0
Zotu2201,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2202,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,10,0,0,0,0
Zotu2203,0,0,8,9,12,8,0,0,0,0,1,1,0,0,0,8,12,2,0,0,0,1,2,0,0,0,0,30,12,18,0,0,0,13,1,11
Zotu2204,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zotu2205,0,0,0,0,0,0,2,0,0,0,0,0,6,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Zotu2206,1,0,0,3,0,1,0,0,1,0,0,2,0,0,0,23,3,9,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,55,27
Zotu2207,0,1,0,0,0,1,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,2,0,1,3,0,0,0,8,0,9,0,0,0,6,0
Zotu2208,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,1,0,0,0,0
Zotu2209,0,7,1,0,0,0,0,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,5,50,26,0,0,0,0,40,12,0,0,0
Zotu221,68,166,75,0,0,0,13,15,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,964,1544,1158,0,1,0,27,67,62,0,0,0
