,DLSm01,DLSm02,DLSm03,DLSw202001,DLSw202002,DLSw202003,DPSm01,DPSm02,DPSm03,DPSw202001,DPSw202002,DPSw202003,HLm01,HLm02,HLm03,HLw202001,HLw202002,HLw202003,SLTm01,SLTm02,SLTm03,SLTw202001,SLTw202002,SLTw202003,SLm01,SLm02,SLm03,SLw202001,SLw202002,SLw202003,XSm01,XSm02,XSm03,XSw202001,XSw202002,XSw202003
Zotu3023,10,9,4,0,0,0,2,3,3,0,0,0,10,2,1,0,0,0,2,33,44,0,0,0,3,11,8,0,0,0,3,1,2,0,0,0
Zotu3024,3,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,4,3,0,0,0,23,1,0,0,0,0
Zotu3025,5,4,12,0,0,0,8,0,3,0,0,0,22,8,9,0,0,1,0,4,4,0,0,0,15,2,2,0,0,0,20,6,86,1,0,0
Zotu3026,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,10,9,0,0,0,0,0,1,0,0,0
Zotu3027,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3028,1,0,0,2,0,2,0,2,1,0,4,2,0,0,0,1,0,1,3,1,1,1,0,2,3,0,0,3,0,0,0,0,1,0,2,4
Zotu3029,0,0,0,1,1,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1
Zotu303,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,7,4,12,11,0,0,5,1,0,0,0,0,4,41,8,0,0,0,0,0,0
Zotu3030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,11,0,0,1
Zotu3031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0
Zotu3032,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,2,8,3,2,0,0,2,6,0,0,0,0,15,9,25,0,0,0,3,0,1
Zotu3033,0,0,0,3,1,1,1,0,1,10,3,5,0,0,0,3,6,4,0,0,1,4,6,2,0,0,0,9,6,19,0,0,0,3,1,0
Zotu3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0
Zotu3036,0,0,0,9,8,14,0,0,2,4,9,5,0,0,0,0,6,11,0,0,0,10,8,3,0,0,1,9,4,3,0,0,0,2,4,1
Zotu3037,0,0,0,9,0,1,0,0,0,5,4,7,0,0,0,7,9,4,0,0,0,15,9,7,0,0,0,5,13,19,0,0,0,0,0,0
Zotu3038,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu3039,0,0,0,0,0,0,13,137,10,0,0,0,1,2,4,0,0,0,0,7,8,0,0,0,1,0,0,0,0,0,2,17,6,0,0,0
Zotu304,0,0,0,0,6,1,0,177,61,3,0,9,0,0,0,13,5,4,1,0,10,4,0,0,0,0,0,3,0,0,0,0,0,14,7,18
Zotu3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu3042,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2,0,0,0,0,105,0,0,0,0,0,1,3,0,0,0,0,0,0
Zotu3043,11,7,26,0,4,2,33,7,15,0,1,0,23,10,33,0,0,0,12,29,33,0,0,0,10,26,26,1,0,0,13,11,43,0,0,1
Zotu3044,3,0,5,0,4,7,1,0,0,0,0,3,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,0,0,0
Zotu3045,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,4,1,0,1,0,0
Zotu3046,0,3,8,0,1,2,0,3,0,0,0,0,1,0,1,5,1,0,1,0,2,6,3,0,0,0,1,2,1,0,2,0,10,1,1,0
Zotu3047,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3048,1,0,1,0,0,0,2,10,4,0,0,0,2,0,0,0,0,0,23,9,4,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0
Zotu3049,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu305,0,0,0,76,0,3,0,1,1,4,5,11,0,0,0,3,73,107,0,0,0,33,80,8,0,0,0,70,60,924,0,0,0,0,2,1
Zotu3051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3052,0,0,0,2,0,1,1,1,0,9,4,3,0,0,0,0,0,1,0,0,0,12,42,12,0,0,0,2,3,14,0,0,0,0,0,0
Zotu3053,0,0,0,13,1,0,0,1,1,1,0,5,0,0,0,7,10,9,0,0,0,1,5,0,0,0,0,21,8,18,0,0,0,0,0,5
Zotu3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3055,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,4,14,0,0,3,3,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0
Zotu3056,0,0,0,1,29,3,0,1,0,13,0,0,0,0,0,2,8,0,0,0,0,0,1,1,0,0,5,1,0,1,0,0,0,7,0,8
Zotu3057,0,0,0,0,7,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,3,1,2,0,0,2,0,0,2
Zotu3058,0,0,0,0,13,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu3059,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,21,62
Zotu306,0,0,0,3,2,0,0,0,30,0,0,0,0,0,0,254,2,0,74,0,0,0,194,1,0,0,0,0,0,145,1,0,0,118,229,235
Zotu3060,0,0,0,0,5,2,0,0,0,1,3,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,2,1
Zotu3061,0,0,0,0,9,1,0,0,0,9,0,0,2,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu3062,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0
Zotu3063,95,11,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,6,0,0,0,13,8,16,0,0,0,1,0,1,0,0,0
Zotu3064,6,9,8,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,59,53,0,0,0,0,4,1,0,0,0
Zotu3065,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3066,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0
Zotu3067,1,0,2,0,1,2,0,0,8,1,1,2,3,0,1,3,0,0,1,0,0,1,5,0,0,0,7,5,3,0,2,1,18,0,0,4
Zotu3068,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Zotu307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,154,0,0,0
Zotu3070,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3071,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,4,9,0,0,0,2,1,0,0,0,0,24,40,43,0,0,0,0,0,1
Zotu3072,0,0,0,6,0,0,0,0,0,7,7,8,0,0,0,9,0,0,0,0,0,56,18,36,0,0,0,0,5,1,0,0,0,0,0,1
Zotu3073,0,0,0,0,2,0,0,0,0,8,5,3,0,0,0,14,8,2,0,0,0,0,5,6,0,0,0,5,0,1,0,0,0,29,26,37
Zotu3074,0,0,0,0,2,0,0,0,0,3,2,2,0,0,0,10,5,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,50,54,26
Zotu3075,6,2,8,0,0,0,0,3,0,1,0,0,16,3,4,0,0,0,0,0,0,0,1,0,9,0,3,0,0,0,66,10,16,0,0,0
Zotu3076,5,0,1,0,0,0,0,133,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,13,16,0,0,0,4,9,3,0,0,0
Zotu3077,1,2,0,0,0,0,1,0,0,0,0,0,6,8,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,13,1,0,0,0
Zotu3078,0,2,0,1,1,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,8,11,5,0,0,0,8,0,0,2,1,0
Zotu3079,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,27,15,0,0,0
Zotu308,2,1,1,380,114,89,1,0,2,51,19,3,0,0,0,1575,313,260,1,0,0,203,17,49,0,0,0,139,341,192,0,0,0,347,290,219
Zotu3080,3,0,4,0,0,0,7,9,15,0,0,0,1,2,0,1,0,0,100,5,12,0,0,0,3,6,6,0,0,0,3,6,0,0,0,0
Zotu3081,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
Zotu3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3084,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0
Zotu3085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3086,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,35,7,46
Zotu3087,0,0,0,0,3,2,0,1,0,14,17,21,0,0,0,0,0,6,0,0,0,10,16,9,0,0,0,4,0,0,0,0,0,2,3,2
Zotu3088,0,0,0,2,1,0,1,0,0,3,2,2,0,0,0,11,1,5,0,0,0,8,6,1,0,0,0,5,6,5,0,0,0,7,10,25
Zotu3089,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,15,50
Zotu309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,28,0,0,0,0,0
Zotu3092,2,0,0,0,0,0,0,0,0,0,0,0,59,0,3,0,0,0,9,42,1,0,0,0,0,6,5,0,1,0,3,1,2,0,0,0
Zotu3093,3,5,8,0,2,4,27,1,5,0,0,1,6,3,12,0,0,6,6,7,5,0,0,0,4,5,16,0,0,0,7,1,11,0,1,1
Zotu3094,2,1,5,0,1,6,7,9,10,0,2,0,0,1,0,0,0,0,9,11,5,0,0,0,3,0,2,0,0,0,7,0,1,0,2,0
Zotu3095,0,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,9,6,0,0,0,6,2,0,0,0,0
Zotu3096,0,3,0,0,0,2,1,0,1,0,0,6,1,12,0,2,1,0,0,3,3,2,0,2,2,0,0,10,1,0,6,3,8,0,0,5
Zotu3097,1,1,5,0,0,0,0,2,1,0,1,0,0,0,2,0,0,2,2,0,0,0,1,0,7,0,0,0,0,1,3,1,1,0,0,0
Zotu3098,0,1,12,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu3099,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu31,11,129,10,0,4,2,12,0,1,0,3,8,453,110,44,0,0,5,0,12,0,0,0,0,6,7,5,8,0,1,16,6,20,0,0,4
Zotu310,0,0,126,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3101,0,1,0,0,0,0,1,2,0,0,0,0,2,1,0,1,0,0,11,4,4,0,2,0,5,0,5,0,0,0,0,0,1,0,0,0
Zotu3102,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3103,0,0,0,0,0,0,9,7,6,0,0,0,1,0,1,0,0,0,3,75,58,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0
Zotu3104,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0
Zotu3105,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,49,26,49,0,0,0,0,0,4
Zotu3106,0,0,0,5,0,3,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,6,0
Zotu3107,1,0,0,0,3,2,0,0,0,15,17,24,0,0,0,0,5,4,0,0,1,14,10,10,0,0,0,7,0,1,0,0,0,3,1,6
Zotu3108,0,0,0,0,3,6,0,0,0,9,30,11,0,0,0,1,5,10,0,0,0,14,16,12,0,0,0,5,0,0,0,0,0,4,2,2
Zotu3109,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,2,4
Zotu311,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,63,0,0,0,0,0,71,0,0,0
Zotu3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,1
Zotu3111,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,0,0,3,0,2,0,22,0,0,0,0,1,0,15,0,0,0,9,20,27
Zotu3112,5,0,0,0,1,0,0,0,0,1,0,0,99,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
Zotu3113,4,2,0,0,0,0,2,2,3,0,0,0,0,1,0,0,0,0,1,35,51,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
Zotu3114,3,0,0,1,1,0,0,0,0,0,0,0,83,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0
Zotu3115,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,1,1,0
Zotu3116,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0
Zotu3117,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3119,0,0,0,24,8,18,0,0,0,6,4,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,1,6,1,0,0,0,0,0,0
Zotu312,0,0,0,0,4,182,0,0,0,0,61,0,0,1,0,0,3,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,0
Zotu3120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3122,0,0,0,9,0,0,0,0,0,9,19,10,0,0,0,9,0,0,0,0,0,43,10,23,0,0,0,0,5,1,0,0,0,0,0,0
Zotu3123,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,17,3,0,0,0,0,0,9,0,0,0,5,15,16
Zotu3124,0,0,0,0,3,2,0,0,0,3,3,4,0,0,0,17,3,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,23,18,25
Zotu3125,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3126,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu3127,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0
Zotu3128,10,2,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0
Zotu3129,9,0,3,0,0,0,1,0,1,0,0,0,13,2,0,0,0,0,0,1,2,0,0,1,7,3,2,0,0,0,15,5,12,0,2,0
Zotu313,1,3,0,0,0,0,0,0,0,0,0,0,39,3,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0
Zotu3130,5,0,0,0,0,0,4,58,4,0,0,0,7,6,2,0,0,0,13,4,5,0,0,0,5,7,16,0,0,0,5,16,7,0,0,0
Zotu3131,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3132,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
Zotu3133,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,5,0,0,0,4,8,1,0,1,0
Zotu3134,1,0,0,0,0,1,2,0,0,0,0,0,1,4,8,0,0,0,1,0,2,0,2,0,0,0,7,0,0,1,8,3,64,0,0,0
Zotu3135,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,17,17,12,0,0,0,3,0,0,0,0,0,2,8,5,0,0,0,8,5,10
Zotu3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,4,0,0,0,0
Zotu3138,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0
Zotu314,51,33,35,1,4,1,56,202,48,0,0,2,54,28,32,0,0,0,841,90,114,0,0,0,53,115,113,3,0,0,227,146,58,0,0,5
Zotu3140,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3141,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0
Zotu3142,0,0,0,12,0,0,0,0,0,8,3,7,0,0,0,3,10,17,0,0,0,6,5,1,0,0,0,13,11,13,0,0,0,1,0,0
Zotu3143,0,0,0,0,2,6,0,0,0,0,2,10,0,0,0,6,6,5,0,0,0,1,2,0,0,0,0,5,3,9,0,0,0,22,24,26
Zotu3144,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3145,0,0,0,0,2,1,0,0,0,2,3,2,0,0,0,8,7,4,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,37,35,21
Zotu3146,1,0,0,0,0,3,0,0,0,1,8,0,12,0,0,0,3,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,6,0
Zotu3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,6
Zotu3148,1,2,3,0,0,0,5,0,4,0,0,1,4,9,2,0,0,0,0,1,0,0,0,0,8,10,3,1,0,2,12,14,13,0,0,0
Zotu3149,11,131,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,32,16,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0
Zotu315,2,64,3,0,0,1,1,3,0,0,0,0,109,1986,73,0,0,0,4,8,4,1,0,0,6,7,8,0,0,0,153,42,186,0,0,0
Zotu3150,1,0,1,0,1,0,3,7,8,0,0,0,1,0,3,2,0,0,1,1,10,0,0,0,7,0,3,0,1,0,2,0,0,0,0,0
Zotu3151,5,1,4,0,0,0,6,5,9,0,0,0,0,1,0,0,0,0,1,15,33,0,0,0,1,1,1,0,0,0,0,4,1,0,0,0
Zotu3152,1,0,5,0,0,0,2,1,1,0,0,0,2,7,1,0,0,0,10,18,9,0,0,0,0,1,5,0,0,0,6,1,68,0,0,0
Zotu3153,0,0,3,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,9,0,0,3
Zotu3154,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1
Zotu3155,0,0,0,1,0,0,0,0,1,5,3,3,0,0,0,4,5,12,1,0,0,3,0,1,0,0,0,3,6,5,0,0,0,1,2,3
Zotu3156,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3157,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3158,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu3159,0,0,0,1,0,0,0,3,0,17,14,4,0,0,0,3,1,0,1,0,1,49,27,57,0,0,0,3,9,4,0,0,0,0,0,2
Zotu316,0,0,1,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,34,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0
Zotu3161,2,0,7,0,0,0,0,0,0,0,0,0,40,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0
Zotu3162,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3163,10,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu3164,8,9,5,0,0,1,8,32,7,1,0,0,5,1,0,0,0,0,0,2,2,0,1,1,10,8,18,0,0,0,4,3,4,0,0,0
Zotu3165,1,4,3,0,0,1,1,3,1,0,0,9,1,1,1,1,0,0,0,0,0,0,0,0,6,5,10,4,0,0,13,9,5,0,0,0
Zotu3166,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,6,1
Zotu3167,6,2,3,0,0,0,2,3,4,0,0,0,1,0,0,0,0,0,46,9,9,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
Zotu3168,0,6,0,0,0,0,0,14,0,0,0,0,1,50,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,8,10,0,0,0
Zotu3169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Zotu317,0,0,0,7,0,4,2,1,0,0,0,0,0,0,0,295,38,13,4,5,2,28,0,0,0,0,0,20,31,8,0,0,0,15,26,38
Zotu3170,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Zotu3171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3172,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu3173,0,0,0,2,0,6,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1
Zotu3174,0,0,0,0,1,0,0,1,1,5,2,0,0,0,0,10,0,0,0,0,1,3,4,0,0,0,0,2,1,0,0,0,0,6,5,6
Zotu3175,0,0,0,25,17,27,0,0,0,1,3,0,0,0,0,0,4,10,3,2,0,0,0,4,0,0,0,7,4,3,0,0,0,1,3,0
Zotu3176,2,0,1,1,4,9,0,0,0,6,8,0,1,0,0,0,2,8,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,4,5,0
Zotu3177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3179,199,19,15,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,1,7,7,0,0,0,5,18,36,0,0,0,1,7,2,0,0,0
Zotu318,0,0,0,15,51,60,2,9,1,573,888,959,0,0,0,23,84,153,0,0,0,404,353,275,0,0,0,247,74,23,0,0,0,53,75,115
Zotu3180,1,5,1,1,0,1,4,1,0,0,1,0,6,1,4,1,0,2,3,1,0,0,0,3,1,0,2,0,0,0,2,3,10,0,3,0
Zotu3181,1,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu3182,3,2,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,4,0,2,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1
Zotu3183,1,2,15,0,0,0,3,2,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
Zotu3184,8,3,0,0,1,0,0,1,0,0,0,0,3,6,8,2,0,0,8,3,3,0,0,0,1,1,6,1,0,0,3,3,43,0,0,1
Zotu3185,5,6,0,5,0,0,0,2,0,0,0,0,4,25,3,1,0,0,0,0,0,1,0,3,4,1,2,0,0,0,24,3,18,0,6,2
Zotu3186,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu3187,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Zotu3188,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0
