,DLSs01,DLSs02,DLSs03,DLSw202001,DLSw202002,DLSw202003,DPSs202001,DPSs202002,DPSs202003,DPSw202001,DPSw202002,DPSw202003,HLs202001,HLs202002,HLs202003,HLw202001,HLw202002,HLw202003,SLTs202001,SLTs202002,SLTs202003,SLTw202001,SLTw202002,SLTw202003,SLs01,SLs02,SLs03,SLw202001,SLw202002,SLw202003,XSs202001,XSs202002,XSw202001,XSw202002,XSw202003,XsSs202003
Zotu9136,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,6,4,2,0,0,0,1,0,0,0,0,0
Zotu9137,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,15
Zotu9138,2,69,9,0,1,1,17,11,6,0,0,4,17,2,4,3,0,0,7,9,7,2,0,1,7,5,3,2,0,1,92,59,0,1,2,17
Zotu9139,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0
Zotu914,8,0,513,4,0,0,0,0,0,0,0,0,25,0,2,0,0,0,7,2,2,0,2,0,22,56,23,0,0,0,3,4,0,0,0,5
Zotu9140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
Zotu9141,0,0,1,0,0,0,0,0,1,2,2,4,0,1,0,0,0,0,0,0,0,0,2,1,4,1,0,0,1,1,0,0,0,0,0,0
Zotu9142,5,0,9,0,0,0,0,0,1,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,2
Zotu9143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Zotu9144,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
Zotu9145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9146,0,0,2,0,1,2,1,6,4,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,6
Zotu9147,1,0,4,0,0,0,0,0,1,0,0,0,1,9,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2
Zotu9148,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Zotu9149,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2
Zotu915,0,0,0,28,0,0,1,6,10,0,2,5,0,38,0,21,29,61,0,0,0,33,28,1,0,0,0,173,172,208,4,18,0,1,6,17
Zotu9150,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,2,2,0,0,0,0
Zotu9152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu9153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu9154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu9155,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu9156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0
Zotu9157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9158,25,0,2,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,19,2,0,0,0,0,0,0,0,0,0
Zotu9159,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,3,1,2,0,0,0,2,0,0,1,0,0
Zotu916,0,0,0,71,0,2,5,30,22,0,0,7,0,32,0,26,70,112,0,0,0,32,23,1,0,0,0,115,132,117,5,47,0,0,8,37
Zotu9160,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu9161,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Zotu9162,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu9164,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,3
Zotu9165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu9167,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,2,1,0
Zotu9169,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu917,36,3,3,6,6,17,6,13,36,0,7,0,30,35,11,1,0,2,32,16,24,5,3,3,20,27,21,0,3,7,8,7,2,22,2,26
Zotu9170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu9171,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1
Zotu9174,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu9176,0,0,0,1,0,0,0,1,1,0,0,0,1,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu9178,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu9181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu9184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu9187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9188,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0
Zotu9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Zotu9190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Zotu9192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Zotu9193,0,0,0,1,0,0,0,0,0,0,0,0,2,4,39,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,1,0
Zotu9194,0,0,0,6,0,0,0,0,0,0,0,0,11,0,4,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,7
Zotu9195,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Zotu9196,0,0,0,2,0,0,0,2,0,1,0,0,0,7,2,8,3,0,0,3,0,3,0,0,0,0,0,1,2,0,0,1,2,2,1,0
Zotu9197,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,2,0,2,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Zotu9198,0,0,0,7,5,2,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,2,0,0,1,4,0,1,0
Zotu9199,0,0,0,4,2,5,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu92,0,0,0,479,53,89,33,128,129,7,12,37,17,147,13,154,284,444,35,9,8,184,208,11,11,15,19,1834,2585,3148,45,150,4,12,42,165
Zotu920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Zotu9200,2,0,0,1,0,0,0,0,0,0,2,0,10,0,3,0,0,0,3,1,1,0,0,2,5,0,0,0,0,0,3,2,0,0,0,2
Zotu9201,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0
Zotu9202,0,0,0,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,2,2,2,0,0,5,0,0,0,0,0,0,2,2,0,0,0,2
Zotu9203,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,0,0,1,0,0,0,0,0,0,3,2,1,0,0,3
Zotu9204,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,2,0,0,22,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu9205,0,0,0,0,1,4,6,5,5,0,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,1,2
Zotu9206,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu9207,0,0,0,2,1,0,0,0,0,2,0,0,1,0,2,0,0,0,1,1,0,0,2,3,0,0,0,1,0,0,1,0,3,5,1,0
Zotu9208,0,0,0,0,2,1,2,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0
Zotu9209,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,4,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
Zotu921,0,0,0,0,3,7,24,2,9,0,0,1,4,9,2,1,0,0,4,6,7,0,0,1,0,0,0,12,0,0,33,7,0,1,10,8
Zotu9210,0,0,0,1,3,6,0,0,1,0,1,0,0,0,0,1,3,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Zotu9211,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu9212,0,0,0,0,1,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,4
Zotu9213,0,0,0,0,1,0,0,0,0,4,10,3,0,0,0,0,0,1,0,2,0,2,5,3,0,0,0,0,1,4,0,0,0,0,2,1
Zotu9214,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0
Zotu9215,0,0,0,0,0,4,0,0,0,0,6,0,2,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,10,5,0,6,0,10
Zotu9216,0,0,0,0,0,3,0,0,1,1,1,0,2,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,0,1,1,0,1,0,2
Zotu9217,0,0,0,0,0,3,0,0,0,0,1,0,3,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,4,0,2
Zotu9218,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,2,4,0,1,0,2
Zotu9219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,3
Zotu922,0,22,2,0,0,0,0,2,0,0,0,4,5,0,0,3,0,0,0,7,2,0,0,0,1,1,2,0,0,0,6,21,0,0,0,5
Zotu9220,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,10,0
Zotu9221,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu9222,0,0,0,0,0,1,0,0,0,5,4,2,0,0,0,0,0,2,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0
Zotu9223,0,0,0,0,1,1,1,0,0,1,0,0,0,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu9224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4
Zotu9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9226,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,11,0,0,0,0,0,0,0,0,0,2,5,0,1,0,3
Zotu9227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
