,DLSt01,DLSt02,DLSt03,DLSw01,DLSw02,DLSw03,DPSt01,DPSt02,DPSt03,DPSw01,DPSw02,DPSw03,HLt01,HLt02,HLt03,HLw01,HLw02,HLw03,SLTt01,SLTt02,SLTt03,SLTw01,SLTw02,SLTw03,SLt01,SLt02,SLt03,SLw01,SLw02,SLw03,XSt01,XSt02,XSt03,XSw01,XSw02,XSw03
Zotu3704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0
Zotu3705,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,0,44,3,1,0,0,0,0,0,1,0,0,0,3,0,2
Zotu3706,0,0,0,0,1,3,0,0,0,4,5,28,0,0,0,0,1,0,1,0,0,8,1,6,0,1,0,1,1,1,0,0,0,16,4,1
Zotu3707,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,26,28
Zotu3708,0,0,0,17,10,8,0,0,0,9,25,29,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,0,2,0,0,0,0,0,3,3
Zotu3709,1,0,0,1,0,0,0,0,0,0,0,0,0,69,0,2,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,2
Zotu371,17,46,10,6,3,0,82,25,67,0,0,0,12,8,10,0,1,0,108,85,26,1,14,1,23,12,42,0,0,1,14,39,21,0,0,0
Zotu3710,0,0,17,0,0,0,2,2,2,0,0,0,0,5,2,0,0,0,1,3,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu3711,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Zotu3712,0,0,0,0,0,2,1,0,0,0,0,4,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,3
Zotu3713,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3714,0,0,0,0,0,3,0,0,0,1,36,35,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,1,0
Zotu3715,0,0,0,9,4,2,0,0,0,2,1,2,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,32,26,51,0,0,0,0,2,0
Zotu3716,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,1,1,0,2,0,3,0,0,0,0,2,0,0,0
Zotu3717,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,106,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3718,1,0,2,1,0,0,0,1,0,1,1,2,0,1,0,0,1,0,0,0,0,4,1,0,2,0,3,4,7,1,0,1,2,2,2,0
Zotu3719,2,0,7,1,0,16,3,1,2,24,0,0,3,1,2,0,0,0,0,1,3,0,0,0,2,0,0,9,1,1,2,0,0,0,0,1
Zotu372,55,841,45,2,0,0,18,13,227,0,0,0,27,158,4,4,0,0,308,203,154,0,6,0,30,1,44,0,0,1,4,2,7,0,2,2
Zotu3720,0,1,1,1,0,42,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,2,13
Zotu3721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Zotu3722,17,0,0,0,0,0,1,1,0,0,0,0,13,1,0,0,0,0,11,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0
Zotu3723,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,31,49,57,0,0,0,0,2,0
Zotu3724,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1
Zotu3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Zotu3726,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0
Zotu3727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,74,1,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3728,2,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,3,8,0,0,0,0,2,0,0,0,0
Zotu3729,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,55,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu373,1,0,0,3,40,5,0,1,0,17,6,5,0,21,1,347,716,223,0,0,0,5,11,37,0,1,0,7,22,14,1,1,3,25,41,25
Zotu3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu3732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
Zotu3733,0,0,0,0,0,2,3,5,3,0,0,4,0,1,0,2,0,0,2,3,1,0,0,0,0,0,0,0,5,1,0,3,0,0,0,3
Zotu3734,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0
Zotu3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0
Zotu3736,0,1,0,0,0,0,69,9,8,0,0,0,0,0,3,0,0,2,16,8,8,0,0,1,11,0,0,0,0,0,8,2,1,0,0,0
Zotu3737,0,8,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,5,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3738,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2,1,2,0,0,0,0,1,0,0
Zotu3739,1,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,6,0,3,2,0
Zotu374,0,0,0,13,36,128,0,0,0,52,450,198,1,8,0,52,176,135,0,0,0,9,19,26,0,0,0,422,421,299,0,2,0,11,35,24
Zotu3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0,0,0
Zotu3742,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0
Zotu3743,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0
Zotu3744,12,7,1,0,0,1,0,0,0,0,0,0,10,0,2,1,0,0,2,2,2,0,0,0,1,0,1,0,2,0,0,2,1,0,1,0
Zotu3745,4,6,1,0,0,0,11,1,4,0,0,0,1,0,0,0,0,0,14,16,4,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0
Zotu3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu3747,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Zotu3748,0,0,0,0,0,0,0,8,2,0,0,0,11,24,1,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0
Zotu3749,50,5,16,0,0,0,0,3,0,0,0,0,15,0,11,0,0,0,8,1,3,0,0,1,4,1,11,0,0,0,1,2,13,0,0,1
Zotu375,0,1,0,7,62,12,0,0,0,21,208,31,2,33,0,194,867,377,0,1,0,16,4,53,0,0,0,10,20,19,0,3,0,27,54,45
Zotu3750,1,0,0,1,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,3,0,0,0
Zotu3751,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0
Zotu3752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1
Zotu3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0
Zotu3754,8,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0
Zotu3755,0,0,0,1,2,1,0,0,0,2,4,10,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,10,6,16,0,2,0,2,17,22
Zotu3756,0,8,0,0,2,4,0,0,0,6,0,1,4,0,3,0,0,0,0,0,0,6,0,0,0,1,0,5,2,2,5,8,0,1,1,0
Zotu3757,3,0,1,0,2,0,0,1,1,0,0,1,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Zotu3758,0,0,0,2,3,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,34,44,73,0,0,0,0,0,0
Zotu3759,0,0,0,0,0,4,0,0,0,9,6,0,0,0,0,15,16,16,0,0,0,6,5,12,0,2,0,4,0,1,0,1,1,2,0,1
Zotu376,72,1574,78,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,97,3,0,0,0,98,0,79,0,0,0,50,5,0,0,0,0
Zotu3760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu3762,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0
Zotu3763,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,24,52,85,0,0,0,0,1,1
Zotu3764,0,0,0,0,2,1,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,20,24
Zotu3766,5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,1,2
Zotu3768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Zotu3769,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0
Zotu377,11,18,187,4,7,0,1,0,22,3,1,0,106,85,695,1,9,0,5,5,68,2,5,10,9,0,26,1,0,0,102,140,7,2,2,2
Zotu3770,0,0,0,4,0,21,0,0,0,10,2,6,0,0,0,0,0,0,0,0,0,4,16,1,0,1,0,2,0,0,0,3,0,4,1,1
Zotu3771,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,47,28,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3772,0,0,0,2,0,0,0,0,0,0,0,0,0,62,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
Zotu3773,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0
Zotu3775,4,1,0,0,0,0,2,0,1,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,3,4,7,0,0,0
Zotu3776,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3777,4,2,4,0,0,0,4,2,2,0,0,1,4,0,3,0,0,0,2,1,2,2,0,0,3,3,2,0,0,0,0,2,1,0,0,2
Zotu3778,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0,0,39,25,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3779,6,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,0,0,0,0,0,0,0,0,0
Zotu378,5,15,47,3,1,0,35,17,304,0,0,1,25,9,18,0,0,0,24,158,24,3,8,3,6,0,73,0,3,2,30,31,17,0,0,0
Zotu3780,2,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,0,0,0,0,6,1,0,0,0
Zotu3781,3,0,0,0,2,0,0,0,2,0,0,0,1,0,5,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,1,0
Zotu3782,2,11,0,0,1,0,1,0,21,0,0,0,0,3,0,0,0,0,4,2,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0
Zotu3783,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3784,1,1,4,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,6,0,3,0,1,0,14,4,0,0,0,1
Zotu3785,0,6,3,0,0,0,1,0,0,0,0,3,5,1,1,1,0,1,2,3,0,6,0,0,1,0,0,1,0,1,0,5,0,0,0,0
Zotu3786,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,2,0,0,0,1,0,2,0,0,0,0
Zotu3787,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Zotu3788,3,6,3,0,0,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,3,3,0,0,0,10,1,0,0,0,0
Zotu3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
Zotu379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu3790,3,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,0,0,1,0,0,0,0
Zotu3791,0,0,0,10,10,11,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,9,10,5,0,0,0,0,2,0,0,0,0,19,5,2
Zotu3792,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu3793,0,0,1,0,0,4,0,0,0,0,19,17,0,0,6,0,0,0,0,0,0,1,6,1,0,0,0,1,2,3,2,1,1,0,0,0
Zotu3794,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0,0,0
Zotu3795,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,1,0,0,0,0,0
Zotu3796,6,2,2,0,0,0,23,2,5,0,1,0,1,0,1,0,0,0,6,5,5,1,0,0,7,1,6,0,0,0,2,4,5,2,1,0
Zotu3797,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,25
Zotu3798,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,2,0
Zotu3799,2,52,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,4,1,0,0,0,4,0,1,0,0,0,0,1,2,0,0,0
Zotu38,5032,713,1061,12,6,7,110,80,251,6,3,30,1569,9,530,12,3,9,708,172,357,53,21,20,612,73,1002,16,22,13,281,492,283,13,8,30
Zotu380,11,15,15,1,3,0,0,10,0,5,1,3,0,0,0,3,2,0,0,0,0,50,38,48,16,18,14,9,11,2,0,50,41,0,0,0
Zotu3801,0,0,0,0,0,0,1,4,0,0,2,2,1,1,1,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,1,1,2,0,2,1
Zotu3802,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,2,0,1,0,1
Zotu3803,0,0,0,0,0,0,6,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,7,0,3,0,1,0,4,0,0,0,0,0
Zotu3804,0,2,1,9,2,5,0,2,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,10,86,1,0,1,2,0,0,0
Zotu3806,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu3807,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,25,38,69,0,0,0,0,1,0
Zotu3808,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
Zotu3809,2,17,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,2,0,1,0,0,1,1,0,0,1,0,0
Zotu381,0,0,197,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0,0,0,152,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
Zotu3810,0,0,0,0,0,4,0,0,0,1,33,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,4,0,0,0,0,1,2
Zotu3811,0,11,0,0,0,0,0,0,0,0,1,0,6,0,4,0,1,0,0,2,0,0,0,0,1,0,0,8,2,2,4,8,0,0,2,0
Zotu3812,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0
Zotu3813,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,1,2,0,0,0,1,0,0,0,0,0,43,30,35,0,0,0,1,1,0
Zotu3814,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,45,11,16
Zotu3815,1,0,1,0,0,0,1,0,0,0,0,1,6,0,3,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,2,3,2,0,0,0
Zotu3816,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,1,1,0,0,0
Zotu3817,1,0,0,0,2,0,0,0,1,0,1,0,2,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,5,0,0,0
Zotu3818,1,0,1,1,0,0,0,0,0,0,0,1,8,4,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
Zotu3819,0,0,0,1,0,0,0,0,1,0,0,0,4,9,11,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,6,1,5,0,0,0
Zotu382,89,30,22,4,5,0,17,12,21,0,4,3,96,17,21,2,0,1,62,28,43,26,35,11,7,5,17,5,6,13,12,18,13,0,9,3
Zotu3820,0,0,0,2,2,3,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,27,30,56,0,0,0,0,1,0
Zotu3821,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,4
Zotu3822,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,3
Zotu3823,2,15,2,0,0,0,1,0,0,0,0,0,4,0,1,1,0,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
Zotu3824,0,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,4,2,0,0,0,0,0,3,0,0,0,2,0
Zotu3826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu3828,12,4,8,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,1,0,1,1,0,0,7,1,53,1,0,0,2,2,11,0,0,0
Zotu3829,8,2,1,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,4,3,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
Zotu383,3,8,14,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,4,46,14,1,1,0,0,29,92,0,0,0
Zotu3830,1,7,0,0,0,0,2,3,7,0,0,1,0,12,0,3,0,0,9,24,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu3831,3,1,1,0,0,0,0,1,1,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1
Zotu3832,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3833,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,38,28,0,0,0,9,20,10
Zotu3834,4,0,7,0,0,3,0,0,1,7,0,0,1,0,5,1,0,0,0,0,2,0,0,0,1,0,6,1,0,0,1,1,0,0,0,0
Zotu3835,0,0,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu3836,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Zotu3837,0,1,0,0,0,0,12,3,5,0,0,0,0,0,0,0,0,0,10,19,5,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1
Zotu3838,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Zotu3839,0,0,0,1,0,1,0,0,0,6,1,1,0,1,0,8,5,0,0,0,0,2,6,9,1,1,0,3,1,0,0,0,1,0,0,1
Zotu384,0,0,1,1614,906,128,0,0,0,559,0,2,0,26,1,0,3,35,0,0,0,6,36,12,0,1,0,34,113,57,0,0,0,4,1,0
Zotu3840,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu3841,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0
Zotu3842,0,0,0,0,1,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0
Zotu3843,0,0,0,0,2,13,0,0,0,19,1,2,0,0,0,0,0,1,0,0,0,12,19,1,0,0,0,0,1,6,0,0,0,0,2,3
Zotu3844,0,6,1,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,4,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3845,5,2,25,0,1,0,0,0,0,0,0,0,20,0,6,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,2,5,14,0,0,0
Zotu3846,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,26,83,0,0,0,0,0,0
Zotu3847,0,1,0,1,0,44,0,0,0,20,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0
Zotu3848,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,3,0,0,0,1,0,0,0,0
Zotu3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu385,90,35,25,0,6,0,39,23,39,1,0,0,39,0,36,3,3,0,14,18,24,3,0,9,62,9,97,0,0,0,94,127,7,0,0,2
Zotu3850,2,0,2,0,0,0,0,1,0,0,0,0,14,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,3,7,0,0,0
Zotu3851,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,53,16,0,1,0,0,1,0,0,0,0,0,0,0
Zotu3852,0,1,0,0,0,61,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1
Zotu3853,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Zotu3854,14,1,9,0,0,0,0,0,4,0,1,0,6,0,3,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0,3,2,2,0,1,0
Zotu3855,5,0,1,0,0,1,4,1,15,2,1,2,1,0,2,1,1,2,2,4,2,2,1,0,1,3,3,3,9,2,4,0,0,3,2,1
Zotu3856,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,2,0,0,0,2,6,0,0,0,0
Zotu3857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3858,0,0,0,0,0,9,0,0,0,2,31,30,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,2,0,0,0,0,0,0,1
Zotu3859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,38,37
Zotu386,35,39,35,0,0,0,1,46,0,0,0,1,1,0,0,0,0,0,3,1,0,1,1,0,35,398,35,0,0,0,1,80,0,0,0,0
Zotu3860,6,1,0,0,0,0,17,5,1,0,0,1,2,0,0,0,0,0,6,3,2,0,0,0,10,6,4,1,0,1,6,3,1,0,0,0
Zotu3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Zotu3862,0,2,3,0,0,0,3,1,4,0,0,0,0,0,1,0,0,0,3,3,14,2,0,1,1,0,2,0,0,0,0,0,13,0,0,1
Zotu3863,4,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,22,0,0,0,0,2,0,0,0,0
Zotu3864,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,5,0,1,0,1,1,0
Zotu3865,0,0,0,19,11,2,0,0,0,12,2,5,0,1,0,2,9,2,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,0,2
Zotu3866,0,1,1,0,0,0,3,0,0,0,1,2,5,0,12,0,0,2,1,3,1,0,0,0,0,0,0,2,0,0,6,6,0,1,0,1
Zotu3867,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Zotu3868,5,0,0,0,0,0,1,3,4,0,0,0,9,0,0,0,0,0,56,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3869,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,38,2,3,0,0,0,0,0,3,0,0,0,0,0,0
