,DLSm01,DLSm02,DLSm03,DLSt01,DLSt02,DLSt03,DPSm01,DPSm02,DPSm03,DPSt01,DPSt02,DPSt03,HLm01,HLm02,HLm03,HLt01,HLt02,HLt03,SLTm01,SLTm02,SLTm03,SLTt01,SLTt02,SLTt03,SLm01,SLm02,SLm03,SLt01,SLt02,SLt03,XSm01,XSm02,XSm03,XSt01,XSt02,XSt03
Zotu4462,2,1,6,2,1,5,1,3,5,3,1,2,7,1,5,2,0,0,8,0,1,3,1,1,4,10,1,1,1,6,3,1,3,0,1,2
Zotu4463,0,0,2,0,0,0,0,1,8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Zotu4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Zotu4465,0,0,5,12,1,0,0,0,0,2,5,2,3,0,0,2,0,0,1,0,1,37,8,8,0,0,1,0,0,0,0,0,0,2,0,0
Zotu4466,0,0,1,1,35,1,1,0,0,0,0,2,0,3,0,0,0,0,2,0,3,3,6,1,6,0,0,3,0,2,0,0,0,0,1,0
Zotu4468,0,0,0,0,4,0,0,0,0,4,4,8,0,4,0,0,0,0,0,0,4,3,25,6,9,0,0,0,0,0,0,0,0,0,0,0
Zotu4469,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu447,2,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,91,0,0,0,0,0,6,3
Zotu4470,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,7,18,0,0,0,0,1,1,0
Zotu4473,0,0,0,0,0,0,0,0,0,33,2,2,0,0,0,1,0,0,0,1,0,4,3,2,0,0,2,4,0,0,7,0,0,5,0,2
Zotu4474,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4475,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zotu4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4478,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,19,0,3,0,1,0,0,0,0,0,0,0,0,2,3,0
Zotu4479,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Zotu448,60,0,0,26,29,16,0,28,0,2,43,0,0,1,0,0,0,0,1,35,0,0,0,0,0,0,0,28,20,36,0,0,0,0,44,22
Zotu4480,1,5,0,2,4,1,1,1,1,2,2,13,0,1,0,1,0,0,12,4,0,0,1,0,0,0,0,6,1,41,2,3,7,0,1,1
Zotu4481,0,0,0,1,8,2,1,0,0,3,0,1,1,0,0,1,23,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,2,1
Zotu4482,1,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,7,6,2,0,0,0,1,2,0
Zotu4483,12,8,3,0,3,0,4,3,0,0,2,1,2,13,4,1,0,0,1,0,5,0,3,3,5,0,8,2,0,0,4,1,1,0,6,0
Zotu4484,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,1,0,0,0,0,0,0,1,1,1,0,2,0,0,3,0,0
Zotu4486,53,6,1,0,0,0,0,9,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,10,0
Zotu4489,0,0,0,2,18,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
Zotu449,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4490,3,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,3,1,0,0,0,5,0
Zotu4491,2,0,6,0,0,0,3,0,15,4,0,0,0,2,3,0,0,3,0,0,0,1,0,1,0,0,12,2,0,0,0,0,2,0,0,0
Zotu4492,0,0,0,3,10,7,0,0,1,3,0,7,0,0,0,1,1,0,0,0,0,1,1,1,3,0,0,1,0,3,0,1,1,0,0,0
Zotu4493,0,0,3,9,0,0,0,0,0,0,0,0,5,0,0,32,0,3,0,6,4,1,0,0,0,0,0,0,0,1,1,3,1,2,5,12
Zotu4494,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4497,2,1,2,0,1,0,0,1,16,3,6,0,0,2,2,0,0,0,0,0,0,0,0,1,7,0,24,3,0,1,2,0,6,6,1,0
Zotu4498,0,0,1,4,2,1,0,0,2,10,3,6,0,0,1,4,0,3,3,2,1,1,4,4,0,1,4,2,0,1,2,1,1,4,1,1
Zotu4499,0,0,0,0,0,0,0,0,5,0,0,0,4,0,2,4,0,9,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0
Zotu45,1,1,5,59,49,587,0,0,0,129,80,127,1,3,139,3,0,146,0,2534,1,121,107,1156,2,114,3,84,3,58,0,1,2,1,0,11743
Zotu450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Zotu4500,2,1,7,1,0,0,0,11,32,0,3,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,5,0
Zotu4501,0,0,0,1,10,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,1,6,12,0,0,12,1,0
Zotu4502,5,0,15,1,0,0,0,9,11,0,0,0,17,1,3,2,0,0,1,0,0,5,1,1,7,4,4,0,0,1,1,0,7,0,1,0
Zotu4503,0,1,2,0,0,1,0,2,3,0,1,13,2,0,0,6,0,2,1,0,1,2,1,3,0,1,0,0,0,0,2,1,2,0,1,1
Zotu4504,0,0,2,0,1,0,0,0,0,5,1,3,5,1,0,0,10,0,0,0,0,31,10,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Zotu4506,1,1,0,1,1,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,1,0,0,0
Zotu4507,3,0,0,0,0,5,23,5,0,0,0,1,3,0,2,0,0,1,7,11,0,0,0,3,8,55,0,0,0,0,8,2,5,0,0,0
Zotu4508,2,0,4,4,0,1,0,5,12,1,0,1,6,1,6,0,0,0,0,1,0,0,0,0,4,3,1,0,0,1,2,1,6,0,1,0
Zotu4509,1,2,3,2,2,1,0,0,0,0,0,0,2,12,0,4,0,11,3,11,3,0,3,3,3,2,2,0,0,0,0,2,0,0,2,2
Zotu451,2,5,1,2,4,8,10,3,512,11,13,8,2,3,4,27,36,27,16,11,7,6,2,7,0,5,4,12,7,18,14,15,8,45,27,7
Zotu4510,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,5,1,0,0
Zotu4511,1,2,3,4,2,0,2,3,3,5,2,3,2,2,9,3,0,2,0,1,2,2,1,0,1,3,2,8,4,7,0,0,3,0,7,1
Zotu4512,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4513,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4514,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,16,0,1,0,0,0,5,0
Zotu4515,1,0,0,3,7,9,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,17,2,8,3,0,1,2,3,0
Zotu4516,1,4,0,4,1,2,0,1,1,3,0,0,4,1,0,1,0,1,26,0,0,2,1,0,0,1,1,3,1,3,2,1,3,1,1,0
Zotu4517,0,1,4,3,4,0,0,0,1,2,3,4,4,0,0,4,12,0,0,0,0,19,6,4,3,0,0,0,0,0,0,0,1,0,0,0
Zotu4518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4519,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,0,1,0,8,0,2,0,13,0,5,0,0,0,0,0,0,0,0,0,13
Zotu452,21,40,57,314,53,91,30,113,13,18,12,27,264,35,50,68,1,36,18,31,17,42,13,32,139,320,45,46,1,85,92,95,244,18,39,19
Zotu4523,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
Zotu4524,0,0,1,2,1,2,0,6,1,2,0,4,4,0,2,2,0,5,4,0,0,0,2,0,1,7,1,2,0,2,2,2,12,1,1,0
Zotu4525,0,3,0,4,4,1,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,0,29,0,3,6,0,0,0
Zotu4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,25,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu4530,2,4,1257,1256,0,5,0,5,0,1172,875,1271,1236,5,4,1311,0,2,0,0,7,6297,1181,1110,4,2,5,2,0,4,3,2,4,2,6,0
Zotu4532,28,4,5,0,0,0,0,3,0,0,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,12,0
Zotu4533,3,0,0,0,0,0,2,1,0,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
Zotu4534,1,0,0,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Zotu4535,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4536,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0
Zotu4537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Zotu4538,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4539,0,2,0,4,2,2,0,0,1,0,0,3,3,0,0,4,3,0,1,5,0,0,0,0,0,0,1,5,0,11,0,2,1,1,1,4
Zotu454,56,62,103,35,6,46,4,43,11,22,2,8,200,42,246,49,0,29,109,532,16,18,2,31,33,91,240,41,35,19,65,86,73,48,36,62
Zotu4541,0,0,0,0,4,0,0,0,0,1,4,4,0,2,0,0,0,0,0,0,2,2,30,3,4,0,0,0,0,0,0,0,0,0,0,0
Zotu4545,0,2,1,10,2,21,0,0,1,0,0,3,0,0,2,9,8,2,0,0,0,0,0,2,1,2,0,1,0,1,2,11,0,0,1,1
Zotu4546,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
Zotu4549,3,3,6,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,6,0,0,6,0,0
Zotu455,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4550,3,2,0,0,0,2,0,7,0,0,0,0,3,1,4,0,0,2,0,0,0,0,0,6,6,22,1,0,0,0,5,0,8,0,0,0
Zotu4551,0,1,2,7,0,3,0,0,1,5,0,2,4,1,3,27,0,7,0,19,3,3,1,3,0,2,5,1,0,0,2,3,3,6,8,24
Zotu4552,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4553,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,4,1,0,1,0,1,0,0,0,1,4,5,9,1,3,0
Zotu4554,0,0,0,0,2,6,0,0,0,2,0,1,0,3,1,1,1,0,0,0,1,3,12,4,1,0,0,0,0,0,0,0,0,0,1,1
Zotu4555,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,23,0,3,0
Zotu4556,3,2,7,14,5,11,1,8,6,12,5,3,6,2,0,3,1,1,0,0,0,2,6,4,1,8,2,12,7,9,1,2,14,1,1,1
Zotu4557,1,1,2,2,0,1,0,2,2,1,1,0,23,0,1,1,0,0,1,1,1,5,1,1,4,6,0,1,0,0,1,0,5,0,0,0
Zotu4558,0,6,0,10,5,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,35,0,3,5,0,0,0
Zotu4559,0,4,0,3,5,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,49,0,3,4,0,0,0
Zotu456,0,1,0,2,124,0,0,0,0,74,67,93,0,62,0,1,0,0,0,0,100,92,1078,69,68,0,0,1,0,0,0,0,0,0,1,0
Zotu4561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4564,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4565,1,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
Zotu4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4567,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Zotu457,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4570,0,0,3,0,0,0,0,1,0,0,0,0,0,0,9,7,8,39,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,8,0
Zotu4571,0,0,6,5,0,0,0,7,0,0,0,0,61,0,0,5,0,0,0,0,0,12,0,0,6,4,0,0,0,2,3,1,10,0,1,0
Zotu4572,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4573,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,2,1,1,0,0,1,1,0,5,1,0
Zotu4574,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4577,0,0,0,0,4,0,0,0,0,3,1,4,0,3,0,1,0,0,0,0,3,9,20,2,3,0,1,0,0,0,1,0,0,1,0,0
Zotu4578,0,18,3,0,0,0,0,1,0,1,0,7,0,1,0,4,0,2,1,0,5,0,0,0,0,0,9,0,0,5,1,59,11,21,16,0
Zotu4579,3,1,1,1,0,0,0,10,25,2,3,0,3,1,1,0,0,0,0,1,0,1,0,0,5,3,4,0,0,0,0,1,2,0,4,0
Zotu458,0,0,0,0,114,0,314,121,2,0,0,0,121,82,3,0,3,3,4,2,89,0,87,0,1957,77,2,0,0,1,85,0,104,0,0,0
Zotu4580,11,9,9,0,0,8,0,0,0,0,0,0,0,8,37,0,0,16,0,0,0,0,0,6,0,10,5,0,0,0,0,0,0,0,0,0
Zotu4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4582,0,0,1,1,5,25,0,0,5,0,0,0,1,0,0,1,0,6,0,0,0,0,0,3,0,2,0,2,0,1,0,0,0,2,1,0
Zotu4584,0,0,3,3,10,0,0,0,0,0,0,0,1,2,0,47,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,1,3,9
Zotu4585,0,1,4,0,0,0,0,11,28,0,1,0,7,0,0,1,0,0,0,0,1,3,0,0,2,0,4,0,0,0,0,0,2,0,9,0
Zotu4586,0,0,0,1,37,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,5,0,0,4,0,3,0,0,0,0,0,0
Zotu4587,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu459,62,88,75,37,51,21,11,29,65,6,5,16,204,160,72,68,2,27,10,15,28,22,28,12,66,30,35,5,1,14,40,9,50,16,19,35
Zotu4590,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5
Zotu4591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4597,0,2,4,13,4,5,4,13,3,1,1,1,2,0,1,6,0,3,1,7,0,3,0,0,1,2,0,6,5,13,2,1,3,1,6,3
Zotu4598,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
Zotu4599,0,2,0,4,0,0,5,1,1,3,0,2,3,1,2,0,2,4,3,0,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,0
Zotu46,1,0,1,1,1,0,3,1,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,1,0,1,0,1,0,1,2,0,4,0,0,0
Zotu460,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu4601,2,0,0,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,1,0,0,0,0,8,0
Zotu4602,1,5,1,0,1,13,0,7,0,0,0,1,4,1,7,0,0,3,0,0,1,0,0,6,1,40,0,1,1,2,9,0,11,0,0,0
Zotu4603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4604,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4606,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4608,6,0,0,0,0,0,0,6,0,3,31,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,0
Zotu4609,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0
Zotu461,11,0,29,34,2,0,29,99,74,1,4,4,186,1,2,19,0,0,26,4,5,20,0,0,36,20,6,0,1,8,31,11,33,3,37,0
Zotu4610,0,0,0,0,4,0,0,0,5,0,2,2,0,0,0,0,1,0,1,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0
Zotu4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4614,2,2,16,1,0,0,1,10,11,0,0,0,6,2,1,2,0,0,7,0,0,1,0,1,1,9,2,0,0,0,4,0,4,2,2,0
Zotu4615,2,0,2,0,0,0,9,2,0,0,0,1,8,0,0,0,0,0,5,37,0,0,0,0,8,8,1,0,0,0,5,0,3,0,0,0
Zotu4616,1,1,0,2,0,1,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Zotu4617,0,1,0,2,14,1,0,0,0,4,1,22,0,2,0,0,0,0,0,0,0,2,6,2,0,0,0,1,0,6,0,1,3,0,0,0
Zotu4618,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu462,0,0,0,0,0,31,0,0,0,76,30,70,0,0,66,0,0,43,0,0,0,132,111,1151,0,26,0,2,0,0,0,0,0,1,0,0
Zotu4620,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4621,2,1,16,1,0,0,15,29,5,0,1,0,2,2,5,0,0,0,0,0,1,1,1,0,3,2,4,0,0,0,5,0,4,0,4,0
Zotu4622,0,3,2,1,0,0,0,10,4,2,4,1,4,1,2,2,0,1,2,2,1,2,0,1,1,3,0,2,5,3,0,2,1,2,6,1
Zotu4623,0,3,4,0,0,1,0,2,1,5,0,3,3,6,2,1,0,0,0,0,0,2,1,1,4,3,7,3,0,6,7,3,18,4,0,0
Zotu4624,0,0,1,0,1,0,0,3,6,1,0,0,0,0,0,6,1,1,7,4,0,0,0,0,2,0,0,1,0,0,2,1,0,3,2,1
Zotu4625,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,36,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,1,13
Zotu4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu4628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu463,16,67,21,7,124,5,5,126,1,53,4,38,108,170,21,24,0,29,5,11,204,9,117,22,668,139,129,49,0,43,270,119,278,95,51,1
Zotu4630,4,2,4,1,1,1,0,1,0,6,0,0,0,7,5,1,0,0,3,1,0,0,0,0,1,0,24,6,0,1,5,0,5,4,0,0
Zotu4631,15,2,15,0,0,1,4,1,0,1,0,1,2,5,0,1,0,1,2,0,0,2,0,0,0,6,1,0,0,0,0,0,2,0,2,0
Zotu4632,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,16,4,2,3,0
Zotu4633,0,2,0,1,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,2,0,8,0,0,1,0,3,13
Zotu4634,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4636,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4638,0,0,1,19,5,1,0,0,0,0,0,0,6,0,0,8,0,0,2,0,0,6,0,0,0,0,0,3,0,2,0,0,0,1,0,1
Zotu4639,0,0,2,1,2,0,0,0,0,2,3,3,6,1,0,2,1,0,0,2,0,21,8,3,2,0,0,0,0,0,0,0,0,0,0,20
Zotu464,31,21,63,43,60,39,75,87,8,9,0,2,424,59,376,36,23,32,16,7,52,23,53,31,703,77,161,14,1,9,73,8,104,10,0,0
Zotu4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4644,1,0,0,0,1,0,5,2,1,0,0,1,0,3,3,1,0,1,9,0,0,0,1,0,3,0,2,0,0,1,5,0,0,2,0,0
Zotu4645,3,0,6,0,0,1,11,0,0,0,0,0,0,2,10,0,0,3,3,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0
Zotu4646,0,0,5,2,1,0,0,2,0,3,0,2,9,4,1,0,0,0,5,1,0,1,0,0,2,4,3,0,2,1,9,3,3,2,4,0
Zotu4647,4,1,1,0,0,1,2,0,7,0,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Zotu4649,0,2,1,0,0,0,0,4,2,7,0,1,3,0,1,1,0,4,0,0,1,0,0,2,5,2,4,3,0,0,34,3,10,6,1,0
Zotu465,0,0,0,0,5,0,5,0,3,0,0,0,0,5,0,6,7,11,3,0,195,0,6,0,3,0,0,0,0,0,0,4,0,11,20,0
