,DLSse01,DLSse02,DLSse03,DLSt01,DLSt02,DLSt03,DPSse01,DPSse02,DPSse03,DPSt01,DPSt02,DPSt03,HLse01,HLse02,HLse03,HLt01,HLt02,HLt03,SLTse01,SLTse02,SLTse03,SLTt01,SLTt02,SLTt03,SLse01,SLse02,SLse03,SLt01,SLt02,SLt03,XSse01,XSse02,XSse03,XSt01,XSt02,XSt03
Zotu10126,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Zotu10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0
Zotu1013,0,0,0,30,249,66,1,0,0,1,0,4,0,0,0,11,6,5,0,0,0,3,23,6,4,12,0,16,0,24,2,0,0,6,2,21
Zotu10131,0,1,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu10132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
Zotu10133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10135,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Zotu10136,0,2,0,0,0,0,1,2,8,0,0,0,0,0,4,0,0,0,5,2,2,0,0,0,0,0,1,0,0,0,1,6,1,0,0,1
Zotu10138,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Zotu10139,0,0,0,0,0,0,2,4,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Zotu1014,1,0,0,0,1,0,18,40,22,0,0,0,1,0,0,0,0,2,14,14,9,0,0,0,0,0,2,0,6,0,7,12,2,0,0,3
Zotu10147,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Zotu10148,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10149,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Zotu1015,0,0,1,0,0,8,0,3,0,26,0,5,0,0,0,8,12,55,0,0,0,0,0,8,0,0,0,16,2,3,0,1,0,21,9,2
Zotu10150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Zotu10153,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
Zotu10154,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,2,0,0
Zotu10156,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10157,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10158,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
