,DLSse01,DLSse02,DLSse03,DLSt01,DLSt02,DLSt03,DPSse01,DPSse02,DPSse03,DPSt01,DPSt02,DPSt03,HLse01,HLse02,HLse03,HLt01,HLt02,HLt03,SLTse01,SLTse02,SLTse03,SLTt01,SLTt02,SLTt03,SLse01,SLse02,SLse03,SLt01,SLt02,SLt03,XSse01,XSse02,XSse03,XSt01,XSt02,XSt03
Zotu1523,42,41,31,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,11,5,2,0,0,0,8,0,5,0,3,0,0,0,0,0,0,2
Zotu15234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
Zotu1524,12,5,7,7,3,3,7,3,36,0,5,0,1,0,0,0,0,0,2,1,1,0,0,0,56,41,130,3,9,5,4,4,21,0,11,11
Zotu1525,3,2,1,12,12,7,0,3,0,3,0,19,1,0,0,3,0,4,0,0,0,0,3,0,3,8,2,27,6,78,0,2,0,4,5,1
Zotu15251,1,1,1,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu15253,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu15256,6,50,8,0,0,0,3,0,1,0,0,0,0,38,0,0,0,0,0,28,2,0,0,0,5,0,16,0,4,0,0,3,1,0,0,12
Zotu15258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1526,26,19,23,0,4,2,6,0,2,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,106,20,33,1,4,7,9,0,7,0,10,5
Zotu15263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu15267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu15269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Zotu1527,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,17,0,8,0,0,0,0,1,2,0,1,0,33,0,11,0,1,0,41,13,1
Zotu15276,1,1,0,2,1,0,1,0,1,1,1,2,1,0,0,7,2,0,0,1,2,2,1,1,0,0,0,0,0,1,0,2,1,0,1,1
Zotu1528,15,0,0,0,0,0,12,16,13,0,0,0,16,6,2,0,2,0,142,19,16,0,0,0,4,0,0,0,0,0,53,5,4,0,0,3
Zotu15285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu15288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Zotu1529,1,3,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Zotu15291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Zotu153,0,3,0,457,83,73,76,3,1,211,957,252,1,1,0,212,8,78,2,0,0,239,143,203,100,162,2,105,3,97,86,1,0,60,429,506
Zotu1530,0,0,1,2,1,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,8,1,6,13,0,0,0,10
Zotu15301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Zotu15309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1531,0,0,0,22,0,1,0,0,0,1,13,1,0,0,0,18,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,17,0
Zotu1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu15322,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2
Zotu15324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu1533,0,2,0,0,0,0,5,2,9,0,0,0,2,1,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,9,6,0,0,0
Zotu15333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1534,1,0,0,5,3,13,1,2,0,0,0,3,0,1,1,3,0,5,1,0,0,2,0,3,1,2,1,1,3,4,0,1,0,0,2,1
Zotu15341,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu15347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15349,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
Zotu1535,2,4,2,15,4,6,0,6,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8,39,13,17,51,44,0,8,0,2,17,0
Zotu15356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Zotu1536,4,4,1,0,0,0,0,1,0,0,0,0,58,69,30,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,17,13,10,0,0,0
Zotu15364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1537,4,8,1,0,0,0,0,0,0,0,0,0,60,167,15,0,0,0,4,8,2,0,0,1,0,0,0,0,0,0,25,23,10,0,0,0
Zotu1538,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0
Zotu15382,0,0,0,7,0,1,0,0,0,15,59,11,0,0,0,1,0,1,1,0,0,13,8,14,1,9,0,0,1,3,1,0,0,1,33,0
Zotu15383,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,2,0,2,0,3,0,8,0,1,0,2,4,1
Zotu15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu15389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Zotu1539,0,0,0,0,0,0,0,0,0,8,0,27,0,0,0,17,0,11,0,0,0,1,0,0,0,0,0,4,0,17,0,0,0,33,30,0
Zotu15390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Zotu15396,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Zotu154,0,0,0,252,1123,197,117,14,0,13,6,25,0,0,2,762,2,190,0,0,0,107,188,15,74,114,0,195,5,282,79,8,1,171,217,296
Zotu1540,0,0,0,33,16,8,0,0,0,8,6,8,0,0,0,17,0,8,0,0,0,4,1,5,1,10,0,17,1,20,0,1,0,17,25,3
Zotu15402,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu15407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15409,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1541,8,5,8,5,9,4,0,10,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,14,7,51,6,0,15,0,0,13,0
Zotu1542,0,3,0,4,5,4,0,10,0,0,4,0,8,7,10,0,0,0,0,1,0,0,0,0,0,31,2,4,6,6,9,103,6,1,12,0
Zotu15421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15427,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Zotu15428,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu1543,10,6,5,0,0,0,42,12,21,0,0,1,34,53,30,0,2,0,36,12,15,0,0,0,14,1,9,0,0,0,23,5,15,0,0,2
Zotu15430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu15439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1544,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15446,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu15452,0,0,0,2,1,0,0,0,0,5,1,2,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,3,0
Zotu15453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0
Zotu15458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
Zotu15459,1,0,0,9,4,4,0,0,0,46,9,11,0,0,0,9,1,30,0,0,0,6,4,11,0,0,0,7,0,2,0,0,0,13,15,1
Zotu1546,7,5,1,0,6,0,0,1,0,0,1,0,37,73,26,6,3,4,6,5,1,1,3,0,0,0,0,0,0,0,20,31,15,6,5,0
Zotu15469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu1547,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Zotu15470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu15472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15473,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15474,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0
Zotu1548,3,0,2,16,5,8,0,0,4,2,0,3,2,0,1,21,4,8,2,0,4,2,1,3,1,1,4,6,0,6,1,0,4,1,9,9
Zotu15484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Zotu1549,2,1,1,5,13,8,1,18,3,0,0,1,18,29,12,0,0,2,6,6,3,0,2,3,0,0,3,0,2,2,13,22,2,0,2,2
Zotu15491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15499,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu155,135,96,121,139,151,121,0,151,0,40,125,2,0,2,1,0,0,0,1,1,1,0,0,0,263,712,182,449,1010,153,0,166,2,46,275,2
Zotu1550,0,0,0,62,15,6,0,0,0,34,5,40,0,0,0,7,0,1,0,0,0,10,13,3,0,5,0,15,0,11,0,0,0,10,1,1
Zotu15505,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
Zotu15509,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu15514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu15515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu15516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1552,0,3,4,11,9,14,0,2,0,3,4,11,1,0,0,7,0,5,2,0,1,3,8,6,1,5,0,7,3,27,0,7,0,4,12,1
Zotu15523,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15524,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15526,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
Zotu1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15530,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu15531,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Zotu1554,18,7,9,2,0,2,3,1,7,0,2,0,10,22,6,0,0,0,3,1,17,0,0,0,22,7,29,1,7,2,7,31,2,0,2,4
Zotu15548,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu1555,0,0,0,0,1,0,0,0,0,268,22,23,0,0,0,0,0,0,0,0,0,16,17,14,0,0,0,31,0,1,1,0,0,30,0,0
Zotu15552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
Zotu15555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1556,27,10,11,1,0,0,5,6,10,0,0,6,20,13,15,0,1,1,57,12,22,1,0,3,17,6,17,0,6,1,19,61,40,0,1,8
Zotu15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1557,13,6,6,6,7,4,0,7,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,23,37,12,10,55,10,0,13,0,0,28,0
Zotu15575,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu15576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu15577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
Zotu1559,4,3,6,3,16,9,4,16,2,0,0,0,18,37,25,0,0,2,6,3,6,0,2,5,4,2,7,0,6,2,8,34,7,0,1,0
Zotu15592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu15594,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu156,3,5,0,49,15,43,7,20,1,112,34,88,5,5,0,137,94,90,0,0,0,96,60,76,9,9,2,68,11,54,11,40,2,128,131,29
Zotu1560,0,1,27,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1561,0,0,0,4,1,14,0,1,0,0,0,16,0,0,0,13,0,29,0,0,0,1,1,9,0,0,0,2,1,15,0,2,0,11,25,0
Zotu15611,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15613,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15614,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15615,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1562,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,223,7,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0
Zotu15622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15624,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15626,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15627,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1563,7,0,1,0,0,0,14,19,16,0,0,0,6,1,1,0,0,0,353,23,10,0,0,0,0,0,0,0,0,0,34,1,1,0,0,1
Zotu15631,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,1,1
Zotu1564,0,0,0,86,12,6,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,9,2,0,0,2,0,8,0,7,0,0,0,0,0,0
Zotu15641,0,0,0,20,4,9,1,0,0,0,1,3,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,6,0,7,1,0,0,0,1,2
Zotu15645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Zotu15647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0
Zotu1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Zotu15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu15653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu15658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Zotu15659,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Zotu1566,0,0,0,21,0,0,6,0,0,1,0,0,0,1,0,123,102,7,0,0,0,7,0,0,3,0,0,1,0,1,4,0,0,4,14,51
Zotu15662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Zotu15667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1567,0,0,0,12,21,13,0,5,0,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,17,0,148,7,16,0,3,0,18,6,0
Zotu15673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1568,0,0,0,0,0,0,1,1,2,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu15683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zotu1569,2,1,2,32,12,22,2,2,0,17,10,10,0,0,0,23,1,14,1,1,0,6,5,4,7,18,4,28,14,31,1,2,0,15,11,10
Zotu157,6,1,1,125,22,64,2,45,0,306,4,105,5,2,2,146,8,157,7,1,3,32,12,82,4,9,0,296,36,93,2,82,0,446,116,91
Zotu1570,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,15,0
Zotu15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu15701,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu15712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15717,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1572,14,3,6,0,0,0,3,8,11,0,2,0,31,24,13,0,0,0,105,13,19,0,0,0,9,3,10,0,0,0,54,3,5,0,0,5
Zotu15720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu15724,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu1573,0,0,0,2,15,2,0,0,0,8,1,13,0,0,0,15,5,24,0,0,0,1,5,0,0,3,0,12,0,20,0,0,0,35,20,1
Zotu15730,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1574,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,7,4,0
