,DLSm01,DLSm02,DLSm03,DLSw01,DLSw02,DLSw03,DPSm01,DPSm02,DPSm03,DPSw01,DPSw02,DPSw03,HLm01,HLm02,HLm03,HLw01,HLw02,HLw03,SLTm01,SLTm02,SLTm03,SLTw01,SLTw02,SLTw03,SLm01,SLm02,SLm03,SLw01,SLw02,SLw03,XSm01,XSm02,XSm03,XSw01,XSw02,XSw03
Zotu3931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Zotu3933,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Zotu3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3935,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,17,21,0,0,0,0,0,0
Zotu3936,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu3938,1,0,0,0,0,0,1,7,2,0,0,0,6,1,2,1,0,0,0,0,1,0,0,0,12,17,0,0,0,0,6,2,3,0,0,0
Zotu3939,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,51,39,34,0,0,0,0,1,0
Zotu394,355,160,67,0,2,1,1,41,10,6,1,2,9,63,46,1,2,0,43,201,38,0,1,5,40,8,60,0,0,2,44,101,55,1,1,0
Zotu3940,0,0,0,0,0,10,0,0,0,4,27,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3941,21,5,10,0,0,0,0,11,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,2,10,11,0,0,0
Zotu3942,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,4,0,0,0
Zotu3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,2
Zotu3944,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,28,86,0,0,0,0,1,0
Zotu3945,5,3,6,0,1,0,0,0,0,0,0,0,1,41,3,0,1,0,0,0,4,0,0,0,6,1,3,0,0,0,1,0,2,0,0,0
Zotu3946,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu3947,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,77,2,3,0,0,0,0,0,3,0,0,0,0,0,0
Zotu3948,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Zotu3949,3,9,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,22,22,0,0,0,0,0,0,4,0,0,0,1,1,3,0,0,0
Zotu395,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,65,82,0,0,0
Zotu3950,0,0,2,0,0,0,6,0,5,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Zotu3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
Zotu3953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3954,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Zotu3955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3956,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Zotu3957,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,5,1,0,1,0,13,2,13,13,2,0,0,4,2,24,0,1,0,2,8,1
Zotu3958,0,0,0,0,0,13,0,0,0,12,0,3,0,1,0,0,0,0,0,0,26,3,1,0,2,0,0,3,3,0,0,2,0,0,0,0
Zotu3959,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,23,38
Zotu396,0,6,66,1,1,0,6,1,31,0,1,1,24,0,16,2,0,0,2,32,43,1,1,0,0,4,4,0,2,0,0,40,0,2,6,1
Zotu3960,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Zotu3962,0,0,0,0,0,0,1,2,3,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,1,0,7,0,0,0,1,0,1,0,0,0
Zotu3963,4,0,6,0,0,1,0,0,0,0,0,0,2,3,16,0,0,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,2,0,0,0
Zotu3964,1,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,1,0,80,44,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Zotu3965,0,0,0,0,0,9,0,0,0,8,8,9,0,0,0,4,7,0,0,0,0,15,1,1,0,0,0,3,0,1,0,0,0,2,0,0
Zotu3966,0,0,1,0,1,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,1,0
Zotu3967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3968,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
Zotu3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu397,0,0,0,1,2,172,1,1,3,55,780,691,1,0,0,2,2,1,1,5,0,82,48,68,0,0,0,14,14,1,1,0,0,0,22,5
Zotu3970,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,1,0,0,0
Zotu3971,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0
Zotu3973,0,0,2,0,12,1,1,0,1,0,0,0,3,0,0,0,1,0,0,1,2,11,1,0,0,0,0,3,3,17,0,1,0,0,0,0
Zotu3974,10,1,5,0,0,0,1,2,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,2,9,1,1,1
Zotu3975,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0
Zotu3976,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3977,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,1,3,0,0,0,0,0,0,0
Zotu3978,0,0,0,0,0,0,0,0,0,3,29,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0
Zotu3979,1,0,0,1,1,0,0,3,0,6,2,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,19,17,5,0,0,0,1,0,1
Zotu398,1,116,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,56,0,0,0,0,0,1,0,0,0,1,1028,51,0,0,0
Zotu3980,6,2,7,0,0,0,1,5,6,0,0,0,4,1,2,0,0,0,5,0,2,0,0,0,2,3,3,0,1,0,4,1,1,1,1,0
Zotu3981,0,0,0,1,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Zotu3982,0,0,3,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3983,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,19,27
Zotu3984,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3985,10,7,0,0,2,0,0,4,0,0,0,0,1,3,3,0,1,0,4,28,0,0,0,0,1,0,8,0,0,0,1,5,8,0,0,0
Zotu3986,2,2,4,0,0,0,5,1,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0
Zotu3987,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Zotu3988,0,0,6,0,0,2,0,0,3,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Zotu3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,5,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1
Zotu399,5,5,5,0,0,0,2,13,18,2,2,0,7,3,3,0,0,0,11,160,9,5,1,1,6,7,8,1,0,1,8,2,14,0,2,1
Zotu3990,0,0,0,0,0,0,0,0,0,3,12,10,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,16,19,23
Zotu3991,15,10,5,0,1,0,0,3,0,0,0,0,0,11,20,2,0,0,0,0,0,0,0,0,0,3,12,0,0,4,0,0,1,0,0,0
Zotu3993,0,0,0,0,0,40,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
Zotu3994,0,2,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,5,1,2,0,0,0,0,1,3,0
Zotu3996,2,1,2,0,0,0,2,0,2,0,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,1,0,0,2,1
Zotu3997,1,0,0,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,29,15,13,0,0,0,0,5,0
Zotu3998,0,0,0,0,0,14,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,16,25
Zotu3999,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
Zotu4,26,0,0,4,4,8,2,44,0,11,14,42,2,3,0,18,1,7,0,3368,6,331,91,41,3,3,0,201,14,14,5,0,1,92,16,0
Zotu40,509,5,3,0,0,0,0,606,28,0,0,0,0,2,0,0,0,0,0,891,3,0,0,0,1,1,16,0,2,0,18,0,3,2,0,1
Zotu400,1,27,4,0,1,0,1,3,69,0,0,1,1,44,1,2,2,0,2,5,47,1,0,1,70,1,0,0,6,1,0,24,36,0,1,1
Zotu4001,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0
Zotu4002,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Zotu4003,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu4004,0,0,0,2,0,0,0,0,0,1,6,7,0,0,0,0,0,0,1,0,0,12,19,9,0,0,0,0,0,0,0,0,0,3,2,13
Zotu4005,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4006,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,2,0,0,0,0
Zotu4007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4008,0,0,0,0,0,41,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4009,0,0,3,0,0,0,3,7,0,0,1,0,34,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,5,0,9,0,0,0
Zotu401,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,61,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Zotu4010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4011,5,5,4,0,0,0,2,8,4,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,8,3,1,0,1,1,6,0,0,0,0,1
Zotu4012,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,44,50,0,0,0,0,0,0
Zotu4013,0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,43,16,70,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,4,2,2
Zotu4014,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,3,0,0,27,18,36,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4015,9,1,1,0,0,0,0,1,21,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1
Zotu4016,3,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0
Zotu4017,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,2,0,0,0,2,1,0
Zotu4018,0,0,0,0,0,1,0,0,0,1,26,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,11,7,3
Zotu4019,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0
Zotu402,0,0,1,4,0,0,2,0,1,0,0,0,4,73,7,5,1,0,0,0,65,0,7,0,82,1,0,0,0,0,0,1,0,0,1,2
Zotu4020,0,0,0,0,0,0,1,0,25,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Zotu4021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu4022,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,24
Zotu4023,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4024,1,2,0,0,0,0,3,0,3,3,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Zotu4025,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Zotu4027,3,1,0,0,0,1,20,8,1,0,0,0,6,3,0,0,0,0,9,3,3,0,1,1,14,17,5,0,2,0,12,4,19,1,1,0
Zotu4028,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,13,86,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
Zotu4029,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,3,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Zotu403,0,1,11,0,1,1,5,0,17,1,3,0,10,66,4,9,2,2,18,4,53,5,1,0,64,3,8,1,0,6,3,1,3,3,4,1
Zotu4030,10,2,46,0,0,0,7,0,0,0,0,0,6,10,10,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0
Zotu4031,3,2,1,0,0,0,5,2,1,0,0,0,2,3,1,0,0,0,10,4,0,0,0,0,3,18,0,0,0,0,11,9,21,0,0,0
Zotu4032,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu4033,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,13,1,1,0,0,0
Zotu4035,0,0,0,1,2,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,15,1,0,0,0,0,0,1,0,0,0,8,0,2
Zotu4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4038,1,0,2,0,0,1,1,8,24,1,0,4,3,1,2,0,0,0,2,2,0,0,0,0,1,0,0,1,5,0,2,0,3,0,0,0
Zotu4039,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,4,1,0,2
Zotu404,56,325,89,0,0,0,5,10,0,0,0,0,17,78,110,0,0,0,25,63,22,4,0,1,14,58,52,0,0,0,4,85,63,0,2,0
Zotu4040,0,1,2,0,0,0,0,5,3,1,0,0,11,0,0,0,1,1,3,0,6,0,0,0,5,5,2,0,0,0,10,3,3,1,0,2
Zotu4041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4042,1,3,4,0,0,0,2,4,2,0,0,0,24,4,5,0,0,0,0,1,3,2,0,0,10,13,1,0,0,0,2,9,7,0,0,0
Zotu4043,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4044,0,0,0,1,1,0,0,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,14,11,0,0,0,16,13,31
Zotu4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4046,4,1,1,0,0,0,0,4,0,0,0,0,0,2,3,0,0,0,1,1,2,0,0,0,1,4,1,0,0,0,5,1,8,0,1,0
Zotu4047,6,2,19,0,0,0,20,32,9,0,0,0,5,2,9,0,0,0,3,1,0,0,0,0,8,7,2,0,0,0,4,0,3,0,0,0
Zotu4048,4,9,3,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,1,1,1,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0
Zotu4049,6,6,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu405,1,6,122,1,0,0,4,7,36,0,0,2,153,5,3,0,0,0,5,20,19,1,1,0,9,6,10,0,0,0,9,14,12,0,0,3
Zotu4050,0,0,0,0,0,3,0,0,0,1,26,18,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu4052,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu4053,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu4054,0,1,3,0,0,0,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,6,0,2,0,1,0
Zotu4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,7,4,1,0,0,0
Zotu4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu4057,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,1,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0
Zotu4058,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
Zotu4059,3,6,1,0,0,1,0,0,18,2,0,1,1,1,2,2,1,1,0,1,0,2,0,0,0,3,0,1,1,8,0,1,5,2,0,6
Zotu406,3,4,10,0,1,1,2,4,68,0,0,4,16,99,2,0,4,0,159,24,105,0,2,0,118,5,5,0,2,0,34,32,10,0,0,5
Zotu4060,2,9,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,9,4,40,0,0,0
Zotu4061,2,2,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,2,4,1,0,0,0,3,9,1,0,0,0
Zotu4062,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
Zotu4063,1,1,0,0,0,0,1,0,1,2,0,0,0,2,12,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0
Zotu4064,0,0,0,2,6,0,1,0,0,1,0,2,0,0,0,4,0,0,2,0,0,13,21,26,0,0,0,0,0,5,0,0,0,0,0,0
Zotu4065,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4066,0,0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu4067,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,21,0,0,0,1,0,0,0,2,0,0,2,0,4,3,2
Zotu4068,1,0,0,0,0,3,0,0,0,14,0,0,0,0,0,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,51,17,4
Zotu4069,5,2,8,0,1,0,3,2,0,0,0,0,32,2,1,0,0,0,69,2,0,0,0,0,7,3,9,0,0,0,7,0,2,0,0,0
Zotu407,2,0,0,1,3,0,7,4,0,23,14,29,0,0,0,26,1,0,0,0,0,687,480,190,0,0,0,0,0,16,0,0,0,0,1,0
Zotu4070,2,2,5,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,10,7,7,1,1,1
Zotu4071,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Zotu4072,0,0,0,54,33,4,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,2,3,14,0,0,0,1,4,4,0,0,0,0,0,0
Zotu4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Zotu4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Zotu4075,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,1,0,36,13,1,0,0,0,0,0,3,0,0,0,22,0,4
Zotu4076,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,1,1,5,4,3,0,1,0
Zotu4077,24,9,8,0,0,0,0,3,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,1,1,0,0,0
Zotu4078,0,1,0,0,0,0,1,1,1,2,0,6,0,1,1,0,0,0,4,10,0,0,0,1,0,7,1,0,1,0,1,0,1,0,0,0
Zotu4079,0,0,4,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0
Zotu408,0,0,0,5,1,2,1,1,2,18,20,39,0,0,0,16,5,1,0,46,0,20,129,34,0,0,0,11,9,6,0,0,0,46,48,52
Zotu4080,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4081,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,51,23,26,0,0,0,0,2,0
Zotu4082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,18,12
Zotu4083,4,4,2,0,0,0,34,0,0,0,0,0,1,24,9,0,0,0,5,1,5,1,0,0,7,5,5,0,0,0,0,2,2,0,0,0
Zotu4084,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
Zotu4086,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4087,0,0,1,0,1,0,5,0,2,0,1,5,0,0,0,1,0,0,6,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,4,2
Zotu4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu409,1378,248,55,0,0,0,2,22,0,0,0,0,1,36,50,3,0,0,0,0,5,0,6,0,0,16,9,0,0,0,25,95,17,0,0,1
Zotu4090,43,11,4,0,0,0,0,4,0,0,0,0,2,4,3,0,0,0,0,4,0,0,0,0,1,3,2,0,0,0,2,1,0,0,0,0
Zotu4091,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0
Zotu4092,0,0,0,0,0,6,0,0,0,1,21,46,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu4094,0,0,0,0,0,1,0,0,1,1,11,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
Zotu4095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0
