,DLSt01,DLSt02,DLSt03,DPSt01,DPSt02,DPSt03,HLt01,HLt02,HLt03,SLTt01,SLTt02,SLTt03,SLt01,SLt02,SLt03,XSt01,XSt02,XSt03
otu4365,61,6,2,0,0,0,3,0,0,2,0,0,5,0,5,0,0,0
otu4367,2,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0
otu4369,1,1,1,0,1,0,1,0,0,0,0,0,2,7,1,0,0,0
otu437,0,0,0,0,0,2,13,63,0,2,0,0,2,1,8,1,3,2
otu4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu4372,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,13
otu4374,1,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0
otu4375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu4378,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0
otu4379,0,0,6,0,0,0,2,0,29,0,0,2,1,0,0,3,6,0
otu438,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
otu4381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
otu4382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu4383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
otu4385,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,0,0
otu4386,2,7,4,1,1,0,0,0,0,0,0,0,9,7,2,1,1,0
otu4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu4388,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
otu439,63,11,35,5,14,8,23,9,41,12,4,12,15,1,23,8,23,2
otu4391,5,4,43,0,0,0,0,0,6,0,0,3,4,0,2,0,0,0
otu4392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4393,0,0,1,0,2,5,0,0,0,0,0,2,0,0,5,0,1,0
otu4394,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu4396,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
otu4397,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
otu4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
otu4399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu44,405,624,376,416,312,93,32,6,17,80,84,46,998,3207,442,156,919,22
otu440,87,127,88,0,0,102,1,0,0,1,1,1,99,2,950,0,0,0
otu4400,0,0,0,0,0,0,10,29,0,1,0,0,0,0,0,1,1,3
otu4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4405,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
otu4406,0,0,0,0,0,4,0,0,1,0,0,0,0,3,4,0,3,1
otu4407,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
otu4408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
otu4409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu441,49,18,9,40,19,17,43,0,2,50,22,13,21,26,44,11,33,26
otu4410,3,7,3,0,0,1,2,14,0,0,0,0,3,0,3,1,1,0
otu4411,0,0,0,0,0,2,6,0,2,0,0,0,0,0,2,9,9,0
otu4412,0,0,0,0,0,5,1,0,0,1,0,0,0,0,2,0,0,0
otu4413,0,0,0,0,0,0,3,14,6,1,0,1,0,0,0,1,1,0
otu4414,1,1,5,0,0,1,10,0,27,0,0,1,0,0,4,4,8,0
otu4415,0,1,0,20,3,2,0,0,0,1,2,2,4,0,0,2,1,0
otu4416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4417,1,3,3,3,0,1,2,0,1,0,0,4,3,0,0,2,0,0
otu4418,7,2,5,7,3,10,17,0,0,7,1,1,11,2,23,5,4,8
otu4419,8,7,7,14,1,7,0,0,2,1,8,1,33,18,13,1,3,1
otu442,5,5,6,120,14,22,22,9,9,18,17,13,37,3,11,61,8,63
otu4421,0,4,2,0,0,3,2,0,3,2,5,3,2,0,0,2,3,1
otu4422,2,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
otu4423,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3
otu4424,2,1,5,2,0,1,1,0,3,0,0,3,2,0,1,2,2,0
otu4425,6,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,1
otu4427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4429,0,1,0,0,0,0,6,0,1,0,6,0,0,0,0,1,2,0
otu443,0,0,0,0,3,0,0,1,0,0,0,0,1,12,1,0,0,45
otu4431,0,0,3,0,1,0,0,0,0,0,0,0,3,0,4,1,1,0
otu4432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4433,4,4,1,0,0,2,9,9,1,1,1,0,0,0,1,0,0,0
otu4434,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0
otu4437,5,1,2,0,3,0,0,0,0,0,0,0,5,8,3,2,4,0
otu4438,2,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,2
otu4439,0,0,0,1,0,4,1,0,3,1,0,17,0,0,1,0,0,0
otu444,4,5,23,30,1,43,26,0,54,9,2,19,16,0,38,86,25,9
otu4441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu4443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu4444,0,10,0,5,2,3,0,0,0,1,24,2,0,0,0,0,0,0
otu4445,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
otu4446,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
otu4447,1,1,3,0,1,0,1,0,0,0,0,0,2,0,0,0,5,0
otu4448,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,1,10
otu4449,0,0,1,25,2,4,0,0,0,5,5,8,9,0,0,7,2,0
otu445,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,6
otu4453,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1
otu4454,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
otu4455,0,0,4,10,2,4,0,0,0,2,1,10,5,0,2,3,2,0
otu4456,5,6,1,1,1,1,1,0,5,1,2,1,3,0,1,3,3,0
otu4457,6,3,0,2,2,0,0,0,0,0,0,0,1,1,1,0,2,5
otu4458,1,1,7,0,0,2,0,0,0,0,2,0,1,0,3,0,0,0
otu4459,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
otu446,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
otu4460,5,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0
otu4462,2,1,5,3,1,2,2,0,0,3,1,1,1,1,6,0,1,2
otu4463,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
otu4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
otu4465,12,1,0,2,5,2,2,0,0,37,8,8,0,0,0,2,0,0
otu4466,1,35,1,0,0,2,0,0,0,3,6,1,3,0,2,0,1,0
otu4468,0,4,0,4,4,8,0,0,0,3,25,6,0,0,0,0,0,0
otu4469,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu447,1,2,2,0,1,0,0,0,0,0,0,0,0,91,0,0,6,3
otu4470,0,0,0,0,1,0,0,0,0,0,0,0,7,18,0,1,1,0
otu4473,0,0,0,33,2,2,1,0,0,4,3,2,4,0,0,5,0,2
otu4474,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
otu4475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
otu4477,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu4478,0,2,0,0,0,0,1,1,0,0,3,0,0,0,0,2,3,0
otu4479,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
otu448,26,29,16,2,43,0,0,0,0,0,0,0,28,20,36,0,44,22
otu4480,2,4,1,2,2,13,1,0,0,0,1,0,6,1,41,0,1,1
otu4481,1,8,2,3,0,1,1,23,0,0,1,0,2,0,0,0,2,1
otu4482,2,2,0,0,1,0,0,0,0,0,0,0,7,6,2,1,2,0
otu4483,0,3,0,0,2,1,1,0,0,0,3,3,2,0,0,0,6,0
otu4484,0,0,0,0,0,0,0,20,0,0,0,0,1,1,0,3,0,0
otu4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
otu4489,2,18,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
otu4490,2,4,1,1,0,0,0,0,0,0,0,0,8,5,3,0,5,0
otu4491,0,0,0,4,0,0,0,0,3,1,0,1,2,0,0,0,0,0
otu4492,3,10,7,3,0,7,1,1,0,1,1,1,1,0,3,0,0,0
otu4493,9,0,0,0,0,0,32,0,3,1,0,0,0,0,1,2,5,12
otu4497,0,1,0,3,6,0,0,0,0,0,0,1,3,0,1,6,1,0
otu4498,4,2,1,10,3,6,4,0,3,1,4,4,2,0,1,4,1,1
otu4499,0,0,0,0,0,0,4,0,9,0,0,2,0,0,0,2,1,0
otu45,59,49,587,129,80,127,3,0,146,121,107,1156,84,3,58,1,0,11743
otu450,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0
otu4500,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,5,0
otu4501,1,10,10,4,0,0,0,0,0,0,0,0,44,1,6,12,1,0
otu4502,1,0,0,0,0,0,2,0,0,5,1,1,0,0,1,0,1,0
otu4503,0,0,1,0,1,13,6,0,2,2,1,3,0,0,0,0,1,1
otu4504,0,1,0,5,1,3,0,10,0,31,10,2,0,0,0,0,0,0
otu4505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
otu4506,1,1,0,0,7,3,0,0,0,0,0,0,0,0,17,0,0,0
otu4507,0,0,5,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0
otu4508,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
otu4509,2,2,1,0,0,0,4,0,11,0,3,3,0,0,0,0,2,2
otu451,2,4,8,11,13,8,27,36,27,6,2,7,12,7,18,45,27,7
otu4510,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
otu4511,4,2,0,5,2,3,3,0,2,2,1,0,8,4,7,0,7,1
otu4513,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4514,1,1,1,0,1,0,0,0,0,0,0,0,1,16,0,0,5,0
otu4515,3,7,9,2,2,1,0,0,0,2,2,0,17,2,8,2,3,0
otu4516,4,1,2,3,0,0,1,0,1,2,1,0,3,1,3,1,1,0
otu4517,3,4,0,2,3,4,4,12,0,19,6,4,0,0,0,0,0,0
otu4518,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu4519,0,0,0,2,1,1,0,0,1,2,0,13,0,0,0,0,0,13
otu452,314,53,91,18,12,27,68,1,36,42,13,32,46,1,85,18,39,19
otu4523,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
otu4524,2,1,2,2,0,4,2,0,5,0,2,0,2,0,2,1,1,0
otu4525,4,4,1,0,0,4,0,2,0,0,0,0,9,0,29,0,0,0
otu4527,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
otu4528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
otu453,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0
otu4530,1256,0,5,1172,875,1271,1311,0,2,6297,1181,1110,2,0,4,2,6,0
otu4532,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0
otu4533,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,1,2,0
otu4534,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
otu4535,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
otu4536,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,1,0
otu4537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1
otu4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4539,4,2,2,0,0,3,4,3,0,0,0,0,5,0,11,1,1,4
otu454,35,6,46,22,2,8,49,0,29,18,2,31,41,35,19,48,36,62
otu4541,0,4,0,1,4,4,0,0,0,2,30,3,0,0,0,0,0,0
otu4545,10,2,21,0,0,3,9,8,2,0,0,2,1,0,1,0,1,1
otu4546,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
otu4549,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,0,0
otu4550,0,0,2,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0
otu4551,7,0,3,5,0,2,27,0,7,3,1,3,1,0,0,6,8,24
otu4552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4553,5,0,0,0,0,1,2,0,3,1,0,1,0,0,1,1,3,0
otu4554,0,2,6,2,0,1,1,1,0,3,12,4,0,0,0,0,1,1
otu4555,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0
otu4556,14,5,11,12,5,3,3,1,1,2,6,4,12,7,9,1,1,1
otu4557,2,0,1,1,1,0,1,0,0,5,1,1,1,0,0,0,0,0
otu4558,10,5,11,0,0,1,1,0,0,0,0,0,6,0,35,0,0,0
otu4559,3,5,1,0,0,6,0,0,0,0,0,0,2,0,49,0,0,0
otu456,2,124,0,74,67,93,1,0,0,92,1078,69,1,0,0,0,1,0
otu4561,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu4564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4566,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu4567,0,2,2,0,0,0,0,39,1,0,0,0,0,0,1,0,0,0
otu4568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
otu457,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
otu4570,0,0,0,0,0,0,7,8,39,0,0,0,0,0,0,1,8,0
otu4571,5,0,0,0,0,0,5,0,0,12,0,0,0,0,2,0,1,0
otu4573,0,1,3,1,0,0,1,0,2,1,0,0,1,0,0,5,1,0
otu4575,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu4577,0,4,0,3,1,4,1,0,0,9,20,2,0,0,0,1,0,0
otu4578,0,0,0,1,0,7,4,0,2,0,0,0,0,0,5,21,16,0
otu4579,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,4,0
otu458,0,114,0,0,0,0,0,3,3,0,87,0,0,0,1,0,0,0
otu4580,0,0,8,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0
otu4581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4582,1,5,25,0,0,0,1,0,6,0,0,3,2,0,1,2,1,0
otu4584,3,10,0,0,0,0,47,0,1,3,0,0,0,0,0,1,3,9
otu4585,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,9,0
otu4586,1,37,2,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0
otu459,37,51,21,6,5,16,68,2,27,22,28,12,5,1,14,16,19,35
otu4590,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,5
otu4591,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
otu4593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4594,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu4595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4597,13,4,5,1,1,1,6,0,3,3,0,0,6,5,13,1,6,3
otu4598,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0
otu4599,4,0,0,3,0,2,0,2,4,0,0,1,0,0,0,1,1,0
otu46,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
otu460,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0
otu4601,3,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,8,0
otu4602,0,1,13,0,0,1,0,0,3,0,0,6,1,1,2,0,0,0
otu4607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4608,0,0,0,3,31,0,0,0,0,3,3,2,0,0,0,0,6,0
otu4609,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0
otu461,34,2,0,1,4,4,19,0,0,20,0,0,0,1,8,3,37,0
otu4610,0,4,0,0,2,2,0,1,0,1,4,0,0,0,1,0,0,0
otu4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4614,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,2,0
otu4615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4616,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
otu4617,2,14,1,4,1,22,0,0,0,2,6,2,1,0,6,0,0,0
otu4619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu462,0,0,31,76,30,70,0,0,43,132,111,1151,2,0,0,1,0,0
otu4621,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0
otu4622,1,0,0,2,4,1,2,0,1,2,0,1,2,5,3,2,6,1
otu4623,0,0,1,5,0,3,1,0,0,2,1,1,3,0,6,4,0,0
otu4624,0,1,0,1,0,0,6,1,1,0,0,0,1,0,0,3,2,1
otu4625,0,0,0,0,0,2,36,0,2,2,0,0,0,0,0,1,1,13
otu4627,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0
otu4628,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu463,7,124,5,53,4,38,24,0,29,9,117,22,49,0,43,95,51,1
otu4630,1,1,1,6,0,0,1,0,0,0,0,0,6,0,1,4,0,0
otu4631,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,2,0
otu4632,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,3,0
otu4633,1,6,3,0,0,0,0,0,1,0,0,1,2,0,8,0,3,13
otu4635,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu4636,0,0,1,0,0,0,0,15,0,1,1,0,0,0,0,0,0,1
otu4638,19,5,1,0,0,0,8,0,0,6,0,0,3,0,2,1,0,1
otu4639,1,2,0,2,3,3,2,1,0,21,8,3,0,0,0,0,0,20
otu464,43,60,39,9,0,2,36,23,32,23,53,31,14,1,9,10,0,0
otu4640,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu4644,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0
otu4645,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0
otu4646,2,1,0,3,0,2,0,0,0,1,0,0,0,2,1,2,4,0
otu4647,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
otu4649,0,0,0,7,0,1,1,0,4,0,0,2,3,0,0,6,1,0
otu465,0,5,0,0,0,0,6,7,11,0,6,0,0,0,0,11,20,0
otu4650,4,1,1,1,0,1,3,0,2,1,2,0,3,0,4,1,3,1
otu4651,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu4653,8,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0
otu4654,1,0,0,0,0,0,16,2,1,2,0,0,0,0,0,2,0,6
otu4655,2,2,3,0,2,0,0,1,0,0,0,0,2,1,5,0,11,0
otu4656,1,1,6,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0
otu4657,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
otu4658,2,3,2,0,0,0,2,0,1,1,0,1,1,0,0,0,0,3
otu4659,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,1,0,0
otu466,0,1,0,0,0,0,1,9,0,0,0,0,0,5,0,0,4,0
otu4661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4662,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,2,0
otu4663,7,2,2,28,0,9,3,0,1,3,3,3,3,0,5,4,6,1
otu4664,2,2,2,0,6,0,0,0,0,0,0,0,4,1,2,0,12,0
otu4665,5,0,0,1,0,0,1,1,7,1,0,0,0,0,0,1,1,1
otu4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4668,6,0,0,10,2,0,5,0,1,11,2,2,1,0,0,0,0,0
otu4669,1,2,2,28,1,6,2,0,0,7,0,5,12,0,1,10,0,1
otu467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5
otu4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu4673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
otu4674,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
otu4675,0,2,0,0,1,1,0,20,0,0,29,1,0,0,0,0,0,0
otu4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4677,0,0,1,0,0,1,4,0,20,0,0,2,0,0,0,6,3,0
otu4678,0,4,14,0,0,0,8,12,0,0,0,3,1,0,5,0,0,0
otu4679,1,1,0,0,2,2,0,0,0,1,22,1,0,1,0,0,0,0
otu468,1,1,0,0,1,0,0,0,0,0,0,0,0,21,1,0,1,9
otu4680,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu4681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4682,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
otu4683,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0
otu4685,3,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,5,0
otu4686,0,0,0,0,0,0,31,0,8,2,0,0,0,0,0,2,3,7
otu4687,2,2,1,0,2,0,0,0,0,0,0,1,4,4,4,0,8,3
otu4688,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu469,44,1,0,13,8,142,609,0,52,80,19,16,0,0,8,65,78,334
otu4692,4,4,4,2,0,1,1,0,0,0,0,0,33,0,7,4,0,0
otu4693,2,2,0,0,1,0,0,0,0,0,0,0,20,2,3,2,0,1
otu4694,1,1,1,0,0,1,5,1,2,0,8,0,0,1,0,0,1,7
otu4695,0,6,1,3,0,1,0,0,4,1,2,6,0,1,0,0,1,0
otu4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu4697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
otu47,0,5,1,0,1,0,2,1,4,0,0,1,0,30,3,0,10,160
otu470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4700,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0
otu4701,3,1,12,0,0,0,0,3,1,0,0,1,1,0,2,0,0,0
otu4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4706,0,0,1,1,1,0,0,0,4,1,6,12,0,0,4,0,1,1
otu4709,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu471,0,0,0,0,0,0,0,19,0,0,0,0,0,9,1,0,0,7
otu4710,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
otu4711,5,0,0,2,0,2,0,1,0,2,0,1,0,0,0,0,1,0
otu4712,3,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
otu4713,3,0,0,4,4,3,11,0,0,34,5,9,1,0,0,2,2,1
otu4714,3,0,0,0,0,0,45,0,2,2,0,0,0,0,0,3,1,16
otu4717,2,7,0,6,2,1,3,0,0,1,3,5,2,2,8,1,4,2
otu472,15,0,18,43,19,5,14,6,18,14,5,10,59,8,6,39,35,12
otu4720,0,3,0,3,1,1,0,0,0,3,13,10,0,2,0,0,0,0
otu4721,2,2,2,0,0,2,0,0,0,0,0,0,4,0,31,0,0,0
otu4722,1,0,1,15,4,3,0,0,0,2,2,1,6,3,0,4,0,0
otu4723,3,1,2,2,0,0,6,0,20,0,0,2,1,0,0,5,7,0
otu4724,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0
otu4728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu473,78,100,43,24,13,22,49,30,13,169,42,35,36,2,24,65,16,348
otu4730,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
otu4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu4733,4,15,11,0,0,14,1,0,1,3,2,5,6,0,6,0,0,0
otu4735,1,1,4,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0
otu4736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33
otu4738,1,2,4,0,0,4,0,0,0,0,0,0,4,0,29,0,0,0
otu4739,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu474,15,17,133,9,2,4,162,0,581,5,2,85,80,7,19,120,169,9
otu4743,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
otu4744,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0
otu4745,1,4,0,2,1,3,3,1,2,1,0,0,5,4,7,2,3,1
otu4746,0,2,0,3,0,5,0,7,0,1,21,3,0,0,1,0,0,0
otu4747,3,26,1,2,2,2,2,0,0,3,28,2,3,0,2,5,0,0
otu475,122,2,75,0,2,1,5,5,39,1,0,45,4,4,3,0,1,14
otu4750,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
otu4751,0,2,0,3,3,4,0,0,1,1,28,1,1,0,0,3,0,0
otu4752,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
otu4753,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
otu4754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
otu4756,0,0,0,0,0,1,0,2,1,0,0,0,1,2,0,1,0,0
otu4758,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,5
otu476,20,19,22,0,23,0,0,1,1,0,0,0,10,27,17,0,48,40
otu4760,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0
otu4761,0,5,0,1,0,0,0,0,0,0,4,0,5,0,2,3,1,0
otu4763,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0
otu4764,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,4,0,0
otu4765,0,1,0,5,3,4,0,0,0,8,10,3,1,0,0,0,0,0
otu4767,3,58,5,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0
otu4769,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,0,0
otu477,44,247,71,13,1,24,143,6,53,25,42,12,40,20,81,42,48,73
