,DLSt01,DLSt02,DLSt03,DPSt01,DPSt02,DPSt03,HLt01,HLt02,HLt03,SLTt01,SLTt02,SLTt03,SLt01,SLt02,SLt03,XSt01,XSt02,XSt03
otu13789,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu1379,4,6,0,1,3,7,146,0,6,18,48,6,0,0,0,6,27,36
otu13790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu13792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13795,3,1,2,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1
otu13796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu138,1155,463,203,175,146,219,303,2,68,194,253,70,221,5,339,88,179,46
otu1380,0,0,0,6,0,0,0,0,0,1,0,0,20,0,0,9,1,0
otu13805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
otu1381,45,9,107,11,1,1,15,7,15,6,0,13,40,0,11,97,14,0
otu13817,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
otu1382,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0
otu13826,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
otu1383,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
otu13830,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
otu13831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13835,3,0,0,0,0,0,13,0,0,3,0,0,1,0,0,0,5,22
otu13836,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
otu1384,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0
otu13841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu13846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1385,0,3,0,0,0,1,4,1,2,0,3,0,0,6,1,1,7,3
otu13851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu13854,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu13857,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1386,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu13865,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1387,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
otu13871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13873,2,1,4,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0
otu13874,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu13878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1388,4,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,4
otu13881,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13892,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13893,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13896,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu139,103,107,80,104,86,89,48,0,14,45,29,19,678,199,159,70,207,8
otu1390,7,3,4,1,4,6,2,6,1,0,0,0,5,1,32,3,0,1
otu1391,1,2,1,5,0,23,1,0,3,2,1,0,1,0,29,5,2,2
otu13913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu13914,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
otu1392,12,15,130,2,0,5,0,107,12,0,1,23,15,0,22,1,0,0
otu13920,0,0,0,4,1,2,1,0,0,6,0,1,0,0,0,0,0,0
otu1393,9,7,4,8,13,2,1,0,1,2,2,7,58,44,12,4,11,5
otu13931,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
otu13932,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu1394,1,0,0,0,0,23,31,0,17,0,0,0,0,0,28,29,44,0
otu13943,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
otu13945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1395,4,1,1,3,2,1,3,0,6,1,2,0,2,0,1,1,3,0
otu13951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1396,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
otu13960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13961,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu13963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13966,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
otu1397,1,15,1,13,13,62,1,22,0,23,141,14,0,0,8,0,0,3
otu13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13975,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1398,6,3,3,5,10,6,2,0,2,11,3,0,1,1,13,4,30,3
otu13985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1399,3,5,2,0,5,0,0,0,0,0,0,0,2,8,1,0,17,8
otu13998,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
otu14,19,15,27,3348,5,316,2261,0,1628,16,12,15,4271,0,362,29320,3877,0
otu140,64,9,24,2532,494,395,41,4,46,389,289,296,533,12,10,352,118,10
otu1400,0,13,0,0,0,1,6,1,3,0,12,0,0,1,0,4,4,1
otu14001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
otu1401,0,1,6,4,1,6,12,12,154,2,3,31,5,0,1,21,13,0
otu14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1402,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
otu14027,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
otu1403,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu14033,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
otu1404,1,3,4,0,4,0,0,0,0,0,0,0,6,6,5,0,7,6
otu14041,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0
otu14048,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
otu1405,7,0,1,11,0,0,104,0,5,6,1,3,1,0,0,8,23,50
otu14057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu1406,0,0,20,0,0,0,24,8,141,0,0,14,0,0,1,25,27,0
otu14068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1407,2,1,3,0,3,0,2,3,0,1,2,0,0,0,2,1,0,71
otu1408,3,3,1,0,0,6,4,18,1,1,2,0,0,4,6,1,2,0
otu14080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu14081,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1409,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
otu14090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu14097,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
otu141,56,70,51,0,63,0,0,1,0,0,0,0,75,173,57,1,163,142
otu14107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1411,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0
otu14111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
otu1412,0,0,0,5,1,1,0,0,0,1,1,11,0,0,0,0,0,0
otu14121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu14123,0,3,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
otu14129,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1413,0,0,0,6,22,1,0,0,0,0,0,0,5,0,2,4,31,0
otu14131,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
otu14133,4,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1
otu1414,11,11,2,1,6,0,0,0,0,0,0,0,19,43,7,1,19,0
otu14142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14145,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
otu14149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1415,10,9,13,10,3,0,0,0,0,1,0,0,134,37,16,5,9,0
otu1416,0,0,18,0,0,0,0,0,18,0,0,12,0,3,0,0,1,5
otu1417,0,0,0,0,0,0,0,275,0,0,2,0,0,0,0,0,0,0
otu14178,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
otu1418,112,23,11,12,5,4,15,16,2,37,11,2,19,0,20,4,2,0
otu14185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1419,0,1,25,21,20,17,0,1,12,19,34,216,0,0,0,0,0,0
otu14190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu142,109,381,123,177,61,71,141,157,71,79,88,83,179,15,209,601,171,182
otu1420,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,415
otu14204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14207,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
otu1421,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,2,0,0
otu1422,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu1423,36,15,12,15,2,2,12,31,3,11,2,7,14,1,8,10,6,0
otu14231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
otu14238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1424,7,0,0,1,0,0,16,0,1,1,0,0,1,0,0,4,6,6
otu14245,0,0,0,3,1,0,0,0,0,0,0,2,3,0,1,0,0,0
otu1425,1,2,1,1,0,25,1,1,2,1,0,4,3,2,29,1,4,1
otu1426,29,17,7,25,10,19,8,24,2,96,38,21,4,0,12,6,1,2
otu14264,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14268,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
otu1427,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
otu14271,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
otu14277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1428,34,8,15,0,5,0,10,0,9,10,0,7,8,0,6,2,3,0
otu1429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu143,2,4,0,0,5,0,0,2,0,0,0,0,2,175,0,0,6,5
otu1430,29,29,218,1,0,1,6,0,24,1,0,23,28,0,29,2,3,5
otu1431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1432,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
otu1433,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu14333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14334,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0
otu14336,0,1,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0
otu1434,5,0,7,2,2,2,2,0,12,3,1,4,3,0,0,4,6,0
otu1435,6,0,0,1,1,0,3,2,0,6,0,0,1,0,0,2,2,0
otu14356,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
otu14358,0,2,1,1,0,1,0,1,3,0,3,2,0,0,1,1,2,0
otu14359,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu1436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu1437,17,59,17,9,4,6,9,17,1,22,20,21,10,1,17,6,1,12
otu14375,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1
otu1438,3,3,1,0,1,0,0,0,0,0,0,0,2,6,2,0,6,18
otu14380,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,0,0
otu14387,0,11,0,0,0,0,3,0,4,0,6,0,0,0,0,2,8,0
otu1439,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu14395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
otu14396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14397,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
otu144,448,204,96,10,6,170,476,1,174,55,57,31,65,4,376,212,366,111
otu1440,0,0,0,215,10,34,0,0,0,20,15,27,60,0,0,39,2,0
otu14402,0,0,2,2,2,3,0,0,0,0,1,0,2,0,0,1,2,1
otu1441,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
otu14412,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1442,1,0,0,4,7,4,0,0,0,1,0,0,3,7,2,3,15,14
otu14420,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14421,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
otu14425,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
otu1443,1,2,10,3,0,2,6,47,7,2,0,4,3,1,4,30,1,2
otu14435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14442,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
otu1445,26,1,0,5,8,12,6,0,0,12,3,3,5,2,6,7,6,3
otu14453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu1446,0,0,1,1,3,9,0,0,0,0,1,1,5,4,7,5,9,3
otu14460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1447,2,5,9,0,2,7,4,3,3,0,1,2,2,0,12,6,16,1
otu14473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu1448,0,5,0,0,0,0,8,27,4,0,1,0,0,0,0,4,8,0
otu14481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1449,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,7,0
otu14492,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14495,0,0,13,5,0,0,19,0,171,0,1,10,3,0,0,23,23,0
otu145,170,146,160,126,78,0,0,0,0,2,0,2,1397,974,114,92,129,1
otu1450,73,52,6,0,1,2,8,0,0,5,8,1,4,0,4,0,4,0
otu14503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14505,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
otu1451,0,0,0,0,0,26,5,0,8,0,0,0,3,0,11,22,7,0
otu1452,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
otu1453,3,8,2,54,9,19,20,10,6,15,14,9,7,0,11,18,10,3
otu14533,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0
otu14543,0,2,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,2
otu1455,9,136,11,0,1,1,0,78,0,3,39,1,11,0,8,0,0,18
otu14558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14559,0,1,0,1,1,2,0,0,1,0,2,0,3,1,6,2,1,4
otu1456,11,14,109,3,0,1,10,5,10,2,0,10,14,0,7,45,3,3
otu14563,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0
otu14565,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu1457,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3
otu14571,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14572,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14574,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
otu14575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14576,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14577,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0
otu14579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1458,1,3,0,0,1,0,7,1,4,0,6,0,0,0,0,2,4,0
otu14582,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
otu14583,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
otu14584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14585,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14586,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
otu1459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu146,23,5,64,22,7,18,232,237,477,28,19,72,24,32,19,71,84,123
otu1460,0,5,1,0,0,0,4,12,7,1,0,0,1,5,0,1,5,1
otu14600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14602,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
otu14603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1461,14,9,5,7,5,1,8,0,1,11,2,0,76,2,4,11,27,2
otu14611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14613,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu1462,3,17,1,12,9,12,7,1,5,14,128,15,1,0,0,1,3,1
otu14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1464,13,6,4,0,8,1,9,0,2,1,2,4,2,1,13,16,21,0
otu1465,0,0,0,0,0,0,0,5,1,0,1,0,0,2,0,0,1,0
otu14654,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
otu1466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0
otu14667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1467,102,33,16,13,10,13,21,0,18,10,7,4,42,0,11,9,11,4
otu14672,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
otu1468,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0
otu14680,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
otu14684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1469,9,2,3,3,1,6,5,0,1,6,30,5,0,3,3,0,1,9
otu14696,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
otu147,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9
otu1470,0,15,0,17,8,7,0,1,0,16,121,10,1,0,0,0,0,0
otu1471,2,1,10,0,1,0,24,2,1,1,0,0,1,1,1,7,4,40
otu14717,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0
otu1472,0,2,0,0,0,0,0,4,0,0,0,0,1,3,2,0,3,4
otu14722,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0
otu1473,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu14731,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu14734,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
otu14735,0,0,0,4,0,0,0,0,0,2,0,3,6,0,0,1,0,0
otu1474,0,7,0,0,1,0,3,4,1,0,3,1,0,0,0,6,11,0
otu14747,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0
otu14748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1475,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu14752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14754,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
otu14756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1476,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,6
otu14761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1477,9,11,9,25,4,4,27,0,10,9,8,7,5,1,4,6,14,13
otu14774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14776,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
otu14779,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
otu1478,20,26,21,0,0,15,0,0,0,1,0,0,32,0,133,0,0,45
otu14783,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
otu14788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1479,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,5
otu148,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
otu1480,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu14805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1481,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,4,9,0
otu14811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14812,1,0,0,0,0,0,1,0,4,0,0,1,2,0,0,0,0,1
otu14829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1483,18,13,80,4,1,5,0,52,11,1,2,15,16,2,39,2,2,2
otu14834,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1
otu14838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1484,1,1,0,23,0,6,6,0,10,0,0,0,15,0,3,46,15,0
otu14842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
otu1485,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
otu1486,0,2,24,18,16,35,0,0,26,20,27,218,0,0,1,0,0,0
otu14863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1487,4,1,28,5,0,2,31,0,27,4,0,11,0,0,5,4,0,11
otu14877,0,0,0,1,0,1,0,0,1,0,5,7,0,0,0,3,1,0
otu1488,0,7,0,0,0,0,6,0,4,0,4,0,0,1,0,5,12,0
otu14882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14884,0,3,0,5,1,4,3,0,0,16,3,3,0,0,0,0,0,0
otu14885,0,0,2,0,2,0,0,0,2,1,0,9,0,0,0,0,0,0
otu1489,0,2,1,11,10,95,4,28,6,4,7,11,1,0,11,10,10,2
otu14895,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
otu14896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu149,22,181,43,138,69,175,14,183,6,388,3347,175,13,0,4,58,9,291
otu1490,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu14901,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
otu14909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
otu1491,1,0,2,0,0,0,0,0,0,0,0,0,2,4,2,0,3,11
otu14912,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
otu14916,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
otu1492,2,3,3,0,2,0,0,0,0,0,0,0,1,11,0,0,6,6
otu14920,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu14925,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
otu14926,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14928,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
otu14929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14932,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
otu1494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14950,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1496,2,7,3,15,13,44,4,12,3,10,8,7,25,1,10,21,28,3
otu14961,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu1497,0,0,0,25,0,4,21,0,5,0,0,0,52,0,0,121,30,0
