,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu4357,0,6,1,0,6,0,7,0,1,0,0,0,6,7,0,4,4,50
otu4359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu436,32,24,68,13,80,54,148,61,24,9,13,38,364,60,104,68,5,51
otu4360,0,0,0,1,3,1,0,2,0,1,0,0,1,0,0,0,0,0
otu4361,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu4362,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0
otu4364,0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0
otu4365,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu4366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4367,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
otu4369,1,0,0,2,3,0,0,1,0,2,1,0,1,0,0,2,1,4
otu437,5,292,60,5,5,2,18,9,3,10,2,59,4,4,2,1,8,9
otu4370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4371,0,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0
otu4372,0,0,0,3,1,1,0,0,0,0,8,0,0,0,0,0,0,0
otu4373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4374,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4375,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu4377,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4378,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0
otu4379,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,4,0
otu438,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0
otu4381,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4382,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu4383,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu4385,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,1,0
otu4386,2,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0
otu4389,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu439,9,18,38,55,10,24,11,4,62,71,10,9,9,8,17,4,6,8
otu4391,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4393,0,5,0,0,2,0,5,0,0,0,0,0,7,6,1,14,3,35
otu4394,0,0,0,0,1,3,0,0,0,2,0,0,2,0,0,2,3,6
otu4396,2,5,0,0,5,0,0,2,1,0,0,0,0,2,8,2,0,10
otu4397,0,2,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,1
otu4398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4399,0,0,2,2,0,2,7,0,0,136,3,0,0,1,0,0,0,1
otu44,400,26,68,30,654,59,45,41,30,55,815,29,59,37,181,203,19,40
otu440,0,87,1,3,0,0,3,0,0,1,2,0,1,0,0,0,75,91
otu4400,0,0,0,3,0,1,2,0,0,9,1,2,0,0,1,2,1,0
otu4401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu4402,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu4403,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0
otu4404,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0
otu4405,0,0,0,0,0,4,0,0,0,0,0,11,1,0,0,0,0,0
otu4406,5,2,1,0,4,0,1,2,0,0,15,3,0,0,3,0,13,1
otu4407,4,2,2,2,0,0,0,9,1,98,0,1,2,1,2,0,0,0
otu4408,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
otu4409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu441,55,44,191,52,119,134,198,68,36,89,257,18,96,34,57,46,19,106
otu4410,0,0,5,2,0,9,8,0,3,9,1,0,0,2,0,1,1,0
otu4411,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,43,8
otu4412,1,47,3,0,0,0,0,3,2,0,0,0,0,0,3,0,4,3
otu4413,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
otu4414,0,0,2,0,0,0,0,0,1,0,0,4,0,3,0,0,2,0
otu4415,0,1,0,1,1,0,0,0,0,2,0,0,1,0,2,3,0,1
otu4417,1,1,1,0,3,0,1,12,7,1,0,0,3,26,2,25,0,2
otu4418,1,3,2,4,1,2,4,1,1,2,4,3,0,0,0,3,3,1
otu4419,3,8,7,2,7,0,5,8,3,1,7,1,6,5,17,11,3,25
otu442,1,5,6,19,6,11,21,14,1,56,16,3,19,3,26,40,5,7
otu4420,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu4421,1,5,2,2,4,3,5,0,6,5,1,2,11,25,4,14,2,7
otu4422,0,4,4,4,0,0,37,0,1,1,1,0,1,6,0,4,0,9
otu4423,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
otu4424,1,1,2,0,0,1,1,1,3,1,0,0,0,1,3,1,7,4
otu4425,8,2,26,0,8,1,5,1,0,0,0,0,1,5,3,0,0,1
otu4426,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4429,0,0,0,0,0,0,1,1,0,0,0,27,4,0,0,0,2,0
otu443,1,0,0,4,2,2,0,0,0,0,21,0,0,0,0,0,0,0
otu4431,0,0,0,2,2,0,0,0,0,3,1,0,0,0,0,0,1,0
otu4433,2,0,2,1,1,0,2,14,1,32,1,3,4,0,1,0,0,2
otu4434,0,0,0,5,0,1,0,0,0,5,0,0,0,1,0,1,0,0
otu4437,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0
otu4438,1,0,2,7,2,0,1,1,0,4,4,0,0,0,1,0,1,2
otu4439,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0
otu444,9,73,18,58,25,3,104,11,31,8,6,16,29,290,74,300,353,399
otu4440,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu4441,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu4444,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0
otu4446,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,1,1,0
otu4447,5,1,24,20,20,5,6,2,4,1,0,1,6,1,6,2,0,0
otu4448,0,0,0,1,1,4,1,0,0,6,21,0,0,1,0,2,0,2
otu4449,0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,6,0,1
otu445,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
otu4453,2,2,3,0,0,0,2,1,2,1,0,0,0,0,25,4,0,2
otu4455,0,3,1,2,3,0,2,2,0,0,1,0,4,4,3,27,9,1
otu4456,1,0,1,0,5,0,2,7,2,3,0,2,4,3,3,7,5,4
otu4457,33,2,5,0,3,0,1,2,0,0,0,0,1,8,9,1,0,1
otu4458,3,6,1,0,2,1,4,12,1,0,0,0,4,10,0,1,0,5
otu4459,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu446,0,1,0,2,1,6,0,0,0,1,1,0,0,0,0,0,0,0
otu4460,0,0,2,2,1,1,9,0,0,0,0,0,2,0,0,0,0,1
otu4462,2,1,6,1,3,5,7,1,5,8,0,1,4,10,1,3,1,3
otu4463,0,0,2,0,1,8,0,0,1,0,0,0,1,0,0,0,0,1
otu4465,0,0,5,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0
otu4466,0,0,1,1,0,0,0,3,0,2,0,3,6,0,0,0,0,0
otu4468,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,0,0,0
otu4469,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu447,2,0,0,0,5,0,0,0,0,0,138,0,0,0,0,0,0,0
otu4470,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0
otu4473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0
otu4474,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4477,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu4478,0,0,0,0,0,0,0,2,0,0,0,19,1,0,0,0,0,0
otu4479,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
otu448,60,0,0,0,28,0,0,1,0,1,35,0,0,0,0,0,0,0
otu4480,1,5,0,1,1,1,0,1,0,12,4,0,0,0,0,2,3,7
otu4481,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0
otu4482,1,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0
otu4483,12,8,3,4,3,0,2,13,4,1,0,5,5,0,8,4,1,1
otu4484,0,3,1,0,0,0,0,0,0,4,1,0,0,0,1,2,0,0
otu4486,53,6,1,0,9,0,0,3,2,1,0,0,0,0,3,0,1,3
otu4489,0,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0
otu449,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
otu4490,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
otu4491,2,0,6,3,0,15,0,2,3,0,0,0,0,0,12,0,0,2
otu4492,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1
otu4493,0,0,3,0,0,0,5,0,0,0,6,4,0,0,0,1,3,1
otu4494,0,0,0,1,0,2,4,0,0,4,0,0,0,0,0,0,0,0
otu4497,2,1,2,0,1,16,0,2,2,0,0,0,7,0,24,2,0,6
otu4498,0,0,1,0,0,2,0,0,1,3,2,1,0,1,4,2,1,1
otu4499,0,0,0,0,0,5,4,0,2,0,0,2,0,2,0,0,0,0
otu45,1,1,5,0,0,0,1,3,139,0,2534,1,2,114,3,0,1,2
otu450,0,0,0,0,0,1,0,0,0,18,1,0,0,1,0,0,0,0
otu4500,2,1,7,0,11,32,6,2,0,0,0,0,0,0,0,1,1,2
otu4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0
otu4502,5,0,15,0,9,11,17,1,3,1,0,0,7,4,4,1,0,7
otu4503,0,1,2,0,2,3,2,0,0,1,0,1,0,1,0,2,1,2
otu4504,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
otu4505,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu4506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
otu4507,3,0,0,23,5,0,3,0,2,7,11,0,8,55,0,8,2,5
otu4508,2,0,4,0,5,12,6,1,6,0,1,0,4,3,1,2,1,6
otu4509,1,2,3,0,0,0,2,12,0,3,11,3,3,2,2,0,2,0
otu451,2,5,1,10,3,512,2,3,4,16,11,7,0,5,4,14,15,8
otu4510,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,5
otu4511,1,2,3,2,3,3,2,2,9,0,1,2,1,3,2,0,0,3
otu4512,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4514,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
otu4515,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,0,1
otu4516,1,4,0,0,1,1,4,1,0,26,0,0,0,1,1,2,1,3
otu4517,0,1,4,0,0,1,4,0,0,0,0,0,3,0,0,0,0,1
otu4518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4519,0,0,0,0,0,0,0,0,4,0,8,0,0,5,0,0,0,0
otu452,21,40,57,30,113,13,264,35,50,18,31,17,139,320,45,92,95,244
otu4523,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4524,0,0,1,0,6,1,4,0,2,4,0,0,1,7,1,2,2,12
otu4525,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,6
otu4528,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu453,0,0,0,0,0,0,0,0,1,25,9,0,0,0,0,0,0,0
otu4530,2,4,1257,0,5,0,1236,5,4,0,0,7,4,2,5,3,2,4
otu4532,28,4,5,0,3,0,0,7,3,0,0,0,0,1,4,0,0,0
otu4533,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4534,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4535,0,0,0,3,0,0,1,0,0,0,6,0,0,0,0,0,0,0
otu4536,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4538,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4539,0,2,0,0,0,1,3,0,0,1,5,0,0,0,1,0,2,1
otu454,56,62,103,4,43,11,200,42,246,109,532,16,33,91,240,65,86,73
otu4541,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0
otu4545,0,2,1,0,0,1,0,0,2,0,0,0,1,2,0,2,11,0
otu4546,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4549,3,3,6,0,0,0,0,2,1,0,0,0,0,0,35,6,0,0
otu455,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4550,3,2,0,0,7,0,3,1,4,0,0,0,6,22,1,5,0,8
otu4551,0,1,2,0,0,1,4,1,3,0,19,3,0,2,5,2,3,3
otu4552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4553,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,4,5,9
otu4554,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0
otu4555,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,23
otu4556,3,2,7,1,8,6,6,2,0,0,0,0,1,8,2,1,2,14
otu4557,1,1,2,0,2,2,23,0,1,1,1,1,4,6,0,1,0,5
otu4558,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5
otu4559,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4
otu456,0,1,0,0,0,0,0,62,0,0,0,100,68,0,0,0,0,0
otu4561,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
otu4564,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
otu4565,1,1,3,1,0,2,0,0,0,0,0,0,0,0,5,2,0,0
otu4566,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu4567,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu457,0,0,0,1,0,1,0,0,0,47,0,0,0,0,0,0,0,0
otu4570,0,0,3,0,1,0,0,0,9,0,0,2,0,0,2,0,2,0
otu4571,0,0,6,0,7,0,61,0,0,0,0,0,6,4,0,3,1,10
otu4572,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4573,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,1,0
otu4574,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu4576,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
otu4577,0,0,0,0,0,0,0,3,0,0,0,3,3,0,1,1,0,0
otu4578,0,18,3,0,1,0,0,1,0,1,0,5,0,0,9,1,59,11
otu4579,3,1,1,0,10,25,3,1,1,0,1,0,5,3,4,0,1,2
otu458,0,0,0,314,121,2,121,82,3,4,2,89,1957,77,2,85,0,104
otu4580,11,9,9,0,0,0,0,8,37,0,0,0,0,10,5,0,0,0
otu4581,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
otu4582,0,0,1,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0
otu4584,0,0,3,0,0,0,1,2,0,0,0,3,0,0,0,0,3,0
otu4585,0,1,4,0,11,28,7,0,0,0,0,1,2,0,4,0,0,2
otu4586,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0
otu4587,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0
otu459,62,88,75,11,29,65,204,160,72,10,15,28,66,30,35,40,9,50
otu4590,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4594,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu4597,0,2,4,4,13,3,2,0,1,1,7,0,1,2,0,2,1,3
otu4598,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0
otu4599,0,2,0,5,1,1,3,1,2,3,0,0,0,1,1,1,2,0
otu46,1,0,1,3,1,0,1,0,0,3,3,0,0,1,0,2,0,4
otu460,0,0,0,14,0,0,0,0,0,9,4,0,0,0,0,0,0,0
otu4601,2,0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,0,0
otu4602,1,5,1,0,7,0,4,1,7,0,0,1,1,40,0,9,0,11
otu4603,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
otu4604,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4606,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0
otu4607,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4608,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu461,11,0,29,29,99,74,186,1,2,26,4,5,36,20,6,31,11,33
otu4610,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0
otu4611,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
otu4614,2,2,16,1,10,11,6,2,1,7,0,0,1,9,2,4,0,4
otu4615,2,0,2,9,2,0,8,0,0,5,37,0,8,8,1,5,0,3
otu4616,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,0
otu4617,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3
otu4618,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu462,0,0,0,0,0,0,0,0,66,0,0,0,0,26,0,0,0,0
otu4620,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
otu4621,2,1,16,15,29,5,2,2,5,0,0,1,3,2,4,5,0,4
otu4622,0,3,2,0,10,4,4,1,2,2,2,1,1,3,0,0,2,1
otu4623,0,3,4,0,2,1,3,6,2,0,0,0,4,3,7,7,3,18
otu4624,0,0,1,0,3,6,0,0,0,7,4,0,2,0,0,2,1,0
otu4625,0,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,3,0
otu4626,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4627,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
otu4628,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu463,16,67,21,5,126,1,108,170,21,5,11,204,668,139,129,270,119,278
otu4630,4,2,4,0,1,0,0,7,5,3,1,0,1,0,24,5,0,5
otu4631,15,2,15,4,1,0,2,5,0,2,0,0,0,6,1,0,0,2
otu4632,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,4
otu4633,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1
otu4634,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu4635,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu4636,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4638,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0
otu4639,0,0,2,0,0,0,6,1,0,0,2,0,2,0,0,0,0,0
otu464,31,21,63,75,87,8,424,59,376,16,7,52,703,77,161,73,8,104
otu4642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4644,1,0,0,5,2,1,0,3,3,9,0,0,3,0,2,5,0,0
otu4645,3,0,6,11,0,0,0,2,10,3,0,0,0,1,6,0,0,0
otu4646,0,0,5,0,2,0,9,4,1,5,1,0,2,4,3,9,3,3
otu4647,4,1,1,2,0,7,2,1,0,0,0,1,0,0,0,1,0,1
otu4649,0,2,1,0,4,2,3,0,1,0,0,1,5,2,4,34,3,10
otu465,0,0,0,5,0,3,0,5,0,3,0,195,3,0,0,0,4,0
otu4650,5,6,1,0,0,0,1,14,5,2,1,1,7,6,9,4,3,7
otu4651,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4652,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
otu4653,0,0,7,0,9,0,62,0,1,0,0,0,11,6,0,4,0,6
otu4654,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,1,0
otu4655,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4656,1,2,2,2,2,1,3,3,4,22,6,1,3,3,5,4,6,3
otu4657,0,1,0,0,1,0,3,0,0,0,0,0,7,3,0,7,2,73
otu4658,0,0,0,0,0,3,0,0,0,1,3,0,2,1,0,0,1,0
otu4659,1,2,2,1,0,1,2,0,0,8,1,0,0,0,0,1,0,0
otu466,0,0,0,15,0,3,0,0,0,8,4,7,2,1,0,0,0,0
otu4660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4663,0,2,0,1,6,0,8,0,1,3,1,1,7,21,6,10,1,35
otu4664,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4665,0,0,3,0,1,11,14,1,0,2,0,1,1,2,1,4,2,4
otu4667,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0
otu4668,2,4,29,0,0,0,10,3,3,0,0,0,0,7,6,0,0,1
otu4669,0,1,3,3,3,3,0,1,0,0,0,0,1,1,13,9,0,1
otu467,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
otu4670,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
otu4672,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
otu4673,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0
otu4674,0,4,1,0,2,0,2,0,2,0,0,0,2,2,4,4,3,30
otu4675,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu4677,0,1,0,0,0,1,0,0,1,1,1,4,0,1,0,1,1,3
otu4678,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0
otu4679,0,0,0,1,0,1,1,0,0,0,0,3,1,0,1,1,0,0
otu468,0,0,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0
otu4681,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0
otu4682,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu4685,3,0,17,0,20,30,1,3,2,0,0,0,0,5,5,3,0,1
otu4686,0,0,2,0,0,0,5,0,1,0,0,4,0,0,0,0,1,0
otu4687,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
otu4688,0,0,0,0,0,0,6,0,0,0,1,0,2,1,1,3,0,0
otu4689,0,0,0,5,0,0,1,0,0,3,0,0,1,0,0,0,0,0
otu469,0,13,49,0,1,0,85,1,0,0,40,62,0,0,0,1,47,11
otu4690,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4691,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0
otu4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1
otu4693,2,3,8,0,8,9,2,0,2,3,1,0,1,0,3,2,1,1
otu4694,0,0,0,9,2,0,1,0,0,4,16,1,12,4,0,1,0,7
otu4695,2,5,6,0,0,1,0,20,4,0,0,3,9,1,9,0,0,1
otu4696,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu4697,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0
otu4699,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,3,0,1
otu47,3,0,0,1,5,0,0,0,1,0,53,5,2,0,0,0,0,0
otu470,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu4700,0,2,3,0,0,0,0,2,6,0,0,0,0,0,75,1,0,0
otu4701,0,0,0,4,0,0,0,0,3,1,0,0,0,1,0,0,0,1
otu4702,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu4703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4706,0,2,1,0,3,0,1,0,2,0,1,1,1,3,0,0,0,0
otu4707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu471,0,0,0,31,0,8,0,0,0,23,17,0,0,0,0,0,0,0
otu4710,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,1,0,0
otu4711,0,0,2,0,0,0,2,3,0,12,0,1,4,0,0,1,0,2
otu4712,0,1,2,1,1,3,6,0,0,0,0,0,4,1,0,1,0,3
otu4713,0,0,3,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0
otu4714,0,0,2,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0
otu4715,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0
otu4717,2,1,1,1,2,2,3,1,2,5,0,1,1,4,2,1,1,2
otu4719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu472,68,54,120,23,83,62,25,35,99,327,9,3,14,24,286,79,16,23
otu4720,1,0,0,0,0,0,0,3,1,0,3,3,3,0,2,1,0,0
otu4721,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4722,2,1,0,0,2,4,0,0,0,1,1,0,0,2,2,9,0,0
otu4723,2,3,4,3,3,4,4,1,4,1,0,2,8,6,10,0,5,5
otu4724,5,2,10,0,12,14,0,4,0,0,1,0,2,0,2,1,0,1
otu4725,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4726,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0
otu4728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu473,3,3,31,1,2,23,33,7,4,9,101,16,15,7,15,11,6,2
otu4730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4731,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1
otu4732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu4733,0,2,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,2
otu4735,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,5,1
otu4736,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
otu4737,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
otu4738,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
otu4739,0,0,1,5,1,11,0,0,0,3,0,0,1,0,0,0,2,0
otu474,15,20,26,0,6,0,33,12,96,10,10,80,8,106,23,13,74,5
