,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu147,0,0,0,0,0,4,0,0,0,2,14,0,0,0,0,0,0,0
otu1470,0,0,0,6,0,0,0,9,0,11,0,14,20,0,0,0,0,0
otu14707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1471,0,0,1,3,0,7,3,0,0,9,7,3,2,1,0,0,4,1
otu14719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1472,1,2,0,1,1,0,0,1,4,0,0,1,0,0,2,1,0,0
otu14721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu14722,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu1473,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
otu14731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14734,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0
otu14735,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,0,0
otu1474,1,0,0,0,0,0,0,7,0,1,0,52,2,0,0,0,3,0
otu14747,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
otu14748,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0
otu1475,2,1,1,5,0,10,0,1,0,11,0,0,0,0,5,1,0,0
otu14752,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu14756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14757,0,0,2,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0
otu14758,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
otu14759,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu1476,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
otu14762,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14765,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu14768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu1477,5,7,6,13,9,7,14,11,11,20,14,8,31,53,8,18,5,17
otu14770,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu14771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14779,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
otu1478,0,10,0,0,0,0,1,0,0,0,27,0,0,0,0,0,14,9
otu14781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14784,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14787,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14788,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
otu1479,1,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0
otu14797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu148,0,0,0,2,0,0,0,0,0,166,0,0,0,0,0,0,0,0
otu1480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14802,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
otu14809,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
otu1481,0,0,0,3,0,196,1,0,0,0,1,3,0,2,0,0,9,2
otu14811,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
otu14812,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
otu1482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1483,5,10,8,2,1,24,5,3,14,2,8,3,0,9,2,3,5,10
otu14830,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
otu14834,2,1,0,0,2,3,0,1,2,1,0,0,0,1,0,1,0,0
otu14836,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu14837,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
otu1484,21,30,18,7,0,0,0,15,22,0,0,4,0,0,215,24,55,4
otu14842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1485,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0
otu1486,0,0,0,1,1,0,0,0,19,0,0,0,1,21,0,0,0,0
otu14862,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu14863,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,1,0,0
otu1487,2,12,4,0,9,5,19,0,9,0,14,1,16,231,1,19,8,26
otu14877,4,2,0,8,2,0,0,18,12,2,0,5,12,2,3,2,2,0
otu1488,0,0,0,0,2,0,0,4,0,0,0,43,4,0,0,0,6,1
otu14884,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1489,20,19,6,0,7,25,0,1,9,1,0,3,2,2,2,3,6,7
otu14893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14895,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14896,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
otu149,0,0,6,7,0,0,1,212,5,0,22,116,50,1,3,3,4,0
otu1490,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14901,1,0,0,1,1,4,0,0,0,1,0,0,2,1,0,0,0,0
otu14909,0,1,0,0,1,0,0,0,1,4,0,0,0,0,1,0,2,2
otu1491,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14912,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
otu14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14919,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0
otu1492,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0
otu14920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0
otu14924,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
otu14925,0,0,1,0,1,0,7,0,0,0,0,0,0,1,0,1,0,2
otu14926,1,0,3,0,2,2,3,0,0,0,0,0,0,0,1,0,0,0
otu14929,0,0,1,10,0,0,0,1,0,0,0,1,3,0,0,0,0,0
otu1493,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
otu14931,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
otu14933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1494,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
otu14941,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu14944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14948,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
otu14950,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0
otu14955,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu14957,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1496,92,36,21,1,20,3,4,41,16,4,11,1,7,4,89,41,10,5
otu1497,0,0,0,0,21,0,18,1,1,0,0,15,14,15,31,149,19,15
otu1498,0,2,0,3,0,7,0,1,0,1,0,1,0,0,1,0,1,8
otu14980,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,2
otu14981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14982,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
otu14986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1499,0,0,0,15,0,7,0,0,0,12,0,0,0,0,0,0,0,0
otu14993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15,981,4,1,3,996,0,2,3,2,0,0,3,2,6,1,0,60,0
otu150,33,35,67,83,48,74,77,46,181,99,23,120,124,167,145,94,142,58
otu1500,3,3,8,9,2,5,8,0,4,4,2,3,9,7,3,7,5,10
otu1501,4,0,8,9,6,8,65,1,4,98,3,0,4,3,1,10,3,8
otu15014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu15016,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu15017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1502,0,0,0,19,1,40,0,0,0,10,0,0,1,0,0,0,0,0
otu15022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1503,0,1,0,1,2,0,2,1,0,0,30,0,2,0,1,3,1,0
otu1504,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0
otu15042,0,2,1,0,6,10,3,5,2,0,0,0,0,0,0,0,0,3
otu1505,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu15052,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu15053,0,1,3,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
otu1506,2,11,9,0,1,0,4,0,0,0,1,0,0,0,1,2,9,13
otu15060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1507,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,0
otu1508,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu15084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
otu15085,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
otu1509,0,1,14,11,0,4,20,0,0,8,0,0,0,1,0,0,0,0
otu15093,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu1510,2,5,7,7,11,35,26,3,5,19,1,2,9,14,2,8,4,8
otu15101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
otu15106,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1511,2,2,9,8,13,26,61,12,4,5,2,15,97,33,5,27,13,46
otu15115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1512,0,0,0,8,0,5,1,0,0,9,0,0,0,0,0,0,0,0
otu15121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
otu15122,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu15123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
otu15124,0,0,0,1,2,0,2,0,0,2,2,0,1,0,0,2,0,1
otu15126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu15129,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1513,2,3,5,5,6,19,39,4,9,6,13,1,21,14,6,11,7,22
otu15132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15135,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
otu1514,3,3,2,3,9,3,3,0,2,3,14,1,1,5,5,6,6,1
otu15143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu15145,0,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15147,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu15148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu1515,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
otu15150,0,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0
otu1516,13,11,20,8,52,38,26,9,19,16,13,3,9,29,10,20,5,16
otu15168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
otu15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu15178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1518,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
otu15183,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu15185,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0
otu1519,1,16,9,11,11,7,44,13,7,1,2,4,45,63,12,21,69,33
otu15191,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
otu15195,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15196,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu152,1,0,1,46,2,19,1,2,0,35,1,64,2,0,0,0,7,0
otu1520,2,3,3,0,22,1,18,0,41,1,16,4,28,161,1,23,7,35
otu15200,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
otu1521,11,5,16,1,0,0,2,13,7,1,1,3,8,0,167,13,1,0
otu15213,0,0,0,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0
otu15215,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
otu15216,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu15217,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
otu15218,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
otu1522,66,16,14,0,9,0,7,7,6,0,5,10,1,0,6,3,9,4
otu15223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1523,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
otu15234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1524,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0
otu1525,4,26,4,0,14,2,15,10,1,2,5,2,17,4,6,14,13,81
otu15256,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
otu1526,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
otu15263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15264,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu15266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1527,1,16,0,6,18,0,13,0,0,13,2,12,18,20,27,118,50,44
otu15276,1,3,5,2,3,1,16,1,1,0,1,0,7,2,0,3,1,6
otu15285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu1529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu153,260,49,157,19,294,130,150,38,48,28,203,32,40,85,52,55,29,46
otu1530,0,0,0,1,0,0,0,0,0,0,22,0,0,1,0,2,0,0
otu15301,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
otu15302,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0
otu15308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1531,23,8,64,0,46,90,20,18,12,1,2,0,7,1,24,7,0,2
otu15310,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15317,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15322,0,3,6,0,0,1,2,1,2,1,1,0,0,0,1,0,0,1
otu15324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu15328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
otu15329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu15332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu15334,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
otu1534,2,2,7,13,11,12,5,8,6,17,3,5,25,28,2,17,2,7
otu1535,3,1,0,0,3,0,0,0,0,1,8,0,0,0,1,4,3,7
otu15356,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0
otu1536,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1538,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
otu15380,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15382,10,6,2,2,20,3,2,2,0,2,2,0,1,1,2,2,4,6
otu15383,14,4,11,4,4,4,3,1,2,3,1,2,18,9,4,4,4,18
otu15385,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
otu1539,0,14,0,0,7,0,8,0,0,0,0,27,15,7,3,21,83,41
otu15390,1,0,0,1,5,10,2,0,2,1,0,0,0,0,0,0,1,1
otu15393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu154,55,91,161,8,16,1,160,321,40,2,232,484,267,29,64,52,203,66
otu1540,35,14,18,11,16,2,16,21,10,103,14,9,5,6,8,60,14,33
otu15402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1541,8,0,0,0,13,0,0,0,0,0,28,0,0,0,0,0,0,0
otu1542,8,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0
otu1543,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
otu15446,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15452,5,1,1,1,3,0,3,0,0,0,1,0,1,0,0,1,0,5
otu15459,10,3,3,1,2,3,4,5,4,1,4,7,0,1,9,5,3,0
otu1546,0,0,0,2,0,1,0,2,1,1,0,32,5,0,0,0,2,1
otu15469,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,1,3,3
otu1547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu15470,1,0,1,0,5,2,0,0,0,0,0,0,0,0,1,2,0,0
otu15472,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu15473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
otu15474,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1
otu15478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1548,11,16,10,26,11,64,19,7,12,59,11,2,21,22,6,5,3,9
otu15484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu15488,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
otu1549,1,0,0,0,2,10,3,3,6,4,9,1,2,4,2,0,0,6
otu15492,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu155,121,0,1,0,126,0,0,0,0,0,213,0,0,0,16,27,0,0
otu1550,7,3,13,8,5,8,9,13,3,2,1,2,11,4,6,27,5,13
otu15500,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu15505,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3
otu15508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu15511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu15516,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1552,11,12,9,17,11,5,18,10,14,70,47,5,50,47,5,27,14,27
otu1554,2,0,0,0,11,0,0,0,0,0,8,0,0,1,0,0,0,0
otu15548,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
otu1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0
otu15552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu15555,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu15556,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0
otu1556,2,1,0,1,1,0,4,0,0,0,16,0,3,0,0,2,1,12
otu15560,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu15561,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
otu1557,10,0,0,0,17,0,0,0,0,0,16,0,0,0,2,0,0,0
otu15573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15574,0,2,0,1,0,0,1,0,0,0,0,0,4,1,0,1,0,0
otu15575,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu15576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu15577,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu1559,2,0,1,2,1,8,1,0,3,5,6,1,4,1,2,1,0,3
otu156,81,93,251,147,297,281,634,100,245,469,158,93,316,285,362,627,533,207
otu1560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15609,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1561,3,13,5,3,7,0,10,2,14,0,4,19,5,27,5,17,71,32
otu1562,1,1,1,8,1,14,5,0,0,0,0,1,0,0,0,0,5,1
otu15631,0,0,0,3,1,1,0,0,0,0,1,1,6,0,0,0,1,2
otu15632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1564,0,0,11,0,0,110,12,0,0,0,0,0,10,1,0,0,0,0
otu15641,0,0,0,0,1,3,4,3,0,1,0,0,3,2,0,0,1,2
otu15647,2,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,11,0
otu1565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu15651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu15653,4,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
otu15658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu15659,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0
otu1566,0,0,6,3,1,0,18,0,0,0,4,7,0,0,1,0,6,0
otu15662,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0
otu15667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1567,1,0,1,1,0,0,0,0,0,1,5,1,0,0,18,10,1,0
otu15671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
otu15674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15675,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15677,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
otu15679,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15683,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1569,8,13,13,5,18,17,20,4,9,25,12,0,15,34,16,25,7,32
otu15693,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu157,9,95,31,6,192,42,382,30,50,30,646,104,321,406,259,2395,501,437
otu1570,0,0,0,0,0,2,0,11,0,0,0,76,6,0,0,0,1,0
otu15700,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,1,0,1
otu1571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15722,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu1573,4,38,5,2,2,12,1,6,12,0,6,32,7,1,36,7,91,27
otu15731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu15739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1574,0,0,0,0,3,1,0,1,0,0,0,35,9,0,0,0,2,0
otu1575,0,0,0,9,1,46,0,0,0,17,2,0,0,0,0,1,0,1
otu15754,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
otu15756,0,0,0,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0
otu1576,16,7,7,1,7,5,2,5,5,0,28,3,8,16,5,21,4,4
otu15760,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
otu15761,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu15762,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
otu15763,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu15765,0,0,0,0,2,6,2,0,2,0,1,0,0,1,0,0,0,0
otu15766,0,0,0,0,0,1,0,0,0,17,1,0,0,0,0,0,0,0
otu1577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15779,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0
otu1578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,28,0,0
otu1579,6,8,20,2,7,20,13,30,4,84,2,6,3,4,12,8,5,20
otu158,0,0,93,1,3,1,70,130,0,0,36,193,156,0,0,5,0,1
otu1580,3,16,6,2,16,2,21,7,8,1,6,17,36,17,5,11,56,54
otu15809,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu1581,1,1,1,7,1,0,0,0,0,604,13,3,1,0,0,1,14,9
otu15814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1582,0,0,10,5,2,17,9,0,1,1,8,3,1,3,4,3,4,4
otu1583,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu15831,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
otu15833,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu15834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15835,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
otu1584,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
otu15843,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
otu15848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
