,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu2840,0,0,5,0,3,0,3,2,3,0,4,0,0,2,0,4,8,7
otu2841,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
otu2842,0,0,0,5,15,10,2,1,0,52,16,8,0,0,0,3,1,1
otu2843,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6,0
otu2845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2847,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
otu2849,32,2,3,22,3,0,28,3,4,11,3,1,7,3,9,4,4,22
otu285,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0
otu2850,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2
otu2851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu2852,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0
otu2853,0,0,0,2,0,0,2,0,0,2,0,0,1,1,2,0,0,1
otu2854,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2855,0,0,0,12,3,12,2,0,0,34,51,33,0,0,0,1,1,0
otu2856,1,0,0,3,0,2,4,0,0,0,0,6,0,0,1,0,0,4
otu2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu2859,4,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,0
otu2860,24,7,11,47,3,7,70,16,14,0,5,6,104,10,23,14,12,82
otu2861,1,0,0,0,0,1,2,0,5,0,2,9,4,0,2,3,0,1
otu2862,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
otu2863,2,6,5,1,1,2,1,3,1,23,12,6,6,3,15,1,0,7
otu2865,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0
otu2866,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0
otu2867,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu2868,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2871,9,10,10,1,14,0,1,1,0,0,0,0,9,59,52,1,14,3
otu2872,6,0,0,1,0,0,36,1,3,0,0,2,1,1,0,4,1,6
otu2873,10,0,0,0,0,0,119,9,8,0,0,0,0,0,0,12,3,22
otu2874,2,0,3,0,0,0,4,0,0,0,0,0,3,0,0,2,0,0
otu2875,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu2876,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
otu2877,0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu2878,0,0,8,0,1,0,5,4,93,0,0,2,0,0,0,8,3,3
otu2879,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu288,98,32,1,0,0,0,91,20,9,0,0,0,2,1,51,1,4,39
otu2880,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
otu2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2883,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0
otu2884,10,3,3,0,0,0,4,10,1,0,0,4,2,0,7,0,0,0
otu2885,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu2886,4,1,0,7,2,0,0,0,2,12,7,5,10,0,1,2,0,1
otu2887,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
otu2888,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
otu2889,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,9,0,0
otu289,0,3,2,4,0,0,0,0,0,0,0,0,2,1,0,2,0,1
otu2890,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5
otu2891,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0
otu2893,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
otu2896,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
otu2898,2,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,2
otu2899,2,5,0,0,0,0,7,0,1,0,0,0,0,1,0,1,0,3
otu29,587,314,15583,19,20,39,5910,123,616,1,3,3,435,1070,1073,140,90,193
otu290,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
otu2900,3,1,0,0,0,1,4,0,2,7,1,1,2,0,0,0,2,3
otu2901,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu2902,0,0,14,0,0,0,1,1,11,0,0,0,11,0,0,52,7,4
otu2903,0,1,5,0,1,0,0,0,0,0,0,0,0,119,86,0,0,1
otu2904,0,0,0,0,0,0,11,1,3,10,0,1,0,0,3,1,2,6
otu2905,4,1,0,0,0,6,9,2,4,2,0,1,0,0,2,1,4,12
otu2906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
otu291,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81,0,0,67
otu2910,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu2912,4,6,4,1,7,5,14,12,9,1,1,0,6,14,19,49,13,17
otu2913,11,0,3,0,0,0,52,3,1,0,0,0,0,0,0,6,1,4
otu2914,5,2,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,0
otu2915,0,2,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
otu2916,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,11,0,0
otu2917,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
otu2918,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
otu2919,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
otu292,428,122,101,529,56,87,132,147,49,68,818,578,439,128,171,189,75,307
otu2920,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2921,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
otu2924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu2926,283,28,29,2,0,0,13,0,0,0,3,1,32,18,27,0,0,0
otu2927,8,1,1,0,0,0,1,6,3,0,4,2,3,1,2,92,12,7
otu2928,9,6,89,5,19,260,0,0,3,1,18,13,19,3,13,3,0,1
otu2929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu293,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
otu2930,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
otu2931,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
otu2932,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2
otu2933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu2934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,10
otu2937,2,2,1,0,0,0,0,0,0,0,0,0,0,2,4,1,1,8
otu2938,0,3,3,0,0,60,0,0,0,0,2,0,0,0,0,0,0,0
otu2939,0,0,3,0,0,2,2,0,2,1,0,0,5,0,2,3,0,1
otu294,0,0,0,1,1,1,0,0,0,0,7,5,0,0,0,0,0,0
otu2940,0,0,1,4,1,1,1,3,0,7,12,3,9,4,4,1,0,17
otu2941,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
otu2942,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0
otu2943,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0
otu2946,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,0,1,0
otu2949,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,12,0,0
otu295,17,3,24,1,3,5,5,2,0,1,1,5,6,0,9,4,1,4
otu2950,12,0,9,0,2,0,1,0,3,0,1,0,1,0,7,0,0,3
otu2951,10,6,6,0,8,0,0,0,0,0,0,0,10,56,61,0,2,1
otu2952,1,0,0,1,0,0,2,0,0,0,1,5,0,0,0,0,0,1
otu2953,0,0,0,1,4,0,0,0,0,0,2,7,0,1,4,2,1,5
otu2954,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu2955,0,0,0,0,0,2,0,0,8,0,104,101,0,0,0,0,0,0
otu2956,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
otu2957,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu2958,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu2959,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
otu296,0,0,0,8,0,0,0,0,0,16,9,8,0,0,0,0,0,0
otu2960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu2967,0,0,0,1,0,0,0,0,0,3,570,52,0,0,0,0,0,1
otu2968,3,4,1,0,0,0,0,0,0,0,0,0,7,2,3,1,0,0
otu2969,2,0,1,1,0,0,8,0,0,0,1,1,1,2,3,6,3,10
otu297,263,244,165,10,349,17,131,772,343,27,589,248,207,363,357,248,588,190
otu2970,7,1,4,3,12,16,0,0,0,0,1,6,25,2,3,4,1,0
otu2971,2,3,1,4,3,4,10,1,2,20,9,3,6,0,9,4,0,8
otu2972,0,0,0,2,1,5,0,0,0,2,0,0,0,0,0,0,0,0
otu2973,0,0,0,2,7,8,0,0,0,45,8,20,0,0,0,0,0,4
otu2975,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2
otu2976,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
otu2977,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0
otu2979,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
otu298,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2980,10,6,7,1,9,0,0,0,0,0,0,0,5,65,45,0,3,1
otu2981,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu2982,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
otu2983,1,0,0,7,2,11,56,1,1,125,5,5,0,0,0,1,4,3
otu2984,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu2985,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0
otu2989,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
otu299,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
otu2990,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,119,4
otu2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu2992,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
otu2993,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu2994,9,3,1,3,0,2,8,3,1,9,4,6,7,3,8,5,6,12
otu2995,0,0,3,0,0,0,1,0,21,0,0,0,1,2,2,5,0,2
otu2996,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
otu2997,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
otu2998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu2999,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
otu3,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0
otu300,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
otu3000,1,0,0,0,0,0,12,0,1,0,0,0,0,1,1,1,0,0
otu3001,1,0,4,0,0,4,11,0,1,0,0,1,1,0,0,0,0,1
otu3005,134,19,27,1,0,0,7,2,2,0,8,14,10,8,19,0,0,4
otu3006,9,8,10,0,23,1,0,0,1,1,1,0,9,69,64,0,12,2
otu3007,2,0,0,1,0,0,10,0,2,0,0,0,0,0,0,1,1,1
otu3008,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
otu3009,2,0,5,1,0,20,4,0,0,0,0,0,5,0,0,7,0,0
otu301,25,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
otu3010,8,9,23,3,1,1,0,0,0,0,1,2,110,9,11,8,1,0
otu3011,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu3012,0,0,5,0,0,0,1,0,4,0,0,0,6,0,0,4,0,0
otu3013,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
otu3014,0,0,0,1,1,0,8,3,4,1,0,0,0,14,1,5,66,10
otu3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3016,0,0,0,0,0,0,11,4,1,4,3,1,1,0,4,1,1,3
otu3019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu302,0,2,0,2,0,1,3,0,3,0,0,1,1,25,0,0,24,0
otu3021,0,2,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
otu3022,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,1,1,0
otu3023,10,9,4,2,3,3,10,2,1,2,33,44,3,11,8,3,1,2
otu3024,3,5,6,1,0,0,0,0,0,0,0,0,192,4,3,23,1,0
otu3025,5,4,12,8,0,3,22,8,9,0,4,4,15,2,2,20,6,86
otu3026,0,0,0,0,6,3,1,0,0,15,0,1,0,10,9,0,0,1
otu3027,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu3028,1,0,0,0,2,1,0,0,0,3,1,1,3,0,0,0,0,1
otu3029,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0
otu303,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0
otu3030,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,2,0,11
otu3031,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,2
otu3032,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
otu3033,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
otu3034,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
otu3035,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,1
otu3036,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
otu3039,0,0,0,13,137,10,1,2,4,0,7,8,1,0,0,2,17,6
otu304,0,0,0,0,177,61,0,0,0,1,0,10,0,0,0,0,0,0
otu3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu3043,11,7,26,33,7,15,23,10,33,12,29,33,10,26,26,13,11,43
otu3044,3,0,5,1,0,0,11,1,4,0,0,0,0,0,0,3,1,5
otu3045,0,2,0,0,3,0,0,1,0,0,2,0,3,0,0,4,1,0
otu3046,0,3,8,0,3,0,1,0,1,1,0,2,0,0,1,2,0,10
otu3047,0,0,0,7,0,0,0,0,0,1,7,3,0,0,0,0,0,0
otu3048,1,0,1,2,10,4,2,0,0,23,9,4,0,0,1,2,1,1
otu3049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu305,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu3052,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3053,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu3055,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
otu3056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
otu3057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
otu306,0,0,0,0,0,30,0,0,0,74,0,0,0,0,0,1,0,0
otu3061,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
otu3063,95,11,12,0,0,0,11,0,0,3,4,6,13,8,16,1,0,1
otu3064,6,9,8,1,10,0,0,0,0,0,1,0,10,59,53,0,4,1
otu3065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3066,0,0,2,0,0,0,3,0,2,0,4,0,0,0,0,2,0,3
otu3067,1,0,2,0,0,8,3,0,1,1,0,0,0,0,7,2,1,18
otu3068,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,2,0,1
otu307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,154
otu3075,6,2,8,0,3,0,16,3,4,0,0,0,9,0,3,66,10,16
otu3076,5,0,1,0,133,1,0,0,1,0,2,1,1,13,16,4,9,3
otu3077,1,2,0,1,0,0,6,8,3,0,0,0,6,1,0,3,13,1
otu3078,0,2,0,0,0,0,0,2,0,0,0,0,8,11,5,8,0,0
otu3079,0,0,0,0,0,0,2,2,1,0,0,7,0,0,0,3,27,15
otu308,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
otu3080,3,0,4,7,9,15,1,2,0,100,5,12,3,6,6,3,6,0
otu3081,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,3,0
otu3084,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu3085,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu3086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu3087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu309,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,28,0,0
otu3092,2,0,0,0,0,0,59,0,3,9,42,1,0,6,5,3,1,2
otu3093,3,5,8,27,1,5,6,3,12,6,7,5,4,5,16,7,1,11
otu3094,2,1,5,7,9,10,0,1,0,9,11,5,3,0,2,7,0,1
otu3095,0,5,1,0,0,0,0,4,0,0,0,0,4,9,6,6,2,0
otu3096,0,3,0,1,0,1,1,12,0,0,3,3,2,0,0,6,3,8
otu3097,1,1,5,0,2,1,0,0,2,2,0,0,7,0,0,3,1,1
otu3098,0,1,12,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1
otu3099,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu31,11,129,10,12,0,1,453,110,44,0,12,0,6,7,5,16,6,20
otu310,0,0,126,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0
otu3100,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
otu3101,0,1,0,1,2,0,2,1,0,11,4,4,5,0,5,0,0,1
otu3102,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
otu3103,0,0,0,9,7,6,1,0,1,3,75,58,0,1,7,0,0,1
otu3104,0,0,0,0,0,0,1,47,2,7,1,0,0,0,0,7,3,8
otu3105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3106,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
otu3107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu3109,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu311,0,1,0,2,1,1,2,0,0,1,1,1,0,0,63,0,0,71
otu3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu3111,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0
otu3112,5,0,0,0,0,0,99,1,3,0,0,0,0,0,0,3,1,2
otu3113,4,2,0,2,2,3,0,1,0,1,35,51,3,0,0,0,0,1
otu3114,3,0,0,0,0,0,83,1,2,0,0,0,0,0,0,2,4,2
otu3115,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4
otu3116,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,4,2,0
otu3117,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3118,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
otu312,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu3120,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0
otu3125,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3126,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
otu3127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
otu3128,10,2,0,0,0,0,23,0,2,0,0,0,0,0,1,1,0,11
otu3129,9,0,3,1,0,1,13,2,0,0,1,2,7,3,2,15,5,12
otu313,1,3,0,0,0,0,39,3,0,0,0,0,0,1,0,0,0,2
otu3130,5,0,0,4,58,4,7,6,2,13,4,5,5,7,16,5,16,7
otu3131,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
otu3132,0,0,0,0,0,4,0,0,0,1,0,3,0,0,1,0,0,0
otu3133,0,1,0,1,0,1,1,0,1,0,1,0,0,0,5,4,8,1
otu3134,1,0,0,2,0,0,1,4,8,1,0,2,0,0,7,8,3,64
otu3136,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0
otu3138,0,0,0,1,5,5,0,0,0,2,0,0,0,0,0,0,0,0
otu3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
otu314,51,33,35,56,202,48,54,28,32,841,90,114,53,115,113,227,146,58
otu3140,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
otu3141,2,0,3,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0
otu3146,1,0,0,0,0,0,12,0,0,0,0,0,1,1,1,0,0,1
otu3148,1,2,3,5,0,4,4,9,2,0,1,0,8,10,3,12,14,13
otu3149,11,131,2,0,3,0,0,3,0,10,32,16,3,3,2,0,0,0
otu315,2,64,3,1,3,0,109,1986,73,4,8,4,6,7,8,153,42,186
otu3150,1,0,1,3,7,8,1,0,3,1,1,10,7,0,3,2,0,0
otu3151,5,1,4,6,5,9,0,1,0,1,15,33,1,1,1,0,4,1
otu3152,1,0,5,2,1,1,2,7,1,10,18,9,0,1,5,6,1,68
otu3153,0,0,3,2,0,5,0,0,0,0,0,1,1,0,4,0,0,9
otu3154,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0
otu3155,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu3156,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3157,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu3159,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0
otu316,0,0,1,0,0,15,0,0,0,34,0,0,0,3,0,0,0,0
otu3161,2,0,7,0,0,0,40,4,6,0,0,0,0,0,0,8,3,5
otu3162,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
otu3163,10,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0
otu3164,8,9,5,8,32,7,5,1,0,0,2,2,10,8,18,4,3,4
otu3165,1,4,3,1,3,1,1,1,1,0,0,0,6,5,10,13,9,5
otu3166,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu3167,6,2,3,2,3,4,1,0,0,46,9,9,0,2,1,0,1,0
otu3168,0,6,0,0,14,0,1,50,3,0,0,0,3,1,1,3,8,10
otu3169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
otu317,0,0,0,2,1,0,0,0,0,4,5,2,0,0,0,0,0,0
otu3170,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1
otu3171,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu3174,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
otu3175,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
otu3176,2,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,3
otu3177,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu3179,199,19,15,0,0,0,7,0,3,1,7,7,5,18,36,1,7,2
otu318,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3180,1,5,1,4,1,0,6,1,4,3,1,0,1,0,2,2,3,10
otu3181,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1
otu3182,3,2,0,0,0,0,4,1,0,4,0,2,3,1,0,0,0,0
otu3183,1,2,15,3,2,71,0,0,0,0,2,0,1,0,3,0,0,0
otu3184,8,3,0,0,1,0,3,6,8,8,3,3,1,1,6,3,3,43
otu3185,5,6,0,0,2,0,4,25,3,0,0,0,4,1,2,24,3,18
otu3186,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3187,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0
otu3188,0,1,0,0,0,0,1,10,0,0,0,0,1,0,0,3,0,3
otu3189,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu319,61,61,75,2,8,6,0,0,1,3,0,1,89,2324,1886,0,15,15
otu3190,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
otu3191,0,0,0,1,0,7,0,0,0,0,0,0,1,0,3,1,0,5
otu3192,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
otu3193,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
otu3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu3196,0,0,0,6,111,12,0,0,0,1,6,13,0,0,0,0,0,0
otu3199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu32,0,0,0,1,14,13,0,0,0,40,0,0,0,0,0,0,0,0
otu3200,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0
otu3203,9,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0
otu3204,10,1,6,0,2,0,17,2,3,2,0,2,6,9,14,12,4,13
otu3205,7,0,3,1,2,2,4,1,2,19,9,4,0,4,5,6,1,2
otu3206,1,0,2,0,8,4,2,0,4,0,73,46,0,7,2,0,14,2
otu3207,1,3,3,0,0,0,16,14,4,0,0,0,5,2,0,51,15,19
otu3208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu3209,0,0,1,1,0,1,0,0,0,9,1,1,1,1,0,0,3,5
otu321,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu3210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
otu3213,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
otu3215,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3217,6,1,4,1,1,0,3,0,3,0,2,1,0,3,2,0,10,4
otu3218,13,88,5,0,5,0,0,6,2,4,14,19,1,7,4,0,0,0
otu3219,5,1,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0
otu322,0,91,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
otu3221,0,0,0,1,0,0,2,0,0,3,4,1,3,0,1,3,0,3
otu3222,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
otu3223,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
otu3224,0,0,0,2,5,3,0,0,0,3,0,0,0,0,0,0,0,0
otu3225,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,7
