,DLSse01,DLSse02,DLSse03,DPSse01,DPSse02,DPSse03,HLse01,HLse02,HLse03,SLTse01,SLTse02,SLTse03,SLse01,SLse02,SLse03,XSse01,XSse02,XSse03
otu10550,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0
otu10551,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
otu10552,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
otu10553,0,2,4,1,0,2,1,1,0,2,0,14,0,0,0,1,0,2
otu10554,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0
otu10555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
otu10558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
otu10559,2,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0
otu10564,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1
otu10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
otu10569,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,8
otu1057,55,39,30,15,16,25,13,11,12,49,14,11,16,3,23,30,5,3
otu10570,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10573,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2
otu10574,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
otu10575,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
otu10576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
otu10578,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
otu1058,0,1,0,19,1,0,0,0,0,0,0,0,21,1,0,12,1,0
otu10580,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
otu10581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
otu10583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10587,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu10588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10589,0,0,2,0,0,2,0,0,0,0,0,0,1,0,4,0,1,0
otu1059,0,0,1,1,5,6,0,0,0,3,0,0,0,1,0,0,0,0
otu10592,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
otu106,24,6,12,87,5,2,14,0,6,18,3,18,141,30,5,90,6,1
otu1060,0,4,0,0,0,0,0,14,0,1,10,0,0,0,0,0,0,0
otu10603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10607,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1
otu10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1061,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,4
otu10610,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0
otu10611,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10612,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
otu10613,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu10614,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2
otu10615,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu10616,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
otu10618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10619,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0
otu1062,4,1,0,2,3,0,1,1,1,2,0,0,5,1,0,4,2,0
otu10623,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,1
otu10628,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0
otu10629,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,4
otu10630,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0
otu10632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10637,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,2
otu10638,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,0
otu10639,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
otu1064,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1,0
otu10643,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
otu10644,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,1,0,1
otu10645,6,0,2,1,0,0,30,27,22,5,2,1,0,0,2,10,10,9
otu10647,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0
otu1065,1,2,0,1,0,2,1,1,1,1,1,0,3,5,7,1,1,4
otu10650,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,14
otu10652,2,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,2
otu10654,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu10655,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1067,0,0,0,0,16,8,0,0,0,0,0,1,0,0,0,0,0,0
otu10672,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
otu10673,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
otu10675,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
otu10676,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
otu10677,0,0,0,0,0,1,1,1,0,12,0,1,0,0,0,0,0,0
otu10679,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1
otu1068,0,40,0,0,1,1,0,47,0,1,38,0,0,0,0,0,0,0
otu10680,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu10681,1,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,3,1
otu10682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu10683,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10685,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu1069,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
otu10694,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu10697,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,7,1
otu10698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu107,44,53,44,33,8,72,4,0,0,5,1,11,409,59,368,45,4,78
otu1070,27,32,30,14,0,8,0,1,0,0,0,0,202,23,96,29,1,16
otu10700,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
otu10701,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0
otu10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10703,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
otu10705,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
otu10706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1071,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0
otu10711,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
otu10717,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
otu10718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu10726,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1073,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
otu10731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
otu10735,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
otu10737,0,0,4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
otu10738,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0
otu10739,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
otu10740,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
otu10741,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
otu10742,1,3,0,0,0,0,3,1,0,2,1,1,0,0,0,1,0,0
otu10744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10745,0,0,0,0,0,0,1,0,1,0,0,8,0,0,1,0,5,1
otu10746,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu10747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
otu10754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10755,0,0,0,1,0,0,3,0,0,5,0,1,1,0,0,3,0,0
otu10757,0,0,0,0,1,2,0,0,2,0,1,2,0,0,0,1,2,3
otu10758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5
otu1076,0,0,2,0,1,0,0,3,1,0,1,0,1,0,0,7,6,1
otu10760,0,0,0,0,2,3,0,0,0,2,1,0,0,0,0,0,0,0
otu10761,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
otu10766,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
otu10768,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
otu10769,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0
otu1077,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0
otu10773,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
otu10774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu10776,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0
otu10777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
otu1078,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,7
otu10780,0,0,0,1,0,2,0,0,0,5,0,1,0,1,2,1,0,0
otu10782,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2
otu10783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
otu1079,2,2,23,84,85,283,4,6,24,40,31,278,37,9,93,14,37,40
otu10790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu10797,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu10798,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,2
otu10799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu108,2,0,2,147,1,1,0,0,1,1,2,1,338,18,2,217,1,1
otu1080,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,0,1,0
otu10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
otu10802,0,0,0,0,0,0,2,3,5,0,0,1,0,0,0,1,0,0
otu10803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1081,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
otu1082,0,0,0,9,4,1,0,0,0,1,0,0,7,9,0,20,3,0
otu10821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
otu10822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10826,4,2,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
otu10828,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
otu1083,0,1,0,0,0,0,2,1,0,1,0,0,0,4,0,1,1,0
otu10830,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10836,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
otu10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu1084,0,0,0,26,2,0,1,0,0,0,0,0,48,1,0,27,0,0
otu10842,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
otu10843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10845,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
otu10848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1085,1,35,4,0,2,0,0,16,7,0,20,10,1,0,0,1,1,0
otu10851,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10853,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
otu10855,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu10858,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1086,0,0,2,0,0,3,0,0,5,1,0,2,0,1,1,0,0,1
otu10862,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
otu10863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10864,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
otu10865,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
otu10867,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu10868,1,0,2,0,0,0,1,5,6,1,1,1,0,0,0,0,2,4
otu10869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1087,5,9,2,11,6,53,1,0,1,5,6,6,31,1,74,2,2,32
otu10870,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu10871,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2
otu10872,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu10873,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0
otu10874,1,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,2
otu10875,0,0,0,2,2,4,0,0,0,2,0,1,2,1,0,0,0,1
otu10876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1088,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,4,0,0
otu10880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10884,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1
otu10885,0,0,0,0,1,4,0,0,0,3,1,0,0,0,1,0,0,0
otu10889,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0
otu10890,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,4
otu10892,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1
otu10896,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10898,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
otu10899,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0
otu109,164,167,174,2,247,0,3,0,1,1,0,0,281,1265,255,1,277,0
otu10902,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,2,0
otu10903,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
otu10904,0,0,1,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0
otu10905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10907,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
otu10909,0,0,0,0,0,1,0,0,0,1,0,17,0,0,0,0,0,0
otu1091,28,33,26,10,0,10,2,14,3,21,4,6,120,10,53,21,3,19
otu10914,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
otu10915,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
otu10917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10918,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,5
otu1092,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0
otu10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu10925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1093,0,0,0,10,1,1,1,0,0,0,0,0,13,21,5,13,0,0
otu10935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10936,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu10937,1,0,5,0,0,0,0,3,1,0,1,1,1,0,1,0,2,1
otu10938,0,0,0,1,2,0,1,0,0,4,0,0,0,0,0,4,0,0
otu10939,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
otu1094,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1
otu10940,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1
otu10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10943,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu10946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
otu10949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
otu1095,2,1,2,0,0,0,0,0,0,0,0,0,2,30,3,0,6,0
otu10952,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,4
otu10953,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
otu10954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
otu10955,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu1096,0,0,0,2,0,2,0,0,0,0,0,0,6,15,2,1,0,0
otu10960,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
otu10961,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
otu10964,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
otu10965,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
otu10966,1,0,0,0,1,1,0,0,0,23,0,0,0,0,0,0,0,0
otu10968,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0
otu1097,1,0,0,1,3,1,1,1,0,0,0,0,0,4,1,2,1,1
otu10970,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
otu10972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu10978,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1098,48,0,0,0,0,0,46,0,0,45,0,0,0,1,0,0,2,1
otu10985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10988,0,0,0,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0
otu10989,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1099,5,0,2,0,5,0,0,0,0,0,0,0,2,28,1,0,4,0
otu10990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu10991,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
otu10992,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
otu10993,2,1,1,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0
otu10995,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
otu10996,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu10998,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0
otu10999,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0
otu11,2,6,0,0,0,1,10,60,4,1,2,0,0,0,2,9,7,8
otu110,0,1,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0
otu1100,0,2,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0
otu11001,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
otu11003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
otu11006,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu11008,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu1101,15,1,0,25,32,60,17,7,6,190,16,24,9,0,6,52,7,6
otu11010,0,0,0,0,1,0,0,2,3,0,0,3,0,0,0,0,2,0
otu11011,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu11012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1
otu11015,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
otu11016,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
otu11017,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
otu11018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu11019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu1102,0,0,0,0,0,0,1,7,6,0,0,2,0,0,0,5,2,0
otu11020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu11021,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
otu11022,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
otu11023,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
otu11024,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0
otu11025,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
otu11026,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
otu1103,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0
otu11032,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
otu11033,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
otu11036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu11038,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu1104,9,7,4,121,33,72,12,21,7,75,37,36,20,1,9,36,17,11
otu11042,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
otu11044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu11048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu11051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu11058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1106,0,2,0,0,1,0,0,0,2,2,0,0,0,4,0,0,0,0
otu11061,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu11064,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu11068,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu11069,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
otu1107,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
otu11070,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,6
otu11071,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu11072,1,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,0,0
otu11073,3,0,0,0,0,2,2,0,0,8,0,3,0,0,0,0,0,0
otu11075,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,2,1
otu11076,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu11077,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0
otu11078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1108,0,0,0,14,1,0,0,0,0,0,0,0,9,0,0,19,0,0
otu11086,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu11089,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0
otu1109,17,8,6,16,7,15,36,33,22,103,15,22,24,0,1,88,16,11
otu11090,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
otu11092,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
otu11093,0,0,2,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0
otu11094,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0
otu11095,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
otu11096,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0
otu11098,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
otu111,16,8,9,2110,306,1878,13,5,4,209,105,202,219,1201,233,201,13,119
otu1110,2,0,0,0,0,1,1,0,0,0,0,0,1,19,0,0,0,0
otu11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
otu11101,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,2
otu11103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu11104,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1
otu1111,0,0,0,5,7,9,0,0,0,0,0,0,3,0,5,5,11,4
otu11110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu11111,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
otu11112,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu11118,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
otu11119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1112,0,0,0,7,0,0,0,0,0,1,0,2,0,2,1,13,2,2
otu11121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu11125,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
otu11127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1113,2,5,24,0,1,2,70,91,290,1,5,20,0,0,0,45,64,24
otu11131,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2,0,1,0
otu11132,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
otu11134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
