	DLSm01	DLSm02	DLSm03	DLSs01	DLSs02	DLSs03	DLSse01	DLSse02	DLSse03	DLSt01	DLSt02	DLSt03	DLSw01	DLSw02	DLSw03	DPSm01	DPSm02	DPSm03	DPSs01	DPSs02	DPSs03	DPSse01	DPSse02	DPSse03	DPSt01	DPSt02	DPSt03	DPSw01	DPSw02	DPSw03	HLm01	HLm02	HLm03	HLs01	HLs02	HLs03	HLse01	HLse02	HLse03	HLt01	HLt02	HLt03	HLw01	HLw02	HLw03	SLTm01	SLTm02	SLTm03	SLTs01	SLTs02	SLTs03	SLTse01	SLTse02	SLTse03	SLTt01	SLTt02	SLTt03	SLTw01	SLTw02	SLTw03	SLm01	SLm02	SLm03	SLs01	SLs02	SLs03	SLse01	SLse02	SLse03	SLt01	SLt02	SLt03	SLw01	SLw02	SLw03	XSm01	XSm02	XSm03	XSs01	XSs02	XSs03	XSse01	XSse02	XSse03	XSt01	XSt02	XSt03	XSw01	XSw02	XSw03
Zotu5670	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	14	48	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Zotu5671	0	0	0	11	5	4	0	0	0	2	27	3	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	2	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5673	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	15	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Zotu5674	0	0	0	3	2	3	0	0	0	0	11	5	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	2	1	0	0	0	3	0	0	0	0	0	1	1	0	1	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0
Zotu5675	0	0	0	7	0	2	0	0	0	3	18	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	2	0	10	0	1	0	3	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5676	0	0	0	31	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	8	20	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5677	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	25	3	18
Zotu5678	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	2	5	3	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1
Zotu5679	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0
Zotu568	0	7	1	1	0	1	4	0	2	0	0	0	0	2	0	0	8	2	1	0	0	77	8	0	0	0	13	0	2	1	9	1	1	121	75	85	2	1	0	8	0	4	0	0	0	34	6	7	3	0	0	7	1	1	4	0	1	20	0	2	6	5	0	6	0	8	69	0	0	0	4	12	3	0	0	10	17	45	794	179	137	57	12	0	6	3	71	0	0	0
Zotu5680	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Zotu5681	1	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	1	1	0	0	0	0	0	0	3	1	2	0	0	0	6	12	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0
Zotu5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	9	1	4
Zotu5684	7	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Zotu5685	4	3	2	1	0	0	0	0	0	0	0	3	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5686	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	10	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0
Zotu5687	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	25	3	0	2	0	0	0	0	0	0	1	0	0	0	0	4	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0
Zotu5688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu5689	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	14	6	0	0	0	1	1	0	2	0	5	0	0	0	9	0	6	0	0	0	2	2	11	0	0	0	0	0	0	1	1	0
Zotu569	0	0	0	2	1	1	21	16	31	0	0	0	1	11	24	0	0	0	0	0	0	0	0	0	0	0	0	35	1	1	0	0	2	23	19	15	289	233	251	0	6	4	185	172	73	5	0	0	19	17	22	17	6	13	0	0	0	7	55	7	0	0	0	0	0	6	0	0	1	0	0	0	20	2	7	0	1	0	0	1	5	66	36	27	0	0	0	5	11	8
Zotu5690	0	0	3	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5691	1	0	1	6	4	4	0	0	1	3	3	5	0	0	0	7	4	1	0	5	0	0	0	0	18	9	6	1	0	0	2	0	0	5	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	7	7	2	0	0	0	2	3	1	0	2	0	1	0	0	5	1	1	0	0	0	8	0	7	2	3	2	0	0	0	4	0	0	0	0	0
Zotu5692	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Zotu5693	1	0	3	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	7	0	0	0	0	0	2	0	0	2	2	5	0	0	0	0	3	4	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	5	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Zotu5694	1	3	1	0	1	0	5	1	2	7	0	3	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	17	3	1	44	2	23	0	0	0	3	0	0	0	0	0	0	0	0	5	1	1	3	0	0	4	1	1	0	0	0	5	4	1	1	0	2	0	0	0	0	0	1	0	0	0	4	0	3	20	8	7	0	0	0	0	1	1	0	0	0
Zotu5695	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu5696	0	0	0	4	0	16	5	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	2	4	1	0	0	1	0	1	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0
Zotu5697	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	13	4	0	0	0	0	0	0	0	0	0	0	0	33	4	5	1	0	0	0	1	7	0	0	0
Zotu5698	0	0	0	54	1	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5699	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	65	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu57	72	51	283	287	556	139	7	5	3	1966	307	1517	14	12	11	54	36	366	53	150	384	124	21	136	257	53	304	15	7	20	349	22	101	136	150	144	0	3	1	1766	16	242	24	6	10	100	403	133	92	120	123	2	1	2	352	86	197	23	30	14	31	130	58	580	926	639	231	154	129	345	22	496	3	17	19	86	228	60	726	540	2034	162	19	58	318	315	1536	14	12	16
Zotu570	6	23	6	40	29	84	3	1	0	4	0	0	0	3	1	5	42	4	3	2	0	21	4	0	49	1	30	0	7	0	68	2	2	80	27	28	5	0	1	21	0	8	0	0	0	169	2	19	5	1	0	7	0	0	5	0	1	9	16	4	52	30	31	6	1	0	23	1	0	52	0	32	4	1	2	458	151	79	211	68	28	13	3	0	78	33	11	2	4	1
Zotu5700	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
Zotu5701	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	14	15	35	0	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5702	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	1	0	4	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	3	3	2	0	0	0	0	0	0	2	0	2	0	0	2	0	2	1	0	0	0
Zotu5703	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	15	7	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
Zotu5704	0	0	1	1	2	8	0	2	1	2	1	0	0	0	0	1	0	3	0	3	0	1	3	0	0	0	0	0	0	0	4	0	0	2	1	3	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	3	3	6	0	0	1	0	1	0	0	1	0	0	0	1	6	7	5	0	2	0	0	0	0	0	0	0
Zotu5705	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	2	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	0	1	0	3	0	2	1	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Zotu5706	0	2	0	0	3	3	0	0	0	6	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	2	1	0	0	1	1	0	1	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
Zotu5707	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	30	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5708	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	3	1	0	2	0	0	0	8	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	2	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
Zotu5709	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	2	9	0	0	0	0	0	0	0	1	0
Zotu571	6	6	11	21	60	66	0	2	4	52	34	51	3	2	0	0	15	36	8	4	9	13	3	4	21	5	29	2	1	3	38	8	18	29	12	84	0	1	3	36	19	37	4	0	0	36	24	12	7	5	15	0	0	12	10	19	42	0	2	3	28	216	12	36	25	44	10	6	1	8	4	16	1	2	2	36	62	42	61	86	57	17	4	1	25	9	86	4	2	5
Zotu5710	1	4	8	0	0	1	0	0	1	45	13	9	0	0	0	4	4	3	1	0	3	0	0	0	1	1	5	0	0	0	16	2	1	4	1	2	0	1	0	12	0	2	0	0	0	2	0	10	0	0	0	0	0	0	10	1	3	0	0	0	10	16	3	0	0	0	0	1	0	5	0	14	0	0	0	4	25	17	2	2	10	0	0	0	3	7	1	0	0	0
Zotu5711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	2	0	0	0	3	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	7	0	0	0	0	0	0	0
Zotu5712	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	4	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	2	0	0	0	0	0	0	1	1	0	0	0	0
Zotu5713	16	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	4	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0
Zotu5714	0	4	2	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	3	2	15	1	0	0	0	0	0	0	0	1	0	0	0
Zotu5715	0	0	2	0	0	0	0	0	0	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	11	10	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Zotu5716	3	2	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0
Zotu5717	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	24	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Zotu5718	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	20	2	6	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0	0	0	0	0	0
Zotu5719	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu572	2	0	1	0	0	81	0	0	0	0	0	0	1	1	5	0	0	17	6	1614	0	0	0	0	3	0	0	1	31	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	61	35	21	0	0	0	3	0	0	25	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	75	0
Zotu5720	2	1	6	3	0	0	0	0	0	1	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu5721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Zotu5722	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu5723	31	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu5724	4	26	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5725	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	7	3	0	0	0	68	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu5726	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	2	3	0	3	3	0	0	0	0	1	0	1	0	0	0	4	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	6	0	4	8	1	0	0	0	1	1	1	1	0	1	0	0	0	0	2	3	0	0	0
Zotu5727	0	0	0	35	1	10	0	1	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0
Zotu5728	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	2	0	0	0	0	1	0	0	10	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	5	0	2	24	3	0	0	1	12	1	5
Zotu5729	0	0	0	0	0	0	0	0	0	0	0	0	37	23	3	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu573	261	88	54	3	2	6	0	0	1	16	12	7	0	5	0	4	60	8	4	0	13	0	13	0	5	31	14	0	0	1	22	45	34	0	1	2	0	0	0	15	0	25	0	4	0	460	179	5	9	9	18	0	0	0	6	0	6	0	0	6	12	7	38	0	0	11	1	37	0	13	15	100	5	3	0	8	15	37	4	43	1	1	13	0	8	74	11	0	0	0
Zotu5730	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3	10	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5731	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	3	2	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	4	0	0	0	0	0	0	3	0	0	0	0	0	3	4	12	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0
Zotu5732	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	9	0	0	0	0	0	0	0	0	2	10	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	19	0	2	0	0	0	2	0	0	0	0	0	1	0	0	2	11
Zotu5734	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	30	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	3	4	0	0	0	0	1	0	0	0	0
